species;Phylum;Class;Order;Family;source;speciemens barcoded;speciemens;public BINs;verified by;status;BOLD taxid
Adenorhynchus balticus;Platyhelminthes;;Rhabdocoela;Promesostomidae;WORMS;;;;;gap;
Brinkmanniella macrostomoides;Platyhelminthes;;Rhabdocoela;Promesostomidae;WORMS;;;;;gap;
Brinkmanniella obtusa;Platyhelminthes;;Rhabdocoela;Promesostomidae;WORMS;;;;;gap;
Brinkmanniella palmata;Platyhelminthes;;Rhabdocoela;Promesostomidae;WORMS;;;;;gap;
Coronhelmis conspicuus;Platyhelminthes;;Rhabdocoela;Promesostomidae;FE;;;;;gap;
Coronhelmis exiguus;Platyhelminthes;;Rhabdocoela;Promesostomidae;FE;;;;;gap;
Coronhelmis inornatus;Platyhelminthes;;Rhabdocoela;Promesostomidae;WORMS;;;;;gap;
Coronhelmis lutheri;Platyhelminthes;;Rhabdocoela;Promesostomidae;WORMS;;;;;gap;
Coronhelmis multispinosus;Platyhelminthes;;Rhabdocoela;Promesostomidae;FE,WORMS;;;;;gap;
Coronhelmis tripartitus;Platyhelminthes;;Rhabdocoela;Promesostomidae;WORMS;;;;;gap;
Hartogia pontica;Platyhelminthes;;Rhabdocoela;Promesostomidae;WORMS;;;;;gap;
Listea simplex;Platyhelminthes;;Rhabdocoela;Promesostomidae;WORMS;;;;;gap;
Litucivis serpens;Platyhelminthes;;Rhabdocoela;Promesostomidae;WORMS;;;;;gap;
Moevenbergia una;Platyhelminthes;;Rhabdocoela;Promesostomidae;WORMS;;;;;gap;
Promesostoma balticum;Platyhelminthes;;Rhabdocoela;Promesostomidae;WORMS;;;;WORMS;gap;
Promesostoma bilineatum;Platyhelminthes;;Rhabdocoela;Promesostomidae;WORMS;;;;WORMS;gap;
Promesostoma bipartitum;Platyhelminthes;;Rhabdocoela;Promesostomidae;WORMS;;;;;gap;
Promesostoma caligulatum;Platyhelminthes;;Rhabdocoela;Promesostomidae;WORMS;;;;WORMS;gap;
Promesostoma cochleare;Platyhelminthes;;Rhabdocoela;Promesostomidae;WORMS;;;;WORMS;gap;
Promesostoma dennisalleni;Platyhelminthes;;Rhabdocoela;Promesostomidae;WORMS;;;;;gap;
Promesostoma ensifer;Platyhelminthes;;Rhabdocoela;Promesostomidae;WORMS;;;;WORMS;gap;
Promesostoma gallicum;Platyhelminthes;;Rhabdocoela;Promesostomidae;WORMS;;;;;gap;
Promesostoma karlingi;Platyhelminthes;;Rhabdocoela;Promesostomidae;WORMS;;;;;gap;
Promesostoma kergroixense;Platyhelminthes;;Rhabdocoela;Promesostomidae;WORMS;;;;;gap;
Promesostoma maculosum;Platyhelminthes;;Rhabdocoela;Promesostomidae;WORMS;;;;;gap;
Promesostoma marmoratum;Platyhelminthes;;Rhabdocoela;Promesostomidae;WORMS;;;;WORMS;gap;
Promesostoma meixneri;Platyhelminthes;;Rhabdocoela;Promesostomidae;WORMS;;;;;gap;
Promesostoma minutum;Platyhelminthes;;Rhabdocoela;Promesostomidae;WORMS;;;;;gap;
Promesostoma norvegicum;Platyhelminthes;;Rhabdocoela;Promesostomidae;WORMS;;;;;gap;
Promesostoma nynaesiensis;Platyhelminthes;;Rhabdocoela;Promesostomidae;WORMS;;;;;gap;
Promesostoma paracochlearis;Platyhelminthes;;Rhabdocoela;Promesostomidae;WORMS;;;;;gap;
Promesostoma rostratum;Platyhelminthes;;Rhabdocoela;Promesostomidae;WORMS;;;;ITIS;gap;
Promesostoma serpentistylum;Platyhelminthes;;Rhabdocoela;Promesostomidae;WORMS;;;;;gap;
Promesostoma spiriferum;Platyhelminthes;;Rhabdocoela;Promesostomidae;WORMS;;;;;gap;
Protandrella cirrifera;Platyhelminthes;;Rhabdocoela;Promesostomidae;WORMS;;;;;gap;
Scoliopharyngia listensis;Platyhelminthes;;Rhabdocoela;Promesostomidae;WORMS;;;;;gap;
Subulagera mucronata;Platyhelminthes;;Rhabdocoela;Promesostomidae;WORMS;;;;;gap;
Subulagera rubra;Platyhelminthes;;Rhabdocoela;Promesostomidae;WORMS;;;;;gap;
Tvaerminnea direceptacula;Platyhelminthes;;Rhabdocoela;Promesostomidae;WORMS;;;;;gap;
Tvaerminnea karlingi;Platyhelminthes;;Rhabdocoela;Promesostomidae;WORMS;0;2;0;;gap;906449
Westbladiella angulifera;Platyhelminthes;;Rhabdocoela;Promesostomidae;WORMS;;;;;gap;
Westbladiella falcifera;Platyhelminthes;;Rhabdocoela;Promesostomidae;WORMS;;;;;gap;
Westbladiella obliquepharynx;Platyhelminthes;;Rhabdocoela;Promesostomidae;WORMS;;;;WORMS;gap;
Westbladiella tubifera;Platyhelminthes;;Rhabdocoela;Promesostomidae;WORMS;;;;;gap;
