species;Phylum;Class;Order;Family;source;speciemens barcoded;speciemens;public BINs;verified by;status;BOLD taxid
Ekmania barthii;Echinodermata;Holothuroidea;Dendrochirotida;Phyllophoridae;BOLD,WORMS;5;8;1;WORMS;;222891
Neopentadactyla mixta;Echinodermata;Holothuroidea;Dendrochirotida;Phyllophoridae;WORMS;;;;WORMS;gap;
Pentamera calcigera;Echinodermata;Holothuroidea;Dendrochirotida;Phyllophoridae;BOLD,WORMS;13;14;2;WORMS;;217691
Phyllophorus (Phyllophorus) pedinaequalis;Echinodermata;Holothuroidea;Dendrochirotida;Phyllophoridae;WORMS;;;;WORMS;gap;
Phyllophorus (Phyllophorus) urna;Echinodermata;Holothuroidea;Dendrochirotida;Phyllophoridae;WORMS;;;;WORMS;gap;
Thyone cherbonnieri;Echinodermata;Holothuroidea;Dendrochirotida;Phyllophoridae;WORMS;;;;;gap;
Thyone fusus;Echinodermata;Holothuroidea;Dendrochirotida;Phyllophoridae;BOLD;8;11;2;WORMS;;217720
Thyone gadeana;Echinodermata;Holothuroidea;Dendrochirotida;Phyllophoridae;BOLD,WORMS;0;1;0;WORMS;gap;217721
Thyone roscovita;Echinodermata;Holothuroidea;Dendrochirotida;Phyllophoridae;WORMS;;;;;gap;
Thyonidium drummondii;Echinodermata;Holothuroidea;Dendrochirotida;Phyllophoridae;BOLD,WORMS;3;6;1;WORMS;;204417
Thyonidium hyalinum;Echinodermata;Holothuroidea;Dendrochirotida;Phyllophoridae;BOLD,WORMS;2;2;1;WORMS;;222984
