species;Phylum;Class;Order;Family;source;speciemens barcoded;speciemens;public BINs;verified by;status;BOLD taxid
Antromacrostomum armatum;Platyhelminthes;Rhabditophora;Macrostomida;Macrostomidae;WORMS;;;;;gap;
Axia gieysztori;Platyhelminthes;Rhabditophora;Macrostomida;Macrostomidae;FE,WORMS;;;;ITIS;gap;
Bradynectes sterreri;Platyhelminthes;Rhabditophora;Macrostomida;Macrostomidae;BOLD,WORMS;1;4;1;;;717836
Macrostomum axi;Platyhelminthes;Rhabditophora;Macrostomida;Macrostomidae;FE;;;;;gap;
Macrostomum balticum;Platyhelminthes;Rhabditophora;Macrostomida;Macrostomidae;BOLD,WORMS;;;;ITIS;gap;717850
Macrostomum bicurvistyla;Platyhelminthes;Rhabditophora;Macrostomida;Macrostomidae;WORMS;;;;;gap;
Macrostomum boreale;Platyhelminthes;Rhabditophora;Macrostomida;Macrostomidae;WORMS;;;;;gap;
Macrostomum brevituba;Platyhelminthes;Rhabditophora;Macrostomida;Macrostomidae;WORMS;;;;;gap;
Macrostomum caprariae;Platyhelminthes;Rhabditophora;Macrostomida;Macrostomidae;FE;;;;;gap;
Macrostomum catarractae;Platyhelminthes;Rhabditophora;Macrostomida;Macrostomidae;FE;;;;;gap;
Macrostomum clavistylum;Platyhelminthes;Rhabditophora;Macrostomida;Macrostomidae;FE;;;;;gap;
Macrostomum curvatum;Platyhelminthes;Rhabditophora;Macrostomida;Macrostomidae;FE;;;;;gap;
Macrostomum curvituba;Platyhelminthes;Rhabditophora;Macrostomida;Macrostomidae;FE,WORMS;;;;;gap;
Macrostomum distinguendum;Platyhelminthes;Rhabditophora;Macrostomida;Macrostomidae;FE,WORMS;;;;ITIS;gap;
Macrostomum ermini;Platyhelminthes;Rhabditophora;Macrostomida;Macrostomidae;WORMS;;;;;gap;
Macrostomum fergussoni;Platyhelminthes;Rhabditophora;Macrostomida;Macrostomidae;FE;;;;;gap;
Macrostomum finnlandense;Platyhelminthes;Rhabditophora;Macrostomida;Macrostomidae;FE;;;;;gap;
Macrostomum gilberti;Platyhelminthes;Rhabditophora;Macrostomida;Macrostomidae;FE;;;;;gap;
Macrostomum graffi;Platyhelminthes;Rhabditophora;Macrostomida;Macrostomidae;WORMS;;;;;gap;
Macrostomum hamatum;Platyhelminthes;Rhabditophora;Macrostomida;Macrostomidae;WORMS;;;;;gap;
Macrostomum hystrix;Platyhelminthes;Rhabditophora;Macrostomida;Macrostomidae;BOLD;2;3;1;ITIS;;717847
Macrostomum inductum;Platyhelminthes;Rhabditophora;Macrostomida;Macrostomidae;FE;;;;;gap;
Macrostomum inflatum;Platyhelminthes;Rhabditophora;Macrostomida;Macrostomidae;FE;;;;;gap;
Macrostomum japonicum;Platyhelminthes;Rhabditophora;Macrostomida;Macrostomidae;FE;;;;;gap;
Macrostomum johni;Platyhelminthes;Rhabditophora;Macrostomida;Macrostomidae;FE;;;;;gap;
Macrostomum karlingi;Platyhelminthes;Rhabditophora;Macrostomida;Macrostomidae;FE;;;;;gap;
Macrostomum korsakovi;Platyhelminthes;Rhabditophora;Macrostomida;Macrostomidae;FE;;;;FE;gap;
Macrostomum leptos;Platyhelminthes;Rhabditophora;Macrostomida;Macrostomidae;FE;;;;;gap;
Macrostomum lignano;Platyhelminthes;Rhabditophora;Macrostomida;Macrostomidae;BOLD;13;17;3;;;717848
