species;Phylum;Class;Order;Family;source;speciemens barcoded;speciemens;public BINs;verified by;status;BOLD taxid
Indotyphlops braminus;Chordata;Reptilia;Squamata;Typhlopidae;BOLD,RDB;67;70;2;RDB;;751538;287313
Xerotyphlops vermicularis;Chordata;Reptilia;Squamata;Typhlopidae;FE;13;13;8;ITIS;;758642
