species;Phylum;Class;Order;Family;source;speciemens barcoded;speciemens;public BINs;verified by;status;BOLD taxid
Artemia urmiana;Arthropoda;Branchiopoda;Anostraca;Artemiidae;BOLD,FE;162;164;2;ITIS;;24865;26526
