species;Phylum;Class;Order;Family;source;speciemens barcoded;speciemens;public BINs;verified by;status;BOLD taxid
Diestrammena asynamora;Arthropoda;Insecta;Orthoptera;Rhaphidophoridae;BOLD;4;6;2;;;733443
Dolichopoda aegilion;Arthropoda;Insecta;Orthoptera;Rhaphidophoridae;BOLD,FE;2;2;0;;;80613
Dolichopoda annae;Arthropoda;Insecta;Orthoptera;Rhaphidophoridae;BOLD,FE;6;7;1;;;201463
Dolichopoda araneiformis;Arthropoda;Insecta;Orthoptera;Rhaphidophoridae;BOLD,FE;4;5;1;FE;;152675
Dolichopoda azami;Arthropoda;Insecta;Orthoptera;Rhaphidophoridae;FE;26;27;0;;;751870
Dolichopoda baccettii;Arthropoda;Insecta;Orthoptera;Rhaphidophoridae;BOLD,FE;4;4;0;;;82722
Dolichopoda bolivari;Arthropoda;Insecta;Orthoptera;Rhaphidophoridae;BOLD,FE;2;2;0;;;212025
Dolichopoda bormansi;Arthropoda;Insecta;Orthoptera;Rhaphidophoridae;BOLD,FE;7;9;0;;;81362
Dolichopoda calabra;Arthropoda;Insecta;Orthoptera;Rhaphidophoridae;FE;;;;;gap;
Dolichopoda capreensis;Arthropoda;Insecta;Orthoptera;Rhaphidophoridae;BOLD,FE;3;3;0;;;80614
Dolichopoda cassagnaui;Arthropoda;Insecta;Orthoptera;Rhaphidophoridae;BOLD,FE;3;4;0;;;152667
Dolichopoda chopardi;Arthropoda;Insecta;Orthoptera;Rhaphidophoridae;FE;;;;;gap;
Dolichopoda cyrnensis;Arthropoda;Insecta;Orthoptera;Rhaphidophoridae;BOLD,FE;4;4;0;;;80615
Dolichopoda dalensi;Arthropoda;Insecta;Orthoptera;Rhaphidophoridae;BOLD,FE;1;1;0;;;152671
Dolichopoda gasparoi;Arthropoda;Insecta;Orthoptera;Rhaphidophoridae;BOLD;2;2;0;;;152681
Dolichopoda geniculata;Arthropoda;Insecta;Orthoptera;Rhaphidophoridae;BOLD,FE;16;18;2;FE;;79291
Dolichopoda giachinoi;Arthropoda;Insecta;Orthoptera;Rhaphidophoridae;BOLD;2;2;1;;;152679
Dolichopoda graeca;Arthropoda;Insecta;Orthoptera;Rhaphidophoridae;BOLD,FE;1;2;0;;;152678
