species;Phylum;Class;Order;Family;source;speciemens barcoded;speciemens;public BINs;verified by;status;BOLD taxid
Stephanometra indica;Echinodermata;Crinoidea;Comatulida;Mariametridae;BOLD;7;15;2;WORMS;;221999;222001
