species;Phylum;Class;Order;Family;source;speciemens barcoded;speciemens;public BINs;verified by;status;BOLD taxid
Stomatolepas elegans;Arthropoda;Thecostraca;Sessilia;Platylepadidae;BOLD,WORMS;71;72;4;WORMS;;657399;657400
