species;Phylum;Class;Order;Family;source;speciemens barcoded;speciemens;public BINs;verified by;status;BOLD taxid
Dactylopodopsis dilatata;Arthropoda;Copepoda;Harpacticoida;Dactylopusiidae;WORMS;;;;;gap;
Dactylopusia euryhalina;Arthropoda;Copepoda;Harpacticoida;Dactylopusiidae;WORMS;;;;WORMS;gap;
Dactylopusia longyearbyenensis;Arthropoda;Copepoda;Harpacticoida;Dactylopusiidae;WORMS;;;;WORMS;gap;
Dactylopusia micronyx;Arthropoda;Copepoda;Harpacticoida;Dactylopusiidae;WORMS;;;;;gap;
Dactylopusia neglecta;Arthropoda;Copepoda;Harpacticoida;Dactylopusiidae;WORMS;;;;WORMS;gap;
Dactylopusia pontica;Arthropoda;Copepoda;Harpacticoida;Dactylopusiidae;WORMS;;;;WORMS;gap;
Dactylopusia tisboides;Arthropoda;Copepoda;Harpacticoida;Dactylopusiidae;WORMS;;;;WORMS;gap;
Dactylopusioides macrolabris;Arthropoda;Copepoda;Harpacticoida;Dactylopusiidae;WORMS;;;;WORMS;gap;
Diarthrodes andrewi;Arthropoda;Copepoda;Harpacticoida;Dactylopusiidae;WORMS;;;;WORMS;gap;
Diarthrodes assimilis;Arthropoda;Copepoda;Harpacticoida;Dactylopusiidae;WORMS;;;;WORMS;gap;
Diarthrodes drachi;Arthropoda;Copepoda;Harpacticoida;Dactylopusiidae;WORMS;;;;;gap;
Diarthrodes fahrenbachi;Arthropoda;Copepoda;Harpacticoida;Dactylopusiidae;WORMS;;;;;gap;
Diarthrodes feldmanni;Arthropoda;Copepoda;Harpacticoida;Dactylopusiidae;WORMS;;;;;gap;
Diarthrodes gravellicola;Arthropoda;Copepoda;Harpacticoida;Dactylopusiidae;WORMS;;;;;gap;
Diarthrodes major;Arthropoda;Copepoda;Harpacticoida;Dactylopusiidae;WORMS;;;;WORMS;gap;
Diarthrodes minutus;Arthropoda;Copepoda;Harpacticoida;Dactylopusiidae;WORMS;;;;WORMS;gap;
Diarthrodes nanus;Arthropoda;Copepoda;Harpacticoida;Dactylopusiidae;WORMS;;;;WORMS;gap;
Diarthrodes nobilis;Arthropoda;Copepoda;Harpacticoida;Dactylopusiidae;WORMS;;;;WORMS;gap;
Diarthrodes pygmaeus;Arthropoda;Copepoda;Harpacticoida;Dactylopusiidae;WORMS;;;;WORMS;gap;
Diarthrodes roscoffensis;Arthropoda;Copepoda;Harpacticoida;Dactylopusiidae;WORMS;;;;WORMS;gap;
Diarthrodes zavodniki;Arthropoda;Copepoda;Harpacticoida;Dactylopusiidae;WORMS;;;;;gap;
Paradactylopodia bathybates;Arthropoda;Copepoda;Harpacticoida;Dactylopusiidae;WORMS;;;;WORMS;gap;
Paradactylopodia brevicornis;Arthropoda;Copepoda;Harpacticoida;Dactylopusiidae;WORMS;;;;WORMS;gap;
Paradactylopodia latipes;Arthropoda;Copepoda;Harpacticoida;Dactylopusiidae;WORMS;;;;WORMS;gap;
Paradactylopodia striata;Arthropoda;Copepoda;Harpacticoida;Dactylopusiidae;WORMS;;;;;gap;
