species;Phylum;Class;Order;Family;source;speciemens barcoded;speciemens;public BINs;verified by;status;BOLD taxid
Anatonchus acutus;Nematoda;Enoplea;Mononchida;Anatonchidae;FE;;;;;gap;
Anatonchus genovi;Nematoda;Enoplea;Mononchida;Anatonchidae;FE;;;;;gap;
Anatonchus hortensis;Nematoda;Enoplea;Mononchida;Anatonchidae;FE;;;;;gap;
Anatonchus kreisi;Nematoda;Enoplea;Mononchida;Anatonchidae;FE;;;;;gap;
Anatonchus mammillatus;Nematoda;Enoplea;Mononchida;Anatonchidae;FE;;;;;gap;
Anatonchus sympathicus;Nematoda;Enoplea;Mononchida;Anatonchidae;FE;;;;;gap;
Anatonchus tridentatus;Nematoda;Enoplea;Mononchida;Anatonchidae;BOLD,FE;0;7;0;WORMS;gap;1078186
Iotonchus carpathicus;Nematoda;Enoplea;Mononchida;Anatonchidae;FE;;;;;gap;
Iotonchus magyar;Nematoda;Enoplea;Mononchida;Anatonchidae;FE;;;;;gap;
Iotonchus paracutus;Nematoda;Enoplea;Mononchida;Anatonchidae;FE;;;;;gap;
Iotonchus parageminus;Nematoda;Enoplea;Mononchida;Anatonchidae;FE;;;;;gap;
Iotonchus rinae;Nematoda;Enoplea;Mononchida;Anatonchidae;FE;;;;;gap;
Iotonchus risoceiae;Nematoda;Enoplea;Mononchida;Anatonchidae;FE;;;;FE;gap;
Iotonchus rotundicaudatus;Nematoda;Enoplea;Mononchida;Anatonchidae;FE;;;;;gap;
Jensenonchus sphagni;Nematoda;Enoplea;Mononchida;Anatonchidae;FE;;;;FE;gap;
Jensenonchus vorax;Nematoda;Enoplea;Mononchida;Anatonchidae;FE;;;;FE;gap;
Miconchus aquaticus;Nematoda;Enoplea;Mononchida;Anatonchidae;FE;;;;;gap;
Miconchus baeticus;Nematoda;Enoplea;Mononchida;Anatonchidae;FE;;;;;gap;
Miconchus digiturus;Nematoda;Enoplea;Mononchida;Anatonchidae;FE;;;;FE;gap;
Miconchus exilis;Nematoda;Enoplea;Mononchida;Anatonchidae;FE;;;;FE;gap;
Miconchus hopperi;Nematoda;Enoplea;Mononchida;Anatonchidae;FE;;;;;gap;
Miconchus longicaudatus;Nematoda;Enoplea;Mononchida;Anatonchidae;FE;;;;;gap;
Miconchus rapax;Nematoda;Enoplea;Mononchida;Anatonchidae;FE;;;;FE;gap;
Miconchus studeri;Nematoda;Enoplea;Mononchida;Anatonchidae;FE;;;;FE;gap;
Tigronchoides amiciae;Nematoda;Enoplea;Mononchida;Anatonchidae;FE;;;;FE;gap;
Tigronchoides filicaudatus;Nematoda;Enoplea;Mononchida;Anatonchidae;FE;;;;FE;gap;
Tigronchoides ginglymodontus;Nematoda;Enoplea;Mononchida;Anatonchidae;FE;;;;FE;gap;
Tigronchoides istvani;Nematoda;Enoplea;Mononchida;Anatonchidae;FE;;;;FE;gap;
Tigronchoides quercus;Nematoda;Enoplea;Mononchida;Anatonchidae;FE;;;;;gap;
Truxonchus dolichurus;Nematoda;Enoplea;Mononchida;Anatonchidae;BOLD,FE;0;1;0;FE;gap;1078190
