species;Phylum;Class;Order;Family;source;speciemens barcoded;speciemens;public BINs;verified by;status;BOLD taxid
Dixa borealis;Arthropoda;Insecta;Diptera;Dixidae;FE,SyDip;;;;;gap;
Dixa dilatata;Arthropoda;Insecta;Diptera;Dixidae;BOLD,FE,SyDip;14;14;1;SyDip;;786628
Dixa frizzi;Arthropoda;Insecta;Diptera;Dixidae;FE;;;;FE;gap;
Dixa maculata;Arthropoda;Insecta;Diptera;Dixidae;BOLD,FE,SyDip;6;7;1;SyDip;;771505
Dixa nebulosa;Arthropoda;Insecta;Diptera;Dixidae;BOLD,FE,SyDip;8;8;1;;;974408
Dixa nubilipennis;Arthropoda;Insecta;Diptera;Dixidae;BOLD,FE,SyDip;17;18;1;SyDip;;1140796
Dixa obsoleta;Arthropoda;Insecta;Diptera;Dixidae;FE,SyDip;;;;SyDip;gap;
Dixa puberula;Arthropoda;Insecta;Diptera;Dixidae;BOLD,FE,SyDip;16;19;2;SyDip;;1068164
Dixa serrifera;Arthropoda;Insecta;Diptera;Dixidae;FE,SyDip;;;;;gap;
Dixa submaculata;Arthropoda;Insecta;Diptera;Dixidae;BOLD,FE,SyDip;12;15;3;SyDip;;771507
Dixa tetrica;Arthropoda;Insecta;Diptera;Dixidae;FE,SyDip;;;;;gap;
Dixa thomasi;Arthropoda;Insecta;Diptera;Dixidae;FE,SyDip;;;;;gap;
Dixella aestivalis;Arthropoda;Insecta;Diptera;Dixidae;BOLD,FE,SyDip;16;19;1;SyDip;;595123
Dixella amphibia;Arthropoda;Insecta;Diptera;Dixidae;BOLD,FE,SyDip;7;8;2;SyDip;;761123
Dixella attica;Arthropoda;Insecta;Diptera;Dixidae;BOLD,FE,SyDip;0;1;0;SyDip;gap;1068604
Dixella autumnalis;Arthropoda;Insecta;Diptera;Dixidae;BOLD,FE,SyDip;3;4;0;SyDip;;981113
Dixella bankowskae;Arthropoda;Insecta;Diptera;Dixidae;BOLD,FE,SyDip;1;4;0;SyDip;;771508
Dixella campinosica;Arthropoda;Insecta;Diptera;Dixidae;FE,SyDip;;;;SyDip;gap;
Dixella dyari;Arthropoda;Insecta;Diptera;Dixidae;FE,SyDip;;;;SyDip;gap;
Dixella filicornis;Arthropoda;Insecta;Diptera;Dixidae;FE,SyDip;;;;SyDip;gap;1057028
Dixella goetghebueri;Arthropoda;Insecta;Diptera;Dixidae;FE,SyDip;;;;SyDip;gap;
Dixella graeca;Arthropoda;Insecta;Diptera;Dixidae;FE,SyDip;;;;SyDip;gap;
Dixella hyperborea;Arthropoda;Insecta;Diptera;Dixidae;FE,SyDip;;;;SyDip;gap;
Dixella intrudens;Arthropoda;Insecta;Diptera;Dixidae;FE,SyDip;;;;FE;gap;
Dixella laeta;Arthropoda;Insecta;Diptera;Dixidae;FE,SyDip;;;;SyDip;gap;
Dixella martinii;Arthropoda;Insecta;Diptera;Dixidae;BOLD,FE,SyDip;3;3;0;SyDip;;1140738
Dixella monticola;Arthropoda;Insecta;Diptera;Dixidae;FE,SyDip;;;;SyDip;gap;
Dixella naevia;Arthropoda;Insecta;Diptera;Dixidae;BOLD,FE,SyDip;1;1;1;SyDip;;971195
Dixella nigra;Arthropoda;Insecta;Diptera;Dixidae;FE,SyDip;;;;SyDip;gap;
Dixella obscura;Arthropoda;Insecta;Diptera;Dixidae;BOLD,FE,SyDip;9;10;1;SyDip;;1057029
Dixella serotina;Arthropoda;Insecta;Diptera;Dixidae;FE,SyDip;;;;SyDip;gap;
Dixella verna;Arthropoda;Insecta;Diptera;Dixidae;FE,SyDip;;;;SyDip;gap;
