species;Phylum;Class;Order;Family;source;speciemens barcoded;speciemens;public BINs;verified by;status;BOLD taxid
Aphanotrigonum bicolor;Arthropoda;Insecta;Diptera;Chloropidae;FE,SyDip;2;2;1;;;983699
Aphanotrigonum brachypterum;Arthropoda;Insecta;Diptera;Chloropidae;FE;;;;FE;gap;
Aphanotrigonum brunneum;Arthropoda;Insecta;Diptera;Chloropidae;FE,SyDip;;;;;gap;
Aphanotrigonum cinctellum;Arthropoda;Insecta;Diptera;Chloropidae;FE,SyDip;;;;SyDip;gap;
Aphanotrigonum fasciellum;Arthropoda;Insecta;Diptera;Chloropidae;FE;;;;FE;gap;
Aphanotrigonum favillaceum;Arthropoda;Insecta;Diptera;Chloropidae;FE,SyDip;;;;SyDip;gap;
Aphanotrigonum femorellum;Arthropoda;Insecta;Diptera;Chloropidae;FE,SyDip;3;3;1;SyDip;;983698
Aphanotrigonum hungaricum;Arthropoda;Insecta;Diptera;Chloropidae;BOLD,FE,SyDip;0;1;0;;gap;979220
Aphanotrigonum inerme;Arthropoda;Insecta;Diptera;Chloropidae;FE,SyDip;;;;;gap;
Aphanotrigonum infans;Arthropoda;Insecta;Diptera;Chloropidae;FE;;;;FE;gap;
Aphanotrigonum meijerei;Arthropoda;Insecta;Diptera;Chloropidae;FE;;;;FE;gap;
Aphanotrigonum multicingulatum;Arthropoda;Insecta;Diptera;Chloropidae;FE,SyDip;;;;SyDip;gap;
Aphanotrigonum nigripes;Arthropoda;Insecta;Diptera;Chloropidae;BOLD,FE,SyDip;50;50;3;SyDip;;483525
Aphanotrigonum parahastatum;Arthropoda;Insecta;Diptera;Chloropidae;FE,SyDip;;;;;gap;
Aphanotrigonum scabrum;Arthropoda;Insecta;Diptera;Chloropidae;BOLD,SyDip;13;13;3;ITIS;;458334
Aphanotrigonum trilineatum;Arthropoda;Insecta;Diptera;Chloropidae;BOLD,FE,SyDip;264;266;5;SyDip;;589104
Apotropina (Lasiopleura) brevivenosa;Arthropoda;Insecta;Diptera;Chloropidae;FE,SyDip;;;;SyDip;gap;
Apotropina (Lasiopleura) longepilosa;Arthropoda;Insecta;Diptera;Chloropidae;FE,SyDip;;;;SyDip;gap;
Arcuator sexstriatus;Arthropoda;Insecta;Diptera;Chloropidae;FE,SyDip;;;;SyDip;gap;
Arcuator stigmaticus;Arthropoda;Insecta;Diptera;Chloropidae;FE,SyDip;;;;SyDip;gap;
Assuania thalhammeri;Arthropoda;Insecta;Diptera;Chloropidae;FE,SyDip;;;;SyDip;gap;
Cadrema pallida;Arthropoda;Insecta;Diptera;Chloropidae;FE,SyDip;3;3;2;ITIS;;852976
Calamoncosis (Calamoncosis) aprica;Arthropoda;Insecta;Diptera;Chloropidae;BOLD,FE,SyDip;;;;SyDip;gap;483274
Calamoncosis (Calamoncosis) aspistylina;Arthropoda;Insecta;Diptera;Chloropidae;BOLD,FE,SyDip;;;;SyDip;gap;1141510
Calamoncosis (Calamoncosis) duinensis;Arthropoda;Insecta;Diptera;Chloropidae;BOLD,FE,SyDip;;;;SyDip;gap;979221
Calamoncosis (Calamoncosis) halterata;Arthropoda;Insecta;Diptera;Chloropidae;BOLD,SyDip;;;;SyDip;gap;1073814
Calamoncosis (Calamoncosis) minima;Arthropoda;Insecta;Diptera;Chloropidae;BOLD,FE,SyDip;;;;SyDip;gap;483718
Calamoncosis (Calamoncosis) oscinella;Arthropoda;Insecta;Diptera;Chloropidae;FE,SyDip;;;;SyDip;gap;
Calamoncosis (Rhaphiopyga) glyceriae;Arthropoda;Insecta;Diptera;Chloropidae;BOLD,FE,SyDip;;;;SyDip;gap;723661
Calamoncosis (Rhaphiopyga) stylifera;Arthropoda;Insecta;Diptera;Chloropidae;FE,SyDip;;;;SyDip;gap;
Calamoncosis laminiformis;Arthropoda;Insecta;Diptera;Chloropidae;FE;;;;;gap;
Calamoncosis munda;Arthropoda;Insecta;Diptera;Chloropidae;BOLD,SyDip;8;9;2;;;597003
Calamoncosis obscurifrons;Arthropoda;Insecta;Diptera;Chloropidae;FE;;;;FE;gap;
Calamoncosis rhenana;Arthropoda;Insecta;Diptera;Chloropidae;FE,SyDip;;;;;gap;
Camarota curvipennis;Arthropoda;Insecta;Diptera;Chloropidae;BOLD,FE,iNat,SyDip;9;9;2;SyDip;;914004
Camarota nigra;Arthropoda;Insecta;Diptera;Chloropidae;FE,SyDip;;;;SyDip;gap;
Capnoptera breviantennata;Arthropoda;Insecta;Diptera;Chloropidae;FE,SyDip;;;;;gap;
Capnoptera pilosa;Arthropoda;Insecta;Diptera;Chloropidae;FE,SyDip;;;;SyDip;gap;
Capnoptera scutata;Arthropoda;Insecta;Diptera;Chloropidae;FE,SyDip;;;;SyDip;gap;
Centorisoma elegantulum;Arthropoda;Insecta;Diptera;Chloropidae;FE,SyDip;;;;SyDip;gap;
Cetema (Cetema) cereris;Arthropoda;Insecta;Diptera;Chloropidae;BOLD,FE,SyDip;;;;SyDip;gap;483317
Cetema (Cetema) elongatum;Arthropoda;Insecta;Diptera;Chloropidae;BOLD,FE,SyDip;;;;SyDip;gap;406864
Cetema (Cetema) myopinum;Arthropoda;Insecta;Diptera;Chloropidae;BOLD,FE,SyDip;;;;SyDip;gap;483611
Cetema (Cetema) neglectum;Arthropoda;Insecta;Diptera;Chloropidae;BOLD,FE,SyDip;;;;SyDip;gap;483715
Cetema (Cetema) nigrifemur;Arthropoda;Insecta;Diptera;Chloropidae;FE,SyDip;;;;SyDip;gap;
Cetema (Cetema) transversum;Arthropoda;Insecta;Diptera;Chloropidae;FE,SyDip;;;;SyDip;gap;
Cetema monticulum;Arthropoda;Insecta;Diptera;Chloropidae;FE;;;;;gap;
Chlorops adjunctus;Arthropoda;Insecta;Diptera;Chloropidae;FE,SyDip;;;;;gap;
Chlorops alpicolus;Arthropoda;Insecta;Diptera;Chloropidae;FE,SyDip;;;;;gap;
Chlorops anthracophagoideus;Arthropoda;Insecta;Diptera;Chloropidae;FE;;;;;gap;
Chlorops babosae;Arthropoda;Insecta;Diptera;Chloropidae;FE,SyDip;;;;;gap;
Chlorops bohemicus;Arthropoda;Insecta;Diptera;Chloropidae;FE,SyDip;;;;;gap;
Chlorops brevifrons;Arthropoda;Insecta;Diptera;Chloropidae;FE,SyDip;;;;;gap;
Chlorops calceatus;Arthropoda;Insecta;Diptera;Chloropidae;BOLD,FE,SyDip;2;6;1;SyDip;;483471
Chlorops centromaculatus;Arthropoda;Insecta;Diptera;Chloropidae;BOLD,FE,SyDip;0;2;0;SyDip;gap;976344
Chlorops cinerellus;Arthropoda;Insecta;Diptera;Chloropidae;FE,SyDip;;;;;gap;
Chlorops dasycerus;Arthropoda;Insecta;Diptera;Chloropidae;FE,SyDip;;;;FE;gap;
Chlorops dissimulans;Arthropoda;Insecta;Diptera;Chloropidae;FE,SyDip;;;;SyDip;gap;
Chlorops emiliae;Arthropoda;Insecta;Diptera;Chloropidae;FE,SyDip;;;;;gap;
Chlorops fasciatus;Arthropoda;Insecta;Diptera;Chloropidae;FE,SyDip;;;;SyDip;gap;
Chlorops figuratus;Arthropoda;Insecta;Diptera;Chloropidae;BOLD,FE,SyDip;1;2;1;SyDip;;969374
Chlorops finitimus;Arthropoda;Insecta;Diptera;Chloropidae;FE,SyDip;;;;;gap;
Chlorops flavipilus;Arthropoda;Insecta;Diptera;Chloropidae;FE;;;;;gap;
Chlorops frontosus;Arthropoda;Insecta;Diptera;Chloropidae;FE,SyDip;;;;SyDip;gap;
Chlorops geminatus;Arthropoda;Insecta;Diptera;Chloropidae;BOLD,FE,SyDip;2;5;0;SyDip;;1067898
Chlorops gracilis;Arthropoda;Insecta;Diptera;Chloropidae;BOLD,FE,SyDip;1;5;1;;;483716
Chlorops hypostigma;Arthropoda;Insecta;Diptera;Chloropidae;BOLD,FE,SyDip;146;149;1;SyDip;;237209
Chlorops infumatus;Arthropoda;Insecta;Diptera;Chloropidae;FE,SyDip;;;;SyDip;gap;
Chlorops interruptus;Arthropoda;Insecta;Diptera;Chloropidae;FE,SyDip;;;;SyDip;gap;
Chlorops kirigaminensis;Arthropoda;Insecta;Diptera;Chloropidae;FE,SyDip;;;;;gap;
Chlorops laccatus;Arthropoda;Insecta;Diptera;Chloropidae;FE,SyDip;;;;;gap;
Chlorops laetus;Arthropoda;Insecta;Diptera;Chloropidae;BOLD,FE,SyDip;4;4;1;SyDip;;467386
Chlorops limbatus;Arthropoda;Insecta;Diptera;Chloropidae;BOLD,FE;6;6;1;;;468362
Chlorops longipalpis;Arthropoda;Insecta;Diptera;Chloropidae;FE,SyDip;;;;SyDip;gap;
Chlorops longulus;Arthropoda;Insecta;Diptera;Chloropidae;FE,SyDip;;;;SyDip;gap;
Chlorops marchali;Arthropoda;Insecta;Diptera;Chloropidae;FE,SyDip;;;;;gap;
Chlorops nigrimanus;Arthropoda;Insecta;Diptera;Chloropidae;FE,SyDip;;;;;gap;
Chlorops nigripalpis;Arthropoda;Insecta;Diptera;Chloropidae;BOLD,FE,SyDip;1;1;1;SyDip;;979217
Chlorops nigroscutellatus;Arthropoda;Insecta;Diptera;Chloropidae;FE,SyDip;;;;SyDip;gap;
Chlorops novakii;Arthropoda;Insecta;Diptera;Chloropidae;FE,SyDip;;;;SyDip;gap;
Chlorops obscurellus;Arthropoda;Insecta;Diptera;Chloropidae;FE,SyDip;;;;SyDip;gap;
Chlorops pallidiventris;Arthropoda;Insecta;Diptera;Chloropidae;FE,SyDip;;;;SyDip;gap;
Chlorops pallifrons;Arthropoda;Insecta;Diptera;Chloropidae;FE,SyDip;;;;;gap;
Chlorops palpatus;Arthropoda;Insecta;Diptera;Chloropidae;BOLD,FE,SyDip;1;2;1;;;510576
Chlorops pannonicus;Arthropoda;Insecta;Diptera;Chloropidae;BOLD,FE,SyDip;0;2;0;SyDip;gap;510685
Chlorops pennatus;Arthropoda;Insecta;Diptera;Chloropidae;FE,SyDip;;;;SyDip;gap;
Chlorops pumilionis;Arthropoda;Insecta;Diptera;Chloropidae;BOLD,FE,SyDip;12;13;1;SyDip;;407150
Chlorops puncticornis;Arthropoda;Insecta;Diptera;Chloropidae;FE,SyDip;;;;;gap;
Chlorops quercophila;Arthropoda;Insecta;Diptera;Chloropidae;FE;;;;;gap;
Chlorops ringens;Arthropoda;Insecta;Diptera;Chloropidae;BOLD,FE,SyDip;5;7;1;;;483717
Chlorops riparius;Arthropoda;Insecta;Diptera;Chloropidae;BOLD,FE,SyDip;3;4;1;;;646893
Chlorops rossicus;Arthropoda;Insecta;Diptera;Chloropidae;FE,SyDip;;;;;gap;
Chlorops rufinus;Arthropoda;Insecta;Diptera;Chloropidae;BOLD,FE,SyDip;7;9;4;SyDip;;256437
Chlorops rufiventris;Arthropoda;Insecta;Diptera;Chloropidae;FE,SyDip;;;;;gap;
Chlorops scalaris;Arthropoda;Insecta;Diptera;Chloropidae;BOLD,FE,SyDip;14;17;1;SyDip;;406861;1140882
Chlorops serenus;Arthropoda;Insecta;Diptera;Chloropidae;BOLD,FE,SyDip;5;5;1;;;468363
Chlorops signatus;Arthropoda;Insecta;Diptera;Chloropidae;FE,SyDip;;;;;gap;
Chlorops speciosus;Arthropoda;Insecta;Diptera;Chloropidae;BOLD,FE,SyDip;12;12;1;SyDip;;407132
Chlorops strigulus;Arthropoda;Insecta;Diptera;Chloropidae;FE,SyDip;;;;SyDip;gap;
Chlorops suturalis;Arthropoda;Insecta;Diptera;Chloropidae;FE,SyDip;;;;;gap;
Chlorops tectifrons;Arthropoda;Insecta;Diptera;Chloropidae;FE,SyDip;;;;;gap;
Chlorops triangularis;Arthropoda;Insecta;Diptera;Chloropidae;FE,SyDip;;;;;gap;
Chlorops troglodytes;Arthropoda;Insecta;Diptera;Chloropidae;BOLD,FE,SyDip;3;11;2;SyDip;;483358
Chlorops varsoviensis;Arthropoda;Insecta;Diptera;Chloropidae;BOLD,FE,SyDip;5;6;1;SyDip;;483408
