species;Phylum;Class;Order;Family;source;speciemens barcoded;speciemens;public BINs;verified by;status;BOLD taxid
Actocetor (Actocetor) indicus;Arthropoda;Insecta;Diptera;Ephydridae;FE,SyDip;;;;SyDip;gap;
Allotrichoma (Allotrichoma) bezzii;Arthropoda;Insecta;Diptera;Ephydridae;BOLD,FE,SyDip;;;;SyDip;gap;406563
Allotrichoma (Allotrichoma) bifidum;Arthropoda;Insecta;Diptera;Ephydridae;FE,SyDip;;;;SyDip;gap;
Allotrichoma (Allotrichoma) filiforme;Arthropoda;Insecta;Diptera;Ephydridae;BOLD,FE,SyDip;;;;SyDip;gap;406562
Allotrichoma (Allotrichoma) picenum;Arthropoda;Insecta;Diptera;Ephydridae;FE,SyDip;;;;SyDip;gap;
Allotrichoma (Allotrichoma) schumanni;Arthropoda;Insecta;Diptera;Ephydridae;BOLD,FE,SyDip;;;;SyDip;gap;406561
Allotrichoma (Allotrichoma) sicanum;Arthropoda;Insecta;Diptera;Ephydridae;FE,SyDip;;;;SyDip;gap;
Allotrichoma (Allotrichoma) strandi;Arthropoda;Insecta;Diptera;Ephydridae;BOLD,FE,SyDip;;;;SyDip;gap;1073808
Allotrichoma (Allotrichoma) tricolor;Arthropoda;Insecta;Diptera;Ephydridae;FE,SyDip;;;;SyDip;gap;
Allotrichoma laterale;Arthropoda;Insecta;Diptera;Ephydridae;BOLD,FE;20;21;2;ITIS;;406564
Allotrichoma pseudolaterale;Arthropoda;Insecta;Diptera;Ephydridae;FE;;;;;gap;
Allotrichoma quadripectinatum;Arthropoda;Insecta;Diptera;Ephydridae;FE;;;;FE;gap;
Amalopteryx sibilans;Arthropoda;Insecta;Diptera;Ephydridae;BOLD;0;1;0;;gap;510525
Asmeringa inermis;Arthropoda;Insecta;Diptera;Ephydridae;BOLD,FE,SyDip;4;4;0;;;1141498
Athyroglossa (Athyroglossa) flaviventris;Arthropoda;Insecta;Diptera;Ephydridae;BOLD,FE,SyDip;;;;SyDip;gap;406512
Athyroglossa (Athyroglossa) glabra;Arthropoda;Insecta;Diptera;Ephydridae;BOLD,FE,SyDip;;;;SyDip;gap;296228
Athyroglossa (Parathyroglossa) ordinata;Arthropoda;Insecta;Diptera;Ephydridae;BOLD,FE,SyDip;;;;SyDip;gap;406511
Athyroglossa nudiuscula;Arthropoda;Insecta;Diptera;Ephydridae;BOLD,FE,SyDip;5;5;0;;;1141499
Atissa hepaticoloris;Arthropoda;Insecta;Diptera;Ephydridae;FE,SyDip;;;;;gap;
Atissa kairensis;Arthropoda;Insecta;Diptera;Ephydridae;FE,SyDip;;;;;gap;
Atissa kerteszi;Arthropoda;Insecta;Diptera;Ephydridae;BOLD,FE,SyDip;3;3;0;;;1141532
Atissa limosina;Arthropoda;Insecta;Diptera;Ephydridae;BOLD,FE,SyDip;14;14;1;;;406567
Atissa pygmaea;Arthropoda;Insecta;Diptera;Ephydridae;BOLD,FE,SyDip;14;16;1;ITIS;;406568
Axysta cesta;Arthropoda;Insecta;Diptera;Ephydridae;BOLD,FE,SyDip;7;8;1;ITIS;;406559
