species;Phylum;Class;Order;Family;source;speciemens barcoded;speciemens;public BINs;verified by;status;BOLD taxid
Amygdalops thomasseti;Arthropoda;Insecta;Diptera;Anthomyzidae;FE,SyDip;8;9;1;;;715186
Anagnota bicolor;Arthropoda;Insecta;Diptera;Anthomyzidae;BOLD,FE,SyDip;3;5;1;SyDip;;715188
Anagnota coccinea;Arthropoda;Insecta;Diptera;Anthomyzidae;FE,SyDip;;;;;gap;
Anagnota major;Arthropoda;Insecta;Diptera;Anthomyzidae;FE,SyDip;;;;;gap;
Anthomyza anderssoni;Arthropoda;Insecta;Diptera;Anthomyzidae;BOLD,FE,SyDip;2;4;1;;;715224
Anthomyza baezi;Arthropoda;Insecta;Diptera;Anthomyzidae;FE,SyDip;1;2;1;;;715225
Anthomyza collini;Arthropoda;Insecta;Diptera;Anthomyzidae;BOLD,FE,SyDip;7;12;1;;;483497
Anthomyza dissors;Arthropoda;Insecta;Diptera;Anthomyzidae;BOLD,FE,SyDip;0;4;0;SyDip;gap;483366
Anthomyza elbergi;Arthropoda;Insecta;Diptera;Anthomyzidae;BOLD,FE,SyDip;4;5;2;;;483576
Anthomyza macra;Arthropoda;Insecta;Diptera;Anthomyzidae;BOLD,FE,SyDip;4;5;1;;;469849
Anthomyza neglecta;Arthropoda;Insecta;Diptera;Anthomyzidae;BOLD,FE,SyDip;4;5;1;;;715226
Anthomyza pallida;Arthropoda;Insecta;Diptera;Anthomyzidae;BOLD,FE,SyDip;7;10;1;ITIS;;468352
Anthomyza paraneglecta;Arthropoda;Insecta;Diptera;Anthomyzidae;BOLD,FE,SyDip;7;8;2;;;510678
Anthomyza pleuralis;Arthropoda;Insecta;Diptera;Anthomyzidae;BOLD,FE,SyDip;7;10;1;;;483539
Carexomyza caricis;Arthropoda;Insecta;Diptera;Anthomyzidae;FE,SyDip;6;7;1;SyDip;;715379
Cercagnota collini;Arthropoda;Insecta;Diptera;Anthomyzidae;FE,SyDip;;;;SyDip;gap;
Eutrichota socculata;Arthropoda;Insecta;Diptera;Anthomyzidae;BOLD,FE,SyDip;9;9;1;SyDip;;499484;483712
Fungomyza albimana;Arthropoda;Insecta;Diptera;Anthomyzidae;BOLD,FE;7;8;1;FE;;483345
Hydrophoria linogrisea;Arthropoda;Insecta;Diptera;Anthomyzidae;BOLD,FE,SyDip;4;7;1;SyDip;;483523;406832
Paranthomyza nitida;Arthropoda;Insecta;Diptera;Anthomyzidae;BOLD,FE,SyDip;5;6;1;SyDip;;495176
Santhomyza bezzii;Arthropoda;Insecta;Diptera;Anthomyzidae;FE,SyDip;;;;SyDip;gap;
Santhomyza biseta;Arthropoda;Insecta;Diptera;Anthomyzidae;FE,SyDip;;;;;gap;
Santhomyza inermis;Arthropoda;Insecta;Diptera;Anthomyzidae;FE,SyDip;;;;;gap;
Stiphrosoma cingulatum;Arthropoda;Insecta;Diptera;Anthomyzidae;BOLD,FE,SyDip;2;3;1;SyDip;;716686
Stiphrosoma laetum;Arthropoda;Insecta;Diptera;Anthomyzidae;BOLD,FE,SyDip;15;16;1;SyDip;;716688
Stiphrosoma sabulosum;Arthropoda;Insecta;Diptera;Anthomyzidae;BOLD,FE,SyDip;6;13;1;SyDip;;598085
Typhamyza bifasciata;Arthropoda;Insecta;Diptera;Anthomyzidae;BOLD,FE,SyDip;3;6;1;SyDip;;677244
