species;Phylum;Class;Order;Family;source;speciemens barcoded;speciemens;public BINs;verified by;status;BOLD taxid
Acemya acuticornis;Arthropoda;Insecta;Diptera;Tachinidae;BOLD,FE,SyDip;3;3;1;SyDip;;510208
Acemya pyrrhocera;Arthropoda;Insecta;Diptera;Tachinidae;FE,SyDip;;;;SyDip;gap;
Acemya rufitibia;Arthropoda;Insecta;Diptera;Tachinidae;BOLD,FE,SyDip;7;8;1;SyDip;;470562
Actia crassicornis;Arthropoda;Insecta;Diptera;Tachinidae;BOLD,FE,SyDip;17;25;1;SyDip;;469660;546147
Actia infantula;Arthropoda;Insecta;Diptera;Tachinidae;BOLD,FE,SyDip;31;35;1;SyDip;;510211
Actia lamia;Arthropoda;Insecta;Diptera;Tachinidae;BOLD,FE,SyDip;72;78;1;SyDip;;406815;467354
Actia maksymovi;Arthropoda;Insecta;Diptera;Tachinidae;BOLD,FE,SyDip;4;8;1;;;495131
Actia nigroscutellata;Arthropoda;Insecta;Diptera;Tachinidae;BOLD,FE,SyDip;6;10;1;;;469661
Actia resinellae;Arthropoda;Insecta;Diptera;Tachinidae;BOLD,FE,SyDip;1;3;1;SyDip;;469662
Admontia blanda;Arthropoda;Insecta;Diptera;Tachinidae;BOLD,FE,SyDip;9;11;4;SyDip;;359411
Admontia cepelaki;Arthropoda;Insecta;Diptera;Tachinidae;FE,SyDip;;;;ITIS;gap;
Admontia continuans;Arthropoda;Insecta;Diptera;Tachinidae;FE,SyDip;;;;;gap;
Admontia grandicornis;Arthropoda;Insecta;Diptera;Tachinidae;BOLD,FE,SyDip;63;64;1;ITIS;;359412
Admontia maculisquama;Arthropoda;Insecta;Diptera;Tachinidae;BOLD,FE,SyDip;4;4;1;SyDip;;736356
Admontia podomyia;Arthropoda;Insecta;Diptera;Tachinidae;FE,SyDip;;;;SyDip;gap;
Admontia pyrenaica;Arthropoda;Insecta;Diptera;Tachinidae;FE,SyDip;;;;;gap;
Admontia seria;Arthropoda;Insecta;Diptera;Tachinidae;BOLD,FE,SyDip;1;2;1;SyDip;;510240
Admontia stackelbergi;Arthropoda;Insecta;Diptera;Tachinidae;FE,SyDip;;;;SyDip;gap;
Allophorocera ferruginea;Arthropoda;Insecta;Diptera;Tachinidae;BOLD,FE,iNat,SyDip;59;60;1;SyDip;;406870
Allophorocera lapponica;Arthropoda;Insecta;Diptera;Tachinidae;BOLD,FE,SyDip;1;1;1;;;589123
Allophorocera pachystyla;Arthropoda;Insecta;Diptera;Tachinidae;FE,SyDip;;;;SyDip;gap;
Allophorocera rufipes;Arthropoda;Insecta;Diptera;Tachinidae;FE,SyDip;;;;SyDip;gap;
Allophorocera rutila;Arthropoda;Insecta;Diptera;Tachinidae;FE,SyDip;;;;SyDip;gap;
Alsomyia capillata;Arthropoda;Insecta;Diptera;Tachinidae;BOLD,FE,SyDip;1;4;1;SyDip;;470602
Alsomyia olfaciens;Arthropoda;Insecta;Diptera;Tachinidae;FE,SyDip;;;;SyDip;gap;
Amelibaea tultschensis;Arthropoda;Insecta;Diptera;Tachinidae;FE,SyDip;;;;SyDip;gap;
Amphicestonia dispar;Arthropoda;Insecta;Diptera;Tachinidae;FE,SyDip;1;2;0;;;801858
Ancistrophora mikii;Arthropoda;Insecta;Diptera;Tachinidae;FE,SyDip;;;;;gap;
Angiorhina fulvicornis;Arthropoda;Insecta;Diptera;Tachinidae;FE;;;;FE;gap;
Angiorhina puncticeps;Arthropoda;Insecta;Diptera;Tachinidae;FE;;;;FE;gap;
Anthomyiopsis nigrisquamata;Arthropoda;Insecta;Diptera;Tachinidae;BOLD,FE,SyDip;3;4;1;SyDip;;499453
Anthomyiopsis plagioderae;Arthropoda;Insecta;Diptera;Tachinidae;FE,SyDip;;;;;gap;
Aphantorhaphopsis brunnescens;Arthropoda;Insecta;Diptera;Tachinidae;FE;;;;FE;gap;
Aphantorhaphopsis samarensis;Arthropoda;Insecta;Diptera;Tachinidae;BOLD,FE;1;5;0;FE;;469670
Aphantorhaphopsis selecta;Arthropoda;Insecta;Diptera;Tachinidae;FE;;;;FE;gap;
Aphantorhaphopsis siphonoides;Arthropoda;Insecta;Diptera;Tachinidae;BOLD,FE;0;2;0;FE;gap;469671
Aphantorhaphopsis starkei;Arthropoda;Insecta;Diptera;Tachinidae;BOLD,FE;1;1;0;FE;;1141489
Aphantorhaphopsis verralli;Arthropoda;Insecta;Diptera;Tachinidae;BOLD,FE;1;3;1;FE;;469672
