species;Phylum;Class;Order;Family;source;speciemens barcoded;speciemens;public BINs;verified by;status;BOLD taxid
Doryphallophora harrisoni;Arthropoda;Tantulocarida;;Doryphallophoridae;WORMS;;;;WORMS;gap;
