species;Phylum;Class;Order;Family;source;speciemens barcoded;speciemens;public BINs;verified by;status;BOLD taxid
Sinosuthora alphonsiana;Chordata;Aves;Passeriformes;Paradoxornithidae;BOLD;11;11;1;ITIS;;858459
Sinosuthora webbiana;Chordata;Aves;Passeriformes;Paradoxornithidae;BOLD;42;42;1;ITIS;;745818;875512
