species;Phylum;Class;Order;Family;source;speciemens barcoded;speciemens;public BINs;verified by;status;BOLD taxid
Troglodytes troglodytes;Chordata;Aves;Passeriformes;Troglodytidae;BOLD,FE,iNat;106;113;10;ITIS;;9758;877626
