species;Phylum;Class;Order;Family;source;speciemens barcoded;speciemens;public BINs;verified by;status;BOLD taxid
Albanemertes rovinjensis;Nemertea;Hoplonemertea;Monostilifera;Tetrastemmatidae;WORMS;;;;;gap;
Annulonemertes minusculus;Nemertea;Hoplonemertea;Monostilifera;Tetrastemmatidae;WORMS;;;;;gap;
Arenonemertes microps;Nemertea;Hoplonemertea;Monostilifera;Tetrastemmatidae;WORMS;;;;;gap;
Minutanemertes adiverticulata;Nemertea;Hoplonemertea;Monostilifera;Tetrastemmatidae;WORMS;;;;;gap;
Minutanemertes alba;Nemertea;Hoplonemertea;Monostilifera;Tetrastemmatidae;WORMS;;;;;gap;
Minutanemertes schifkoi;Nemertea;Hoplonemertea;Monostilifera;Tetrastemmatidae;WORMS;;;;;gap;
Nemertellina canea;Nemertea;Hoplonemertea;Monostilifera;Tetrastemmatidae;WORMS;;;;;gap;
Nemertellina minuta;Nemertea;Hoplonemertea;Monostilifera;Tetrastemmatidae;WORMS;;;;;gap;
Nemertellina oculata;Nemertea;Hoplonemertea;Monostilifera;Tetrastemmatidae;WORMS;;;;;gap;
Nemertellopsis cephalotrichiformis;Nemertea;Hoplonemertea;Monostilifera;Tetrastemmatidae;WORMS;;;;;gap;
Nemertellopsis macrodasys;Nemertea;Hoplonemertea;Monostilifera;Tetrastemmatidae;WORMS;;;;;gap;
Nemertellopsis typica;Nemertea;Hoplonemertea;Monostilifera;Tetrastemmatidae;WORMS;;;;;gap;
Paraminutanemertes minutus;Nemertea;Hoplonemertea;Monostilifera;Tetrastemmatidae;WORMS;;;;WORMS;gap;
Prostoma canadiensis;Nemertea;Hoplonemertea;Monostilifera;Tetrastemmatidae;FE;;;;;gap;
Prostoma communopore;Nemertea;Hoplonemertea;Monostilifera;Tetrastemmatidae;FE;;;;;gap;
Prostoma eilhardi;Nemertea;Hoplonemertea;Monostilifera;Tetrastemmatidae;FE;;;;FE;gap;
Prostoma graecense;Nemertea;Hoplonemertea;Monostilifera;Tetrastemmatidae;FE;6;9;1;ITIS;;152619
Prostoma hercegovinense;Nemertea;Hoplonemertea;Monostilifera;Tetrastemmatidae;FE;;;;;gap;
Prostoma jenningsi;Nemertea;Hoplonemertea;Monostilifera;Tetrastemmatidae;FE;;;;;gap;
Prostoma kolasai;Nemertea;Hoplonemertea;Monostilifera;Tetrastemmatidae;FE;;;;;gap;
Prostoma puteale;Nemertea;Hoplonemertea;Monostilifera;Tetrastemmatidae;FE;;;;;gap;
Prostomatella arenicola;Nemertea;Hoplonemertea;Monostilifera;Tetrastemmatidae;WORMS;;;;;gap;
Prostomiopsis alba;Nemertea;Hoplonemertea;Monostilifera;Tetrastemmatidae;WORMS;;;;;gap;
Tetrastemma ambiguum;Nemertea;Hoplonemertea;Monostilifera;Tetrastemmatidae;BOLD,WORMS;0;1;0;WORMS;gap;599440
Tetrastemma angulatus;Nemertea;Hoplonemertea;Monostilifera;Tetrastemmatidae;WORMS;;;;;gap;
Tetrastemma arctica;Nemertea;Hoplonemertea;Monostilifera;Tetrastemmatidae;WORMS;;;;WORMS;gap;
Tetrastemma aseptata;Nemertea;Hoplonemertea;Monostilifera;Tetrastemmatidae;WORMS;;;;WORMS;gap;
Tetrastemma assimile;Nemertea;Hoplonemertea;Monostilifera;Tetrastemmatidae;WORMS;;;;WORMS;gap;
Tetrastemma bacescui;Nemertea;Hoplonemertea;Monostilifera;Tetrastemmatidae;WORMS;;;;;gap;
Tetrastemma baculus;Nemertea;Hoplonemertea;Monostilifera;Tetrastemmatidae;WORMS;;;;WORMS;gap;
Tetrastemma beaumonti;Nemertea;Hoplonemertea;Monostilifera;Tetrastemmatidae;WORMS;;;;WORMS;gap;
Tetrastemma bioculatum;Nemertea;Hoplonemertea;Monostilifera;Tetrastemmatidae;WORMS;;;;WORMS;gap;
Tetrastemma bistriatum;Nemertea;Hoplonemertea;Monostilifera;Tetrastemmatidae;WORMS;;;;WORMS;gap;
Tetrastemma buxeum;Nemertea;Hoplonemertea;Monostilifera;Tetrastemmatidae;WORMS;;;;WORMS;gap;
Tetrastemma candidum;Nemertea;Hoplonemertea;Monostilifera;Tetrastemmatidae;BOLD,WORMS;6;13;3;WORMS;;27099
Tetrastemma cerasinum;Nemertea;Hoplonemertea;Monostilifera;Tetrastemmatidae;WORMS;;;;WORMS;gap;
Tetrastemma coronatum;Nemertea;Hoplonemertea;Monostilifera;Tetrastemmatidae;BOLD,WORMS;4;4;2;WORMS;;27098
Tetrastemma cruciatum;Nemertea;Hoplonemertea;Monostilifera;Tetrastemmatidae;WORMS;;;;WORMS;gap;
Tetrastemma diadema;Nemertea;Hoplonemertea;Monostilifera;Tetrastemmatidae;WORMS;;;;WORMS;gap;
Tetrastemma dubium;Nemertea;Hoplonemertea;Monostilifera;Tetrastemmatidae;WORMS;;;;WORMS;gap;
Tetrastemma falsum;Nemertea;Hoplonemertea;Monostilifera;Tetrastemmatidae;WORMS;;;;WORMS;gap;
Tetrastemma flavidum;Nemertea;Hoplonemertea;Monostilifera;Tetrastemmatidae;BOLD,WORMS;13;13;2;WORMS;;27097
Tetrastemma fozensis;Nemertea;Hoplonemertea;Monostilifera;Tetrastemmatidae;WORMS;;;;;gap;
Tetrastemma fulvum;Nemertea;Hoplonemertea;Monostilifera;Tetrastemmatidae;WORMS;;;;;gap;
Tetrastemma glanduliferum;Nemertea;Hoplonemertea;Monostilifera;Tetrastemmatidae;WORMS;;;;WORMS;gap;
Tetrastemma hermaphroditica;Nemertea;Hoplonemertea;Monostilifera;Tetrastemmatidae;WORMS;;;;WORMS;gap;
Tetrastemma herouardi;Nemertea;Hoplonemertea;Monostilifera;Tetrastemmatidae;WORMS;;;;WORMS;gap;
Tetrastemma humilis;Nemertea;Hoplonemertea;Monostilifera;Tetrastemmatidae;WORMS;;;;WORMS;gap;
Tetrastemma interruptum;Nemertea;Hoplonemertea;Monostilifera;Tetrastemmatidae;WORMS;;;;WORMS;gap;
Tetrastemma kirsteueri;Nemertea;Hoplonemertea;Monostilifera;Tetrastemmatidae;WORMS;;;;WORMS;gap;
Tetrastemma knochii;Nemertea;Hoplonemertea;Monostilifera;Tetrastemmatidae;WORMS;;;;WORMS;gap;
Tetrastemma laminariae;Nemertea;Hoplonemertea;Monostilifera;Tetrastemmatidae;WORMS;;;;;gap;27096
Tetrastemma leonillae;Nemertea;Hoplonemertea;Monostilifera;Tetrastemmatidae;WORMS;;;;WORMS;gap;
Tetrastemma longissimum;Nemertea;Hoplonemertea;Monostilifera;Tetrastemmatidae;BOLD,WORMS;2;2;2;WORMS;;27095
Tetrastemma lophoheliae;Nemertea;Hoplonemertea;Monostilifera;Tetrastemmatidae;WORMS;;;;;gap;
Tetrastemma marionis;Nemertea;Hoplonemertea;Monostilifera;Tetrastemmatidae;WORMS;;;;WORMS;gap;
Tetrastemma melanocephalum;Nemertea;Hoplonemertea;Monostilifera;Tetrastemmatidae;BOLD,WORMS;10;10;4;WORMS;;27094
Tetrastemma mixtum;Nemertea;Hoplonemertea;Monostilifera;Tetrastemmatidae;WORMS;;;;WORMS;gap;
Tetrastemma nimbatum;Nemertea;Hoplonemertea;Monostilifera;Tetrastemmatidae;WORMS;;;;WORMS;gap;
Tetrastemma peltatum;Nemertea;Hoplonemertea;Monostilifera;Tetrastemmatidae;BOLD;4;4;3;WORMS;;27093
Tetrastemma portus;Nemertea;Hoplonemertea;Monostilifera;Tetrastemmatidae;WORMS;;;;WORMS;gap;
Tetrastemma quadristriatum;Nemertea;Hoplonemertea;Monostilifera;Tetrastemmatidae;WORMS;;;;;gap;
Tetrastemma quatrefagesi;Nemertea;Hoplonemertea;Monostilifera;Tetrastemmatidae;WORMS;;;;WORMS;gap;
Tetrastemma robertianae;Nemertea;Hoplonemertea;Monostilifera;Tetrastemmatidae;BOLD,WORMS;2;3;1;WORMS;;27092
Tetrastemma scutelliferum;Nemertea;Hoplonemertea;Monostilifera;Tetrastemmatidae;WORMS;;;;WORMS;gap;
Tetrastemma simplex;Nemertea;Hoplonemertea;Monostilifera;Tetrastemmatidae;WORMS;;;;WORMS;gap;
Tetrastemma subpellucidum;Nemertea;Hoplonemertea;Monostilifera;Tetrastemmatidae;WORMS;;;;WORMS;gap;
Tetrastemma timofeevai;Nemertea;Hoplonemertea;Monostilifera;Tetrastemmatidae;WORMS;;;;;gap;
Tetrastemma tutus;Nemertea;Hoplonemertea;Monostilifera;Tetrastemmatidae;WORMS;;;;WORMS;gap;
Tetrastemma unicolor;Nemertea;Hoplonemertea;Monostilifera;Tetrastemmatidae;WORMS;;;;WORMS;gap;
Tetrastemma vastum;Nemertea;Hoplonemertea;Monostilifera;Tetrastemmatidae;WORMS;;;;WORMS;gap;
Tetrastemma vermiculus;Nemertea;Hoplonemertea;Monostilifera;Tetrastemmatidae;BOLD,WORMS;21;23;4;WORMS;;27091
Tetrastemma viera;Nemertea;Hoplonemertea;Monostilifera;Tetrastemmatidae;WORMS;;;;WORMS;gap;
Tetrastemma viperula;Nemertea;Hoplonemertea;Monostilifera;Tetrastemmatidae;WORMS;;;;WORMS;gap;
Tetrastemma virgatum;Nemertea;Hoplonemertea;Monostilifera;Tetrastemmatidae;WORMS;;;;;gap;
Tetrastemma vittigerum;Nemertea;Hoplonemertea;Monostilifera;Tetrastemmatidae;BOLD,WORMS;3;3;2;WORMS;;939156
