species;Phylum;Class;Order;Family;source;speciemens barcoded;speciemens;public BINs;verified by;status;BOLD taxid
Eylais bergstroemi;Arthropoda;Arachnida;Trombidiformes;Eylaidae;FE;;;;;gap;
Eylais bisinuosa ;Arthropoda;Arachnida;Trombidiformes;Eylaidae;ES;;;;ES;gap;
Eylais borkensis;Arthropoda;Arachnida;Trombidiformes;Eylaidae;FE;;;;;gap;
Eylais bulgarensis;Arthropoda;Arachnida;Trombidiformes;Eylaidae;FE;;;;;gap;
Eylais comptesarti;Arthropoda;Arachnida;Trombidiformes;Eylaidae;FE;;;;;gap;
Eylais crassipons;Arthropoda;Arachnida;Trombidiformes;Eylaidae;FE;;;;;gap;
Eylais csikii;Arthropoda;Arachnida;Trombidiformes;Eylaidae;FE;;;;;gap;
Eylais curvipons;Arthropoda;Arachnida;Trombidiformes;Eylaidae;FE;;;;;gap;
Eylais degenerata;Arthropoda;Arachnida;Trombidiformes;Eylaidae;FE;;;;;gap;
Eylais discreta;Arthropoda;Arachnida;Trombidiformes;Eylaidae;FE;;;;;gap;
Eylais extendens;Arthropoda;Arachnida;Trombidiformes;Eylaidae;BOLD,FE;3;9;2;FE;;701395
Eylais fissa;Arthropoda;Arachnida;Trombidiformes;Eylaidae;FE;;;;;gap;
Eylais gibbosa;Arthropoda;Arachnida;Trombidiformes;Eylaidae;FE;;;;;gap;
Eylais hamata;Arthropoda;Arachnida;Trombidiformes;Eylaidae;BOLD,FE;4;5;2;;;674905
Eylais incurvata;Arthropoda;Arachnida;Trombidiformes;Eylaidae;FE;;;;;gap;
Eylais infundibulifera;Arthropoda;Arachnida;Trombidiformes;Eylaidae;BOLD,FE;9;10;2;;;674903
Eylais koenikei;Arthropoda;Arachnida;Trombidiformes;Eylaidae;BOLD,FE;1;1;1;;;1077501
Eylais longipalpis;Arthropoda;Arachnida;Trombidiformes;Eylaidae;FE;;;;;gap;
Eylais mosquensis;Arthropoda;Arachnida;Trombidiformes;Eylaidae;FE;;;;;gap;
Eylais mutila;Arthropoda;Arachnida;Trombidiformes;Eylaidae;FE;;;;;gap;
Eylais nudipons;Arthropoda;Arachnida;Trombidiformes;Eylaidae;FE;;;;;gap;
Eylais papillipons;Arthropoda;Arachnida;Trombidiformes;Eylaidae;FE;;;;;gap;
Eylais permixta;Arthropoda;Arachnida;Trombidiformes;Eylaidae;FE;;;;;gap;
Eylais planipons;Arthropoda;Arachnida;Trombidiformes;Eylaidae;ES,FE;;;;ES;gap;
Eylais porosipons;Arthropoda;Arachnida;Trombidiformes;Eylaidae;FE;;;;;gap;
Eylais proceripalpis;Arthropoda;Arachnida;Trombidiformes;Eylaidae;FE;;;;;gap;
Eylais puripons;Arthropoda;Arachnida;Trombidiformes;Eylaidae;FE;;;;;gap;
Eylais relicta;Arthropoda;Arachnida;Trombidiformes;Eylaidae;FE;;;;;gap;
Eylais rimosa;Arthropoda;Arachnida;Trombidiformes;Eylaidae;BOLD;3;3;1;;;1077500
Eylais rossica;Arthropoda;Arachnida;Trombidiformes;Eylaidae;FE;;;;;gap;
Eylais setosa;Arthropoda;Arachnida;Trombidiformes;Eylaidae;BOLD,FE;2;2;2;;;674957
Eylais sokolowi;Arthropoda;Arachnida;Trombidiformes;Eylaidae;FE;;;;;gap;
Eylais tantilla;Arthropoda;Arachnida;Trombidiformes;Eylaidae;BOLD,FE;13;13;2;;;674922
Eylais telmatobia;Arthropoda;Arachnida;Trombidiformes;Eylaidae;FE;;;;;gap;
Eylais triarcuata;Arthropoda;Arachnida;Trombidiformes;Eylaidae;ES;;;;ES;gap;
Eylais tullgreni;Arthropoda;Arachnida;Trombidiformes;Eylaidae;ES;;;;ES;gap;
