species;Phylum;Class;Order;Family;source;speciemens barcoded;speciemens;public BINs;verified by;status;BOLD taxid
Gotocotyla acanthura;Platyhelminthes;Monogenea;Mazocraeidea;Gotocotylidae;WORMS;0;1;0;WORMS;gap;651240;655952
