species;Phylum;Class;Order;Family;source;speciemens barcoded;speciemens;public BINs;verified by;status;BOLD taxid
Acidostoma obesum;Arthropoda;Malacostraca;Amphipoda;Acidostomatidae;BOLD,WORMS;0;2;0;WORMS;gap;708825;469361
