species;Phylum;Class;Order;Family;source;speciemens barcoded;speciemens;public BINs;verified by;status;BOLD taxid
Amygdalum politum;Mollusca;Bivalvia;Mytilida;Mytilidae;WORMS;1;1;1;WORMS;;299419
Arcuatula senhousia;Mollusca;Bivalvia;Mytilida;Mytilidae;BOLD;11;43;3;WORMS;;799824
Bathymodiolus azoricus;Mollusca;Bivalvia;Mytilida;Mytilidae;WORMS;123;142;1;;;26508
Brachidontes exustus;Mollusca;Bivalvia;Mytilida;Mytilidae;BOLD;16;24;4;WORMS;;708344
Brachidontes pharaonis;Mollusca;Bivalvia;Mytilida;Mytilidae;WORMS;175;264;8;WORMS;;26150
Crenella arenaria;Mollusca;Bivalvia;Mytilida;Mytilidae;WORMS;;;;;gap;
Crenella decussata;Mollusca;Bivalvia;Mytilida;Mytilidae;BOLD,WORMS;0;11;0;WORMS;gap;948211
Crenella pellucida;Mollusca;Bivalvia;Mytilida;Mytilidae;WORMS;;;;WORMS;gap;
Dacrydium abyssorum;Mollusca;Bivalvia;Mytilida;Mytilidae;WORMS;;;;;gap;
Dacrydium balgimi;Mollusca;Bivalvia;Mytilida;Mytilidae;WORMS;;;;;gap;
Dacrydium dauvini;Mollusca;Bivalvia;Mytilida;Mytilidae;WORMS;;;;;gap;
Dacrydium filiferum;Mollusca;Bivalvia;Mytilida;Mytilidae;WORMS;;;;;gap;
Dacrydium hyalinum;Mollusca;Bivalvia;Mytilida;Mytilidae;WORMS;;;;WORMS;gap;
Dacrydium ockelmanni;Mollusca;Bivalvia;Mytilida;Mytilidae;BOLD,WORMS;0;2;0;;gap;887460
Dacrydium sandersi;Mollusca;Bivalvia;Mytilida;Mytilidae;WORMS;;;;;gap;
Dacrydium vitreum;Mollusca;Bivalvia;Mytilida;Mytilidae;BOLD,WORMS;0;4;0;WORMS;gap;1128320
Dacrydium viviparum;Mollusca;Bivalvia;Mytilida;Mytilidae;WORMS;;;;;gap;
Dacrydium wareni;Mollusca;Bivalvia;Mytilida;Mytilidae;WORMS;;;;;gap;
Gregariella petagnae;Mollusca;Bivalvia;Mytilida;Mytilidae;WORMS;;;;WORMS;gap;
Gregariella semigranata;Mollusca;Bivalvia;Mytilida;Mytilidae;BOLD,WORMS;1;1;1;WORMS;;957458
Idas ghisottii;Mollusca;Bivalvia;Mytilida;Mytilidae;WORMS;;;;;gap;
Idas modiolaeformis;Mollusca;Bivalvia;Mytilida;Mytilidae;BOLD,WORMS;10;16;2;WORMS;;795541
Idas simpsoni;Mollusca;Bivalvia;Mytilida;Mytilidae;BOLD,WORMS;7;8;1;WORMS;;651705
Idasola argentea;Mollusca;Bivalvia;Mytilida;Mytilidae;WORMS;;;;ITIS;gap;717685
Ischadium recurvum;Mollusca;Bivalvia;Mytilida;Mytilidae;BOLD;20;27;1;WORMS;;28224
Lithophaga lithophaga;Mollusca;Bivalvia;Mytilida;Mytilidae;BOLD,WORMS;2;4;1;WORMS;;30938
Modiolula phaseolina;Mollusca;Bivalvia;Mytilida;Mytilidae;BOLD,WORMS;5;18;1;WORMS;;642314
Modiolus adriaticus;Mollusca;Bivalvia;Mytilida;Mytilidae;BOLD,WORMS;;;;WORMS;gap;901203
Modiolus auriculatus;Mollusca;Bivalvia;Mytilida;Mytilidae;WORMS;9;17;2;WORMS;;277173
Modiolus barbatus;Mollusca;Bivalvia;Mytilida;Mytilidae;BOLD,WORMS;58;63;3;WORMS;;285864
Modiolus lulat;Mollusca;Bivalvia;Mytilida;Mytilidae;WORMS;;;;WORMS;gap;
Modiolus martorelli;Mollusca;Bivalvia;Mytilida;Mytilidae;WORMS;;;;WORMS;gap;
Modiolus modiolus;Mollusca;Bivalvia;Mytilida;Mytilidae;BOLD,WORMS;313;338;4;WORMS;;211199;717719
Musculus costulatus;Mollusca;Bivalvia;Mytilida;Mytilidae;BOLD,WORMS;9;13;2;WORMS;;647012
Musculus discors;Mollusca;Bivalvia;Mytilida;Mytilidae;BOLD,WORMS;24;62;6;WORMS;;306792
Musculus glacialis;Mollusca;Bivalvia;Mytilida;Mytilidae;BOLD;1;1;0;WORMS;;887467
Musculus niger;Mollusca;Bivalvia;Mytilida;Mytilidae;BOLD,WORMS;22;28;3;WORMS;;175658
Musculus subpictus;Mollusca;Bivalvia;Mytilida;Mytilidae;BOLD;4;11;1;WORMS;;642785;673992
Mytilaster lineatus;Mollusca;Bivalvia;Mytilida;Mytilidae;BOLD,WORMS;0;4;0;WORMS;gap;759841
Mytilaster marioni;Mollusca;Bivalvia;Mytilida;Mytilidae;WORMS;;;;WORMS;gap;
Mytilaster minimus;Mollusca;Bivalvia;Mytilida;Mytilidae;BOLD,WORMS;0;16;0;WORMS;gap;901191
Mytilaster solidus;Mollusca;Bivalvia;Mytilida;Mytilidae;WORMS;1;1;0;;;901192
Mytilus edulis;Mollusca;Bivalvia;Mytilida;Mytilidae;BOLD,WORMS,iNat;517;799;9;WORMS;;28313
Mytilus galloprovincialis;Mollusca;Bivalvia;Mytilida;Mytilidae;BOLD,WORMS;609;967;20;WORMS;;26340
Mytilus trossulus;Mollusca;Bivalvia;Mytilida;Mytilidae;BOLD,WORMS;1090;1135;12;WORMS;;29482
Perna perna;Mollusca;Bivalvia;Mytilida;Mytilidae;WORMS;256;417;6;WORMS;;79146;151837;277682
Rhomboidella prideauxi;Mollusca;Bivalvia;Mytilida;Mytilidae;WORMS;;;;WORMS;gap;
Xenostrobus securis;Mollusca;Bivalvia;Mytilida;Mytilidae;BOLD,WORMS;340;357;22;WORMS;;211578;669003
