Absyrtus vernalis,728376
Absyrtus vicinator,213547
Absyrtus vicinus,527780
Abudefduf saxatilis,34219
Abudefduf septemfasciatus,78590
Abudefduf sexfasciatus,11477
Abudefduf sordidus,11479
Abudefduf sparoides,285359
Abudefduf troschelii,11480
Abudefduf vaigiensis,11478
Abyssochrysos melvilli,657526
Abyssoninoe hibernica,415333
Abyssoninoe scopa,706592
Acaeroplastes melanurus,1056637
Acalles aeonii,504976
Acalles alcarazensis,504977
Acalles alluaudi,504978
Acalles almeriaensis,199819
Acalles argillosus,504979
Acalles biokovoensis,504981
Acalles breiti,504982
Acalles camelus,199805
Acalles cazorlaensis,504983
Acalles fallax,199809,504394
Acalles cytisi,504984
Acalles dieckmanni,715091
Acalles dispar,520394
Acalles dubius,199864
Acalles echinatus,199806
Acalles edoughensis,504985
Acalles gadorensis,199857
Acalles globulipennis,520395
Acalles grancanariensis,520396
Acalles guadarramaensis,504986
Acalles kippenbergi,715093
Acalles lemur,199868
Acalles machadoi,520398
Acalles maraoensis,504987
Acalles micros,199823
Acalles misellus,167880
Acalles monasterialis,504988
Acalles muelleri,504989
Acalles navieresi,1132680
Acalles papei,199810
Acalles parvulus,199867
Acalles pilula,199855
Acalles portosantoensis,520399
Acalles ptinoides,167858
Acalles pulverosus,504991
Acalles sardiniaensis,504992
Acalles sarothamni,504993
Acalles saxicola,504994
Acalles sierrae,199824
Acalles silosensis,520400
Acalles sintraniensis,504995
Acalles sonchi,504996
Acalles temperei,199866
Acalles terminalis,504997
Acalles tibialis,504999
Acallocrates colonnellii,199854
Acallocrates denticollis,199808
Acallocrates minutesquamosus,505002
Acallorneuma doderoi,199859
Acallorneuma ibericum,787577
Acallorneuma ingoi,787578
Acallorneuma mainardii,787579
Acallorneuma montisalbi,787580
Acallorneuma reitteri,787581
Acallorneuma sardiniense,648921
Acalypta carinata,373976
Acalypta gracilis,380449
Acalypta marginata,407708
Acalypta musci,365823
Acalypta nigrina,407702
Acalypta parvula,371646
Acalypta platycheila,365837
Acalyptris lesbia,105104
Acalyptris limonii,105106
Acalyptris loranthella,105107
Acalyptris maritima,105105
Acalyptris minimella,105108
Acalyptris pistaciae,105103
Acalyptris platani,105102
Acalyptris pyrenaica,543520
Acalyptris staticis,543523
Acalyptus carpini,309393
Acalyptus sericeus,502782
Acampsis alternipes,212866
Acamptocladius reissi,1068067
Acamptocladius submontanus,371362
Acanopsilus heterocerus,1022020
Acanosema nervosum,965056
Acanosema rufum,965057
Acanthaclisis occitanica,884234
Iolanthe typhlops,683930
Acanthemblemaria aspera,99963
Acanthemblemaria spinosa,91555
Acanthephyra pelagica,122174
Acanthephyra purpurea,89950
Acanthicolepis asperrima,598217
Acanthinula aculeata,458573
Acanthiophilus helianthi,196594
Acanthiophilus walkeri,285122
Acanthis cabaret,745388
Acanthis flammea,705658
Acanthis hornemanni,737211
Acanthobdella peledina,28579
Acanthobodilus immundus,1021879
Acanthobrahmaea europaea,744087
Acanthocardia spinosa
Acanthocardia paucicostata,1005179
Acanthocephalus anguillae,24846
Acanthocephalus clavula,24845
Acanthocephalus lucii,24844
Acanthocephalus ranae,704919
Acanthocheilonema reconditum,30011
Acanthocheilonema spirocauda,667141
Acanthochitona crinita,30953
Acanthochitona fascicularis,646443
Acanthochitona hemphilli,669087
Acanthocinus aedilis,155327
Acanthocinus griseus,286744
Acanthocinus reticulatus,515755
Acanthocinus xanthoneurus,1113267
Acanthocnema nigrimanum,706845
Acanthocyclops americanus,484752
Acanthocyclops capillatus,746797
Acanthocyclops robustus,69548
Acanthocyclops vernalis,500043
Kosswigianella spinosus,1062716
Acanthodelphax spinosus,719961
Acanthoderes clavipes,771895
Acanthodiaptomus denticornis,675513
Acanthodiaptomus tibetanus,746805
Acanthodoris pilosa,32987
Acanthogethes brevis,732635
Acanthogethes fuscus,913243
Acanthogethes solidus,732674
Acanthoiulus fuscipes,1021603
Acantholabrus palloni,52077
Acantholeberis curvirostris,8944
Acantholycosa lignaria,327607
Acantholycosa norvegica,376580
Acantholyda erythrocephala,294447
Acantholyda flaviceps,294448
Acantholyda hieroglyphica,294449
Acantholyda posticalis,81278
Acantholyda pumilionis,294451
Acantholyda serbica,337184
Acanthonotozoma cristatum,597910
Acanthonotozoma serratum,597908
Acanthonotozoma sinuatum,766876
Acanthonyx brevifrons,797682
Acanthonyx lunulatus,178989
Acanthopetalum carinatum,1021625
Acanthophila alacella,255639
Acanthopleura granulata,30129
Acanthopsyche atra,158449
Acanthopsyche ecksteini,454073
Acanthopsyche zelleri,112178
Acanthoscelides obtectus,81227
Acanthoscelides pallidipennis,665701
Acanthoscurria natalensis,762624
Acanthosoma haemorrhoidale,165114
Acanthostepheia behringiensis,512555
Acanthostepheia malmgreni,88663
Acanthostracion notacanthus,495619
Acanthostracion polygonius,111663
Acanthostracion quadricornis,55464
Acanthotrochus mirabilis,222308
Acanthovalva inconspicuaria,92113
Acanthurus bahianus,52248
Zebrasoma velifer,316942,89329
Acanthurus chirurgus,23580
Acanthurus coeruleus,47282
Acanthurus guttatus,89279
Acanthurus lineatus,47179
Acanthurus nigricans,64431
Acanthurus nigricauda,84604
Acanthurus nigrofuscus,11533
Acanthurus olivaceus,89294
Acanthurus pyroferus,47177
Acanthurus triostegus,10789
Acarapis woodi,492572
Acartauchenius scurrilis,447199
Acartia clausi,365252
Acartia clausii,799584
Acartia discaudata,667129
Acartia longiremis,310780
Acartia tonsa,79702
Acartophthalmus bicolor,510554
Acartophthalmus nigrinus,467353
Acasis appensata,224482,455053
Acasis viretata,177435
Acasta spongites,1004716
Accacladocoelium macrocotyle,906091
Accacladocoelium nigroflavum,906092
Accanthopus velikensis,766485
Accipiter gentilis,17504
Accipiter nisus,20018
Acemya acuticornis,510208
Acemya rufitibia,470562
Acentra subvestalis,457752
Acentra vestalis,458226
Acentrella lapponica,359107
Acentrella sinaica,936847
Acentria ephemerella,15314
Arctia alpina,784546,47794
Acerella muscorum,496305
Acerentomon affine,720062
Acerentomon carpaticum,724329
Acerentomon dispar,724328
Acerentomon italicum,496297
Acerentomon maius,496308
Acerentulus charrieri,505870
Acerentulus exiguus,496293
Acerentulus noeli,762440
Acerentulus tuxeni,496289
Aceria angustifoliae,718473
Aceria anthocoptes,718516
Aceria massalongoi,965406
Aceria tosichella,648941
Aceria tuberculata,718506
Aceria tulipae,105588
Acericerus heydenii,599329
Acericerus ribauti,759694
Acericerus vittifrons,759693
Acerocnema breviseta,969373
Acerocnema macrocera,174283
Aceroides latipes,512557
Lima excavata,103978
Acetropis (Acetropis) carinata,375286
Acetropis (Acetropis) gimmerthalii,677934
Achaeta aberrans,648948
Achaeta abulba,350243
Achaeta affinis,350244
Achaeta bibulba,648949
Achaeta bifollicula,648950
Achaeta bohemica,994191
Achaeta camerani,350245
Achaeta iberica,648953
Achaeta pannonica,350242
Achaeta unibulba,648954
Achaius margineguttatus,890038
Achaius oratorius,213664
Achalcus cinereus,469839
Achalcus flavicollis,483710
Achalcus nigropunctatus,805357
Achalcus vaillanti,483662
Achanthiptera rohrelliformis,483748
Achelia echinata,168319
Achelia hispida,648956
Achelia laevis,235691
Achelous tumidulus,934639
Achenium depressum,528117
Achenium humile,761106
Acherontia atropos,22140
Acheta domestica,264736
Acheta domesticus,265209
Acheta hispanicus,1031238
Achipteria coleoptrata,208820
Achipteria magna,1133723
Achipteria acuta,957470
Achiropsetta tricholepis,52900
Achlya flavicornis,183381
Achondrostoma arcasii,598467
Achondrostoma occidentale,598648
Achondrostoma oligolepis,598600
Achondrostoma salmantinum,598477
Achorotile albosignata,1062706
Achroia grisella,9517
Achrotile albosignata,719948
Achrysocharoides acerianus,162239
Achrysocharoides atys,162240
Achrysocharoides butus,736796
Achrysocharoides cilla,162237
Achrysocharoides insignitellae,123276
Achrysocharoides latreilleii,162236
Achrysocharoides platanoidae,768213
Achrysocharoides splendens,162238
Achrysocharoides zwoelferi,162242
Achyra affinitalis,20745
Achyra nudalis,342278
Achyrolimonia decemmaculata,447242
Acicula lineata,312045
Acidia cognata,285002
Acidostoma obesum,708825,469361
Acidota crenata,309353
Acidota cruentata,1066215
Acidota quadrata,464398
Acilius canaliculatus,168409
Acilius duvergeri,168407
Acilius sulcatus,168402
Acinia biflexa,285129
Acinia corniculata,285079
Acinipe ignatii,1031274
Acinonyx jubatus,28645
Acinopus gutturosus,879779
Acinopus picipes,171464
Acipenser baerii,47990
Acipenser gueldenstaedtii,50210
Acipenser naccarii,50216
Acipenser oxyrinchus,50220
Acipenser ruthenus,50218
Acipenser stellatus,29226
Acipenser sturio,50209
Aciura coryli,284996
Aclastus borealis,506908
Aclastus eugracilis,506909
Aclastus gracilis,449180
Aclastus longicauda,506910
Aclastus micator,506911
Aclastus minutus,506912
Aclastus solutus,449181
Aclastus transversalis,506913
Aclees taiwanensis,1058987
Acleris abietana,224854
Acleris arcticana,344499
Acleris aspersana,197844
Acleris bergmanniana,224853
Acleris boscanoides,379392
Acleris caledoniana,205672
Acleris notana,198113,479171
Acleris comariana,50161
Acleris cristana,224855
Acleris effractana,212405
Acleris emargana,212401
Acleris ferrugana,198045
Acleris fimbriana,295279
Acleris forsskaleana,66192
Acleris hastiana,91896
Acleris hippophaeana,468563
Acleris holmiana,178228
Acleris hyemana,183379
Acleris implexana,20749
Acleris kochiella,205673
Acleris lacordairana,279589
Acleris laterana,197847
Acleris lipsiana,224858
Acleris literana,258116
Acleris logiana,15392
Acleris lorquiniana,286042
Acleris maccana,56118
Acleris nigrilineana,286312
Acleris obtusana,286067
Acleris permutana,255588
Acleris quercinana,354191
Acleris rhombana,197848
Acleris roscidana,286500
Acleris rufana,224857
Acleris scabrana,286235
Acleris schalleriana,161332
Acleris shepherdana,224856
Acleris sparsana,198052
Acleris tripunctana,644153
Acleris umbrana,205674
Acleris variegana,91886
Aclerogamasus similis,700604
Aclista alticollis,542576
Aclista analis,751699
Aclista angusta,516218
Aclista atriceps,542570
Aclista boops,542579
Aclista cantiana,542571
Aclista clito,542573
Aclista dubia,751700
Aclista elevata,542572
Aclista folia,751701
Aclista insoluta,1061471
Aclista janssoni,751702
Aclista mycale,751703
Aclista pallida,1061470
Aclista parvula,542574
Aclista prolongata,516215
Aclista rufopetiolata,542575
Aclista striolata,751704
Aclypea opaca,468232
Testudinalia testudinalis,306834,88406
Tectura virginea,103690,251679
Acmaeodera adspersula,1056831
Acmaeodera bipunctata,967805
Acmaeodera crinita,643733
Acmaeoderella lanuginosa,967800,766309
Acmaeodera degener,534198
Acmaeodera pilosellae,534199
Acmaeodera quadrifasciata,967798
Acmaeoderella adspersula,468966
Acmaeoderella flavofasciata,466657
Acmaeoderella mimonti,545049
Acmaeoderella undecimmaculata,466658
Acmaeops marginatus,515780
Acmaeops septentrionis,459355
Acnemia amoena,540897
Acnemia angusta,782803
Acnemia falcata,734876
Acnemia longipes,784355
Acnemia nitidicollis,362078
Acnemia trifida,710128
Acodontaster capitatus,213243
Acodontaster elongatus,221418
Acodontaster hodgsoni,213246
Acoenonia europaea,922029
Acomoptera difficilis,784356
Acomoptera spinistyla,918486
Acomoptera spinistylus,710104
Acomopterella martinovskyi,684000
Acompocoris alpinus,682451
Acompocoris montanus,1022723
Acompocoris pygmaeus,677988
Acompsia antirrhinella,266493
Acompsia baldizzonei,768531
Acompsia cinerella,179151
Acompsia delmastroella,246282
Acompsia dimorpha,275528
Acompsia maculosella,255654
Acompsia ponomarenkoae,404700
Acompsia pyrenaella,275527
Acompsia schmidtiellus,261746
Acompsia subpunctella,286442
Acompsia tripunctella,246289
Acompus rufipes,380464
Aconias tarsatus,889915
Acontia lucida,178022
Acontia luctuosa,297125
Acontia titania,546030
Acontia trabealis,261718,196764
Acontia viridisquama,1059436
Aconurella prolixa,888469
Acopauropus ornatus,720052
Acosmetia caliginosa,722382
Acossus terebra,370717
Acricotopus lucens,639944
Acrida ungarica,331342
Acrisis brevicornis,82241
Acritus homoeopathicus,519393
Acritus minutus,318238
Acritus nigricornis,350019
Acrobasis advenella,279584
Acrobasis bithynella,383072
Acrobasis centunculella,466787
Acrobasis consociella,198100
Acrobasis fallouella,787053
Acrobasis foroiuliensis,787054
Acrobasis getuliella,1139787
Acrobasis glaucella,343559
Acrobasis legatea,279596
Acrobasis marmorea,279586
Acrobasis obliqua,383063
Acrobasis obtusella,255712
Acrobasis porphyrella,787055
Acrobasis repandana,209656,179109
Acrobasis romanella,981257
Acrobasis sodalella,354208
Acrobasis suavella,279585
Acrobasis tumidana,209655
Acrobates pygmaeus,718690
Acrobeloides nanus,280718
Acrobeloides obliquus,1078192
Acrocephalus agricola,93234
Acrocephalus arundinaceus,93224
Acrocephalus dumetorum,68526
Acrocephalus melanopogon,117303
Acrocephalus palustris,73223
Acrocephalus schoenobaenus,93231
Acrocephalus scirpaceus,93213
Acrocera (Acrocerina) cabrerae,918490
Acrocera (Acrocera) orbicula,168699
Acrocera (Acrocerina) sanguinea,918491
Acrocera (Acrocerina) trifasciata,952829
Acrocercops brongniardella,183400
Acrocercops cocciferellum,266897
Acrocercops tacita,457373
Acroclisoides sinicus,987614
Acroclisoides solus,508676
Acroclita sonchana,806805
Acroclita subsequana,362412
Acrocnida brachiata,80327
Acrocormus semifasciatus,970126
Acrodactyla carinator,608476
Acrodactyla degener,449208
Acrodactyla madida,458652
Acrodactyla polita,396056
Acrodactyla quadrisculpta,150402
Allogalumna longipluma,300586
Acrolepia autumnitella,197997
Acrolepiopsis assectella,17865
Acrolepiopsis vesperella,362518
Acrolocha pliginskii,460533
Acrolocha sulcula,453551
Acroloxus improvisus,794849
Acroloxus lacustris,29500
Acroloxus macedonicus,794850
Acroloxus tetensi,794851
Acrolyta flagellator,506889
Acrolyta glacialis,400353
Acrolyta marginata,506890
Acrolyta nens,449172
Acrolyta pseudonens,899703
Acrolyta rufocincta,407674
Acrolyta semistrigosa,892484
Acrometopa servillea,331365,296630
Acrometopia wahlbergi,483445
Acronicta aceris,196737
Acronicta alni,196735
Acronicta auricoma,59787
Acronicta cinerea,286407
Acronicta cuspis,205569
Acronicta euphorbiae,205568
Acronicta leporina,22823
Acronicta megacephala,196738
Acronicta menyanthidis,261717
Acronicta orientalis,792238
Acronicta psi,86426
Acronicta rumicis,196739
Acronicta strigosa,204443
Acronicta tridens,196736
Acroperus angustatus,191234
Acroperus harpae,8906
Acrophylax zerberus,135503
Acropiesta flaviventris,1061505
Acropiesta flexinervis,965043
Acropiesta lysicles,1060036
Acropiesta macrocera,1061509
Acropiesta rnitida,1061508
Acropiesta rufiventis,751706
Acropiesta rufiventris,1061507
Acropiesta sciarivora,1061506
Acropimpla didyma,458640
Acropimpla pictipes,458639
Acropora cervicornis,30058
Acropora palmata,30057
Acroricnus seductor,541702
Acroricnus stylator,774429
Acrosathe annulata,483309
Acrosathe baltica,483645
Acrossus depressus,1021857
Acrossus luridus,1005216
Acrossus rufipes,380148
Acrosternum heegeri,992690
Acrostiba borealis,464403
Acrotomus lucidulus,389259
Acrotomus succinctus,213490
Acrotona aterrima,318087
Acrotona benicki,453483
Acrotona consanguinea,785737
Acrotona convergens,464363
Acrotona exigua,456857
Acrotona muscorum,453485
Acrotona nigerrima,453484
Acrotona obfuscata,310392
Acrotona orphana,453486
Acrotona oxypodoides,725913
Acrotona parens,519387
Acrotona parvula,460534
Acrotona pilosicollis,527944
Acrotona pseudotenera,362015
Acrotona pygmaea,460535
Acrotona sylvicola,286699
Acrotrichis atomaria,167619
Acrotrichis brevipennis,191273
Acrotrichis cognata,191282
Acrotrichis dispar,191272,456858
Acrotrichis fascicularis,191277
Acrotrichis grandicollis,191284
Acrotrichis henrici,191276
Acrotrichis insularis,166092
Acrotrichis intermedia,167706
Acrotrichis montandonii,399008
Acrotrichis parva,471065
Acrotrichis rugulosa,191278
Acrotrichis sericans,191271
Acrotrichis silvatica,191274
Acrotrichis sitkaensis,167660
Acrotrichis thoracica,191270
Acrotritia ardua,1060369
Acrotritia duplicata,760943
Acrotylus braudi,1080869
Acrotylus fischeri,925158
Acrotylus insubricus,165465
Acrotylus longipes,331375
Acrotylus patruelis,165438
Acrulia inflata,464397
Actebia fennica,86167
Actebia fugax,524802
Actebia multifida,760470
Actebia photophila,1059432
Actebia praecox,197767
Actebia squalida,370727
Stemmatophora borgialis,914299,359198
Actenicerus sjaelandicus,299173
Actenodia distincta,957965
Acteon tornatilis,164994
Actia crassicornis,469660,546147
Actia infantula,510211
Actia lamia,406815,467354
Actia maksymovi,495131
Actia nigroscutellata,469661
Actia resinellae,469662
Actias graesilia,780019
Actias isabellae,354112
Actina chalybea,316629
Actinella lentiginosa,988022,1133701
Actinia equina,381298
Actinocoris signatus,375288
Actinonotus pulcher,413858
Childia haplovata,505922
Actinoptera discoidea,998136
Actinopyga echinites,197350
Actinopyga mauritiana,199519
Actinotia hyperici,204445
Actinotia polyodon,86407
Actinotia radiosa,266511
Actitis hypoleucos,10211
Actornithophilus canuti,892253
Actornithophilus grandiceps,747288
Actornithophilus lyallpurensis,747290
Actornithophilus umbrinus,891845
Aculepeira ceropegia,384324
Aculepeira lapponica,809913
Aculodes altamurgiensis,965408
Aculodes mckenziei,656350
Aculus tetanothrix,1081230
Acupalpus brunnipes,318447
Acupalpus dubius,167695
Acupalpus elegans,171522
Acupalpus exiguus,330157
Acupalpus flavicollis,309316
Acupalpus interstitialis,383472
Acupalpus luteatus,317891
Acupalpus maculatus,468834
Acupalpus meridianus,167587
Acupalpus meridionalis,469757
Acupalpus parvulus,330132
Acylophorus glaberrimus,456859
Acylophorus wagenschieberi,309365
Acyrthosiphon caraganae,22235
Acyrthosiphon lactucae,22227
Acyrthosiphon lambersi,142880
Acyrthosiphon malvae,95345
Acyrthosiphon pisum,14527
Acyrthosiphon svalbardicum,142930
Acyrtus rubiginosus,99967
Adactylotis contaminaria,141362
Adactylotis gesticularia,151045,647277
Adaina microdactyla,197951
Adalaria loveni,266265,717728
Adalaria proxima,266301
Adalbertia castiliaria,195507
Adalia bipunctata,26229
Adalia conglomerata,510502
Adalia decempunctata,83288
Adalia frigida,520301
Adamsia palliata,805306,805306
Adamsiella crenulata,751946
Adarrus ocellaris,759685
Adela albicinctella,302078
Adela australis,302080
Adela collicolella,939801
Adela croesella,179140
Adela cuprella,286313
Adela mazzolella,448740
Adela paludicolella,939800
Adela reaumurella,255663
Adela repetitella,302079
Adela violella,298986
Adelges abietis,34022
Adelges cooleyi,22268
Adelges laricis,22433
Adelges nordmannianae,34028
Adelges pectinatae,34025
Adelges piceae,34018
Adelges viridis,34021
Adelodrilus pusillus,682634
Adelognathus acantholydae,718322
Adelognathus brevicornis,506915
Adelognathus chrysopygus,718318
Adelognathus cubiceps,718317
Adelognathus difformis,718315
Adelognathus dorsalis,506916
Adelognathus laevicollis,718316
Adelognathus marginellus,718321
Adelognathus nigriceps,718319
Adelognathus nigrifrons,718312
Adelognathus obscurus,718327
Adelognathus pallipes,718326
Adelognathus pilosus,645876
Adelognathus punctulatus,718314
Adelognathus pusillus,718323
Adelognathus rufithorax,718320
Adelognathus stelfoxi,718313
Adelognathus tenthredinarum,718325
Adelognathus tetratinctorius,718324
Adelognathus thomsoni,608439
Adelphocoris detritus,464471
Adelphocoris lineolatus,198310
Adelphocoris quadripunctatus,384158
Adelphocoris reichelii,464472
Adelphocoris seticornis,365867
Adelphocoris ticinensis,455429
Adelphocoris vandalicus,992676
Adelphomyia punctum,451231
Adelphophylus balcanicus,985246
Adelurola florimela,914155
Ademon decrescens,1063708
Adenocephalus pacificus,717834
Aderus populneus,312260
Adexius scrobipennis,199863
Adia cinerella,483591
Adialytus ambiguus,648978
Adialytus salicaphis,508517
Adialytus thelaxis,648979
Adicella balcanica,133535
Adicella cremisa,107668
Adicella filicornis,133575
Adicella meridionalis,133614
Adicella reducta,133635
Adicella syriaca,133639
Adineta gracilis,151987
Adineta steineri,151974
Adineta tuberculosa,509124
Adineta vaga,78955
Adistemia watsoni,479155
Admete clivicola,948227
Admete viridula,315464
Admontia blanda,359411
Admontia grandicornis,359412
Admontia maculisquama,736356
Admontia seria,510240
Adomerus biguttatus,677981
Adoncholaimus fuscus,231995
Adontorhina similis,887438
Adoristes ovatus,480963
Adoristes poppei,535305
Adoxophyes orana,179093
Adoxophyes reticulana,644581
Adrastus axillaris,318138
Adrastus lacertosus,309970
Adrastus limbatus,330191
Adrastus montanus,513837
Adrastus nitidulus,398232
Adrastus pallens,318137
Adrastus rachifer,299175
Adrioinsulana conovula,31580
Adropion prorsirostre,856157
Adropion scoticum,897774
Adscita albanica,259341
Adscita alpina,311226
Adscita bolivari,259343
Adscita dujardini,642170
Adscita geryon,258126
Adscita italica,259336
Adscita jordani,259333
Adscita krymensis,259334
Adscita mannii,259342
Adscita obscura,259339
Adscita schmidti,259335
Adscita statices,259337
Aedes (Stegomyia) aegypti,14137
Aedes (Stegomyia) albopictus,24536
Aedes (Ochlerotatus) annulipes,643376
Aedes (Georgecraigius) atropalpus,22793
Aedes (Ochlerotatus) berlandi,701237
Aedes (Ochlerotatus) cantans,643377
Aedes (Ochlerotatus) caspius,237216
Aedes (Ochlerotatus) cataphylla,385473
Aedes (Aedes) cinereus,14141
Aedes (Ochlerotatus) communis,22800
Aedes (Stegomyia) cretinus,80748
Aedes (Ochlerotatus) detritus,237217
Aedes (Ochlerotatus) diantaeus,350417
Aedes (Ochlerotatus) dorsalis,22806
Aedes eatoni,1073447
Aedes (Dahliana) echinus,701236
Aedes (Ochlerotatus) excrucians,22799
Aedes (Ochlerotatus) flavescens,513931
Aedes (Stegomyia) flavopictus,169680
Aedes (Dahliana) geniculatus,174038
Aedes (Dahliana) gilcolladoi,1073419
Aedes (Protomacleaya) hendersoni,384445
Aedes (Ochlerotatus) hexodontus,194577
Aedes (Ochlerotatus) hungaricus,1073450
Aedes (Ochlerotatus) impiger,365788
Aedes (Ochlerotatus) intrudens,22805
Aedes japonicus,22794
Aedes (Hulecoeteomyia) koreicus,205274
Aedes (Rusticoidus) lepidonotus,1073453
Aedes (Ochlerotatus) leucomelas,701238
Aedes (Acartomyia) mariae,701233
Aedes (Ochlerotatus) nigrinus,1073457
Aedes (Ochlerotatus) nigripes,194578
Aedes (Acartomyia) phoeniciae,701234
Aedes (Ochlerotatus) pulcritarsis,701239
Aedes (Ochlerotatus) pullatus,384444
Aedes (Ochlerotatus) punctor,194581
Aedes (Rusticoidus) refiki,1073466
Aedes (Ochlerotatus) riparius,22807
Aedes (Aedes) rossicus,670292
Aedes (Rusticoidus) rusticus,643378
Aedes (Ochlerotatus) sticticus,282719
Aedes (Aedimorphus) vexans,14139
Aedes (Fredwardsius) vittatus,81433
Aedes (Acartomyia) zammitii,1073379
Aedia funesta,154927
Aedia leucomelas,60100
Aega bicarinata,785392,785392,776839
Aega psora,142603,142603
Aega stroemi,770558
Aegaeobuthus cyprius,979521
Aegaeobuthus gibbosus,979522
Aegaeon cataphractus,606056
Aegaeon lacazei,89956
Aegialia arenaria,167345
Aegialia mimica,732803
Aegialia sabuleti,494962
Aegilips atricornis,733501
Aegilips nitidula,646936
Aegilips romseyensis,733502
Aegilips vena,710497
Aeginella spinosa,991754
Aeginina longicornis,8749
Aegires punctilucens,384851
Aegithalos caudatus,70328
Aegle kaekeritziana,196782
Aegle semicana,282279
Aegle vespertinalis,467632,297108
Aegolius funereus,9493
Aegomorphus clavipes,460536
Aegomorphus krueperi,1079240
Aegopinella epipedostoma,1057913,1057914
Aegopinella minor,446948
Aegopinella nitens,312035
Aegopinella nitidula,660400
Aegopinella pura,312036
Aegopinella ressmanni,856555
Aegopis verticillus,387470
Aegosoma scabricorne,216587
Aegypius monachus,96355
Aeletes atomarius,318236
Aelia acuminata,365868
Aelia klugii,413847
Aelia rostrata,807284
Aellopus atratus,484602
Aelurillus luctuosus,809411
Aelurillus v-insignitus,384305
Aenigmatias lubbockii,467356
Aenigmatias picipes,1137133
Aeolidia filomenae,961943
Aeolidia papillosa,159180
Aeolidiella alderi,667346
Aeolidiella glauca,266286
Aeolidiella sanguinea,668461
Aeoliscus strigatus,103431
Aeolosoma hemprichii,974405
Aeolothrips albicinctus,107119
Aeolothrips ericae,406974
Aeolothrips fasciatus,364237
Aeolothrips intermedius,364238
Aeolothrips manteli,406964
Aeolus melliculus,1139962
Aeoniacalles aeonisimilis,520356
Aepopsis robinii,236982
Aepus gallaecus,236984
Aequipecten opercularis,304799
Aequorea forskalea,805470
Aequorea vitrina,726287
Aeropedellus variegatus,105580
Aesalus scarabaeoides,318410
Aeshna affinis,255549
Aeshna caerulea,536017
Aeshna crenata,523963
Aeshna cyanea,174064
Aeshna grandis,275142
Aeshna isoceles,572484
Aeshna juncea,275143
Aeshna mixta,275144
Aeshna serrata,523964
Aeshna subarctica,265985
Aeshna viridis,536026
Aetea anguina,785437
Aetea truncata,785415
Aethalura punctulata,110105
Aethecerus discolor,506965
Aethecerus dispar,569623
Aethecerus longulus,514627
Aethecerus nitidus,562037
Aethecerus porcellus,506966
Aethecerus rugifrons,562038
Aethecerus subuliferus,852129
Aetheria dysodea,196842
Aethes adelaidae,942933
Aethes ardezana,324115
Aethes aurofasciana,255587
Aethes beatricella,198127
Aethes bilbaensis,362415
Aethes caucasica,527946
Aethes cnicana,183464
Aethes confinis,379405
Aethes decimana,255586
Aethes deutschiana,161338
Aethes dilucidana,255722
Aethes fennicana,286464
Aethes flagellana,379403
Aethes francillana,258135
Aethes hartmanniana,224901
Aethes kasyi,379404
Aethes kindermanniana,286395
Aethes kyrkii,286439
Aethes languidana,362416
Aethes margaritana,255679
Aethes margaritifera,379402
Aethes margarotana,299005
Aethes mauritanica,379407
Aethes moribundana,324118
Aethes nefandana,379401
Aethes rubigana,258160
Aethes rutilana,161388
