Scotopteryx aelptes;180151;2;9;1
Scotopteryx alfacaria;262719;4;6;1
Scotopteryx angularia;308327;14;19;1
Scotopteryx bipunctaria;141389;46;55;1
Scotopteryx burgaria;308326;1;2;1
Scotopteryx chenopodiata;98709;77;93;4
Scotopteryx coarctaria;196240;12;21;1
Scotopteryx coelinaria;308328;5;6;1
Scotopteryx ignorata;282317;10;12;1
Scotopteryx luridata;177445;47;55;2
Scotopteryx moeniata;100500;14;20;2
Scotopteryx mucronata;182654;17;22;3
Scotopteryx obvallaria;308329;4;5;1
Scotopteryx octodurensis;182481;6;6;1
Scotopteryx octodurensis lozerae;319058;1;1;1
Scotopteryx olympia;204512;6;6;2
Scotopteryx peribolata;269021;20;21;4
Scotopteryx proximaria;282318;5;7;1
Scotopteryx vicinaria;176012;8;14;3
Scotopteryx subvicinaria;180154;8;16;1
Selenia dentaria;110089;62;68;2
Selenia lunularia;96854;70;80;2
Selenia tetralunaria;110103;71;80;3
Selidosema ambustaria;397464;3;6;1
Selidosema brunnearia;91984;26;32;3
Selidosema parenzani;647384;2;4;1
Selidosema erebaria;182655;4;4;2
Selidosema plumaria;123793;21;23;2
Selidosema pyrenaearia;517206;5;5;1
Selidosema taeniolaria;407894;18;18;1
Siona lineata;104352;50;57;1
Solitanea mariae;141392;9;10;1
Spargania luctuata;21676;209;214;1
Spartopteryx kindermannaria;576238;5;6;1
Speranza wauaria;541766;0;1;0
Macaria wauaria;195480;51;57;7
Stamnodes depeculata;123761;7;18;3
Stegania cararia;344526;13;14;1
Stegania dalmataria;352562;5;8;1
Stegania dilectaria;180150;3;7;1
Stegania trimaculata;141402;48;52;1
Synopsia sociaria;141407;29;35;1
Synopsia unitaria;408292;1;2;1
Tephronia bytinskii;260313;5;6;2
Tephronia codetaria;110214;9;18;2
Tephronia cyrnea;151044;5;8;1
Tephronia tonnara;729181;2;2;2
Tephronia espaniola;749195;6;7;1
Tephronia lepraria;141409;18;26;2
Eumannia lepraria;123836;4;4;1
Tephronia lhommaria;469571;12;18;1
Tephronia nuragica;597409;7;9;2
Tephronia psyloritaria;749196;2;5;1
Eumannia psyloritaria;149341;2;3;1
Tephronia sepiaria;123827;37;48;2
Tephronia theophilaria;888432;0;5;0
Thalera fimbrialis;142620;50;59;3
Thera britannica;158295;52;73;3
Thera cembrae;176027;59;66;2
Thera cognata;158297;56;58;1
Thera cupressata;141797;10;12;1
Thera juniperata;15614;135;148;1
Thera obeliscata;141777;169;204;2
Thera variata;98666;101;125;3
Thera vetustata;98721;25;33;1
Therapis flavicaria;176003;9;14;2
Theria primaria;160366;60;60;1
Theria rupicapraria;160365;15;26;1
Thetidia correspondens;368944;3;6;2
Thetidia plusiaria;262704;1;7;0
Thetidia sardinica;282316;3;6;1
Thetidia smaragdaria;110145;60;75;2
Timandra comae;98692;87;103;1
Timandra griseata;106596;24;31;1
Timandra rectistrigaria;642453;3;6;1
Toulgoetia cauteriata;204484;2;7;1
Trichopteryx carpinata;86560;43;49;1
Trichopteryx polycommata;98682;23;25;1
Triphosa dubitata;182483;64;68;4
Triphosa dubiata;180124;5;5;1
Triphosa petronata;888447;0;3;0
Triphosa sabaudiata;190696;21;23;1
Triphosa taochata;180153;5;7;1
Triphosa tauteli;397465;14;16;1
Venusia blomeri;177438;30;32;2
Discoloxia blomeri;192083;0;2;0
Venusia cambrica;20834;382;391;2
Xanthorhoe abrasaria;8904;186;196;4
Xanthorhoe abrasaria congregata;34839;7;8;1
Xanthorhoe annotinata;183455;9;9;1
Xanthorhoe biriviata;100496;28;31;1
Xanthorhoe decoloraria;74374;123;126;1
Xanthorhoe designata;98724;75;90;2
Xanthorhoe disjunctaria;110140;35;39;2
Xanthorhoe disjunctaria iberaria;262718;4;4;1
Xanthorhoe ferrugata;15721;260;276;4
Xanthorhoe fluctuata;100497;121;146;2
Xanthorhoe iduata;8958;47;48;1
Xanthorhoe friedrichi;155632;3;6;1
Xanthorhoe iberica;888446;4;8;2
Xanthorhoe incursata;123843;10;14;1
Xanthorhoe majorata;288305;7;9;1
Xanthorhoe montanata;123863;94;106;1
Xanthorhoe oxybiata;182716;16;23;1
Xanthorhoe pederi;408090;6;7;1
Xanthorhoe quadrifasiata;110084;46;49;1
Xanthorhoe quadrifasciata;205458;12;16;4
Xanthorhoe rupicola;110202;4;5;1
Xanthorhoe sardisjuncta;396654;8;10;1
Xanthorhoe skoui;155634;1;5;1
Xanthorhoe spadicearia;98712;95;108;2
Xanthorhoe uralensis;288303;4;4;1
Xanthorhoe vidanoi;110210;7;8;1
Xenochlorodes magna;675121;2;2;1
Xenochlorodes nubigena;282333;3;3;1
Xenochlorodes olympiaria;110180;25;32;5
Elophos dilucidaria;180136;28;35;1
Elophos dognini;413558;8;18;1
Elophos serotinaria;224467;14;20;1
Elophos sproengertsi;180231;5;6;1
Elophos vittaria;179043;30;39;2
Zernyia granataria;466643;2;7;1
Acleris abietana;224854;23;27;2
Acleris arcticana;344499;12;18;3
Acleris aspersana;197844;35;39;2
Acleris bergmanniana;224853;43;46;2
Acleris boscanoides;379392;7;7;1
Acleris caledoniana;205672;1;1;1
Acleris comariana;50161;75;78;3
Acleris cristana;224855;33;36;2
Acleris effractana;212405;16;23;2
Acleris emargana;212401;72;82;5
Acleris ferrugana;198045;64;71;2
Acleris fimbriana;295279;9;10;2
Acleris forsskaleana;66192;99;106;1
Acleris hastiana;91896;126;138;5
Acleris hippophaeana;468563;10;14;2
Acleris holmiana;178228;36;52;1
Acleris hyemana;183379;18;21;1
Acleris implexana;20749;33;41;2
Acleris kochiella;205673;12;13;1
Acleris lacordairana;279589;10;11;1
Acleris laterana;197847;47;50;1
Acleris lipsiana;224858;21;23;1
Acleris literana;258116;28;31;1
Acleris logiana;15392;64;70;2
Acleris lorquiniana;286042;9;10;1
Acleris maccana;56118;134;147;1
Acleris nigrilineana;286312;1;1;0
Acleris notana;198113;39;45;2
Acleris caryosphena;479171;3;10;1
Acleris obtusana;286067;13;13;2
Acleris permutana;255588;3;5;1
Acleris quercinana;354191;7;8;1
Acleris rhombana;197848;68;71;1
Acleris roscidana;286500;10;10;1
Acleris rufana;224857;18;18;2
Acleris scabrana;286235;6;7;3
Acleris schalleriana;161332;99;101;2
Acleris shepherdana;224856;15;17;1
Acleris sparsana;198052;44;47;1
Acleris tripunctana;644153;0;4;0
Acleris umbrana;205674;17;17;1
Acleris variegana;91886;127;134;5
Acroclita sonchana;806805;5;5;1
Acroclita subsequana;362412;235;239;7
Adoxophyes orana;179093;62;71;3
Adoxophyes reticulana;644581;0;4;0
Aethes adelaidae;942933;6;6;1
Aethes ardezana;324115;4;5;1
Aethes aurofasciana;255587;10;12;1
Aethes beatricella;198127;6;6;2
Aethes bilbaensis;362415;24;26;7
Aethes caucasica;527946;3;4;1
Aethes cnicana;183464;75;80;1
Aethes confinis;379405;11;11;3
Aethes deaurana;986382;2;3;1
Aethes decimana;255586;8;8;1
Aethes deutschiana;161338;86;90;3
Aethes dilucidana;255722;13;16;1
Aethes fennicana;286464;19;20;2
Aethes flagellana;379403;5;10;1
Aethes francillana;258135;31;35;1
Aethes hartmanniana;224901;57;67;1
Aethes kasyi;379404;3;3;1
Aethes kindermanniana;286395;14;15;1
Aethes kyrkii;286439;6;7;1
Aethes languidana;362416;2;2;1
Aethes margaritana;255679;12;16;1
Aethes margaritifera;379402;2;2;1
Aethes margarotana;299005;9;9;3
Aethes mauritanica;379407;1;3;1
Aethes moribundana;324118;9;10;2
Aethes nefandana;379401;6;7;1
Aethes rubigana;258160;33;38;1
Aethes rutilana;161388;50;53;1
Aethes smeathmanniana;183403;82;85;1
Aethes tesserana;255585;31;36;1
Aethes tornella;379406;2;3;1
Aethes triangulana;286401;7;8;1
Agapeta angelana;285542;1;5;1
Agapeta hamana;179099;79;82;1
Agapeta largana;781547;1;6;1
Agapeta zoegana;90200;225;226;7
Aleimma loeflingiana;197884;109;112;1
Amphicoecia adamana;760868;1;2;1
Ancylis achatana;198080;44;55;1
Ancylis apicella;86657;25;30;3
Ancylis badiana;86658;107;123;4
Ancylis christiandiana;758821;5;7;1
Ancylis comptana;72108;108;117;5
Ancylis diminutana;50190;125;128;2
Ancylis geminana;205720;35;39;1
Ancylis habeleri;343582;14;14;1
Ancylis kenneli;286090;5;5;1
Ancylis laetana;224925;26;28;1
Ancylis mitterbacheriana;150813;53;59;1
Ancylis myrtillana;183452;54;58;2
Ancylis obtusana;198017;24;27;1
Ancylis paludana;279593;11;17;1
Ancylis rhenana;295239;3;4;1
Ancylis sederana;485908;3;3;0
Ancylis selenana;86659;8;10;1
Ancylis sparulana;139922;5;6;1
Ancylis subarcuana;286187;12;13;2
Ancylis tineana;161374;31;40;1
Ancylis uncella;123049;62;63;1
Ancylis unculana;224927;37;44;2
Ancylis unguicella;161373;73;79;1
Ancylis upupana;224926;13;15;1
Aneuxanthis locupletana;285538;0;6;0
Aphelia albociliana;659507;2;3;1
Aphelia euxina;379387;8;8;1
Aphelia ferugana;324146;6;6;1
Aphelia ochreana;254994;7;7;1
Aphelia imperfectana;1139543;5;5;1
Aphelia peramplana;981272;0;5;0
Aphelia stigmatana;754524;2;2;1
Aphelia viburnana;179077;36;37;1
Aphelia viburniana;370696;4;4;1
Apotomis algidana;286126;5;6;1
Apotomis betuletana;179081;75;83;1
Apotomis bifida;224162;20;23;1
Apotomis capreana;18904;167;174;4
Apotomis demissana;369673;6;6;1
Apotomis fraterculana;286138;5;9;1
Apotomis frigidana;50193;28;28;2
Apotomis infida;15274;70;72;2
Apotomis inundana;224867;23;24;1
Apotomis kazarmana;347252;1;1;1
Apotomis lemniscatana;270737;9;9;1
Apotomis lineana;255600;14;16;1
Apotomis moestana;344460;5;5;1
Apotomis sauciana;183483;85;88;1
Apotomis semifasciana;344539;19;23;1
Apotomis sororculana;255593;26;31;2
Apotomis turbidana;198083;40;46;2
Archips betulana;370700;4;5;2
Archips crataegana;179154;32;38;1
Archips oporana;224903;48;53;2
Archips podana;183475;96;101;1
Archips rosana;161389;88;99;1
Archips xylosteana;197963;140;153;2
Argyroploce aquilonana;270702;63;66;2
Argyroploce arbutella;258888;19;22;1
Argyroploce bipunctana;1138321;1;1;1
Argyroploce concretana;370723;3;4;1
Argyroploce externa;370724;18;21;1
Argyroploce lediana;370725;28;32;3
Argyroploce noricana;266483;11;21;1
Argyroploce roseomaculana;343586;13;17;1
Argyrotaenia gogana;535724;6;7;2
Argyrotaenia ljungiana;197954;47;51;1
Aterpia anderreggana;324156;11;11;1
Aterpia chalybeia;286236;1;2;1
Aterpia circumfluxana;800949;0;1;0
Aterpia corticana;255592;18;21;1
Aterpia sieversiana;298992;1;1;1
Avaria hyerana;285540;5;6;2
Avaria joannisiana;981222;3;4;1
Bactra bactrana;379390;10;11;3
Bactra furfurana;47807;111;122;3
Bactra lacteana;280929;55;58;1
Bactra lancealana;183409;130;144;2
Bactra minima;485907;3;3;0
Bactra robustana;179135;16;18;1
Bactra suedana;344503;5;6;1
Bactra venosana;216647;282;293;5
Barbara herrichiana;224924;5;5;2
Brevicornutia pallidana;979320;47;50;2
Cacoecimorpha pronubana;197976;59;85;4
Capricornia boisduvaliana;286370;3;3;1
Capua vulgana;183424;37;40;1
Celypha aurofasciana;205675;16;22;2
Celypha capreolana;299008;4;4;1
Celypha cespitana;50189;118;126;2
Celypha doubledayana;573466;8;8;1
Celypha flavipalpana;258088;32;34;2
Celypha lacunana;197885;179;189;3
Celypha rivulana;258094;25;27;1
Celypha rosaceana;258117;17;18;1
Celypha rufana;205711;43;46;1
Celypha rurestrana;286109;29;30;2
Celypha siderana;370719;24;29;1
Celypha striana;197877;107;115;4
Celypha tiedemanniana;370720;4;5;1
Celypha woodiana;205718;11;12;1
Ceratoxanthis giansalottii;1003443;0;1;0
Choristoneura albaniana;10851;53;56;1
Choristoneura diversana;255591;31;34;3
Choristoneura hebenstreitella;183415;21;27;2
Choristoneura lafauryana;560340;2;3;1
Choristoneura murinana;343557;2;4;1
Clavigesta purdeyi;197973;14;15;2
Clavigesta sylvestrana;205727;3;5;1
Clavigesta tokei;730508;2;2;1
Clepsis balcanica;404695;5;5;1
Clepsis burgasiensis;379418;8;8;1
Clepsis consimilana;197882;124;134;2
Clepsis coriacana;957796;3;3;1
Clepsis coriacanus;806804;2;3;1
Clepsis danilevskyi;756939;0;5;0
Clepsis dumicolana;258086;6;9;1
Clepsis eatoniana;967678;6;6;1
Clepsis illustrana;286198;7;7;2
Clepsis lindebergi;286146;5;6;1
Clepsis mehli;482456;5;5;1
Clepsis moeschleriana;15383;54;56;1
Clepsis neglectana;295278;6;8;1
Clepsis nybomi;295277;2;2;1
Clepsis pallidana;224907;24;28;3
Clepsis peritana;21640;345;355;4
Clepsis rogana;266465;22;27;1
Clepsis rolandriana;600978;0;5;0
Clepsis rurinana;279591;43;45;1
Clepsis senecionana;205705;32;36;1
Clepsis siciliana;254987;20;32;2
Clepsis spectrana;91890;42;47;1
Clepsis steineriana;255590;14;14;1
Clepsis unicolorana;981231;1;7;1
Cnephasia abrasana;379413;7;7;1
Cnephasia alfacarana;210197;2;3;1
Cnephasia alticolana;224862;70;72;1
Cnephasia asseclana;183477;227;236;1
Cnephasia chrysantheana;709169;5;7;2
Cnephasia communana;258089;42;47;2
Cnephasia conspersana;205669;1;4;0
Cnephasia cupressivorana;379412;36;38;1
Cnephasia delnoyana;981246;0;3;0
Cnephasia disforma;1155712;3;3;1
Cnephasia ecullyana;379414;22;22;1
Cnephasia genitalana;197949;98;101;2
Cnephasia graecana;379415;5;5;1
Cnephasia heinemanni;324128;7;7;2
Cnephasia hellenica;981248;2;4;1
Cnephasia heringi;296457;6;6;2
Cnephasia incertana;197936;61;65;2
Cnephasia josebai;998833;1;2;1
Cnephasia laetana;981213;0;5;0
Cnephasia longana;56151;42;52;1
Cnephasia pasiuana;224863;42;45;2
Cnephasia pumicana;645965;6;7;2
Cnephasia sedana;246290;19;24;1
Cnephasia stephensiana;197966;184;189;2
Cnephasia zangheriana;324138;2;2;1
Cochylichroa atricapitana;979325;25;28;3
Cochylichroa hoffmanana;979326;121;129;2
Cochylidia heydeniana;295281;37;38;1
Cochylidia implicitana;261760;49;54;1
Cochylidia moguntiana;344501;11;14;3
Cochylidia richteriana;183397;6;6;1
Cochylidia rupicola;224902;30;37;1
Cochylidia subroseana;286098;16;22;1
Cochylimorpha agenjoi;888702;1;1;1
Cochylimorpha alternana;179137;19;22;1
Cochylimorpha cultana;362410;3;3;2
Cochylimorpha decolorella;379400;4;5;2
Cochylimorpha discopunctana;760601;1;1;1
Cochylimorpha elongana;379398;5;5;1
Cochylimorpha erlebachi;518733;2;2;1
Cochylimorpha fucatana;760870;5;6;2
Cochylimorpha fucosa;894325;4;5;1
Cochylimorpha halophilana;800944;4;4;2
Cochylimorpha hilarana;255711;15;15;1
Cochylimorpha jucundana;800945;6;7;1
Cochylimorpha langeana;1142096;1;1;1
Cochylimorpha meridiana;379399;7;10;2
Cochylimorpha nodulana;1022917;2;3;1
Cochylimorpha perfusana;774747;4;8;1
Cochylimorpha perturbatana;760871;2;2;1
Cochylimorpha punctiferana;967131;2;2;1
Cochylimorpha straminea;198018;65;70;3
Cochylimorpha woliniana;388342;5;6;2
Cochylis flaviciliana;183419;13;13;4
Cochylis roseana;354190;11;13;3
Commophila aeneana;775395;2;10;1
Corticivora piniana;370734;6;6;1
Crocidosema plebejana;50573;755;771;6
Cryptocochylis conjunctana;775393;3;3;1
Cydia adenocarpi;981283;1;4;1
Cydia albipicta;482454;5;5;1
Cydia amplana;463003;47;52;1
Cydia intexta;296454;10;11;1
Cydia cognatana;286276;9;12;1
Cydia conicolana;255577;10;12;1
Cydia coniferana;91878;40;47;2
Cydia cornucopiae;286408;4;4;1
Cydia corollana;286447;5;9;1
Cydia coronillana;224930;0;1;0
Cydia cosmophorana;255578;24;24;1
Cydia cythisanthana;573467;2;3;1
Cydia deshaisiana;198036;25;30;2
Cydia duplicana;255669;24;28;3
Cydia exquisitana;704807;1;1;1
Cydia fagiglandana;179098;134;160;6
Cydia funebrana;205724;1;3;1
Cydia grunertiana;354195;6;7;1
Cydia honorana;700824;1;1;1
Cydia ilipulana;704805;29;31;2
Cydia illutana;255576;28;29;1
Cydia indivisa;255574;11;24;1
Cydia inquinatana;255583;24;25;1
Cydia internana;800953;0;1;0
Cydia interscindana;805806;11;11;2
Cydia jungiella;224931;1;1;1
Cydia leguminana;344507;6;10;1
Cydia lunulana;258889;1;2;1
Cydia medicaginis;286302;9;9;1
Cydia microgrammana;205679;10;13;1
Cydia milleniana;722441;1;2;1
Cydia molybdana;517547;0;2;0
Cydia nigricana;179053;74;83;2
Cydia oxytropidis;344508;9;11;2
Cydia pactolana;255582;22;24;1
Cydia plumbiferana;677319;0;6;0
Cydia pomonella;18876;417;518;2
Cydia pyrivora;492784;10;10;1
Cydia rymarczyki;517548;19;20;1
Cydia semicinctana;800956;0;2;0
Cydia servillana;347283;7;7;2
Cydia splendana;179180;145;203;2
Cydia strigulatana;981245;0;3;0
Cydia strobilella;198028;34;101;2
Cydia succedana;165004;125;132;3
Cydia ulicetana;197982;11;15;2
Cydia vallesiaca;800954;0;2;0
Cydia zebeana;1138326;1;2;1
Cymolomia hartigiana;224871;23;28;2
Diceratura amaranthica;981218;1;4;1
Diceratura infantana;362419;1;4;1
Diceratura ostrinana;379410;4;4;1
Diceratura rhodograpta;379409;4;4;1
Diceratura roseofasciana;379408;4;4;2
Dichelia histrionana;178227;31;32;1
Dichrorampha acuminatana;183492;26;30;1
Dichrorampha aeratana;183412;61;62;4
Dichrorampha agilana;286374;13;14;1
Dichrorampha alexandrae;1138327;2;3;1
Dichrorampha alpigenana;246325;13;13;3
Dichrorampha alpinana;198014;27;29;2
Dichrorampha bugnionana;255580;19;20;4
Dichrorampha bugnionana dolomitana;275525;6;6;2
Dichrorampha cacaleana;258124;5;11;2
Dichrorampha carpatalpina;955253;0;2;0
Dichrorampha chavanneana;324155;6;7;2
Dichrorampha cinerascens;286448;9;9;1
Dichrorampha cinerosana;379437;5;5;1
Dichrorampha consortana;295236;10;13;1
Dichrorampha dinarica;473942;4;4;1
Dichrorampha epicharana;246328;0;1;0
Dichrorampha eximia;955252;1;3;1
Dichrorampha flavidorsana;198105;19;21;1
Dichrorampha forsteri;246300;1;2;1
Dichrorampha gruneriana;379435;0;1;0
Dichrorampha heegerana;286396;9;10;1
Dichrorampha incognitana;560345;4;5;3
Dichrorampha inconspiqua;379441;3;3;1
Dichrorampha incursana;985631;3;3;1
Dichrorampha infuscata;379436;1;2;1
Dichrorampha letarfensis;981262;0;3;0
Dichrorampha ligulana;258890;3;6;1
Dichrorampha mazeli;971958;1;1;0
Dichrorampha melaniana;768532;1;1;1
Dichrorampha minutiana;768534;2;2;1
Dichrorampha montanana;205702;21;22;2
Dichrorampha obscuratana;258131;32;36;1
Dichrorampha petiverella;198009;51;56;1
Dichrorampha piperana;545400;0;5;0
Dichrorampha plumbagana;197986;9;10;1
Dichrorampha plumbana;255579;27;42;2
Dichrorampha rejectana;658883;2;2;1
Dichrorampha podoliensis;955254;4;4;1
Dichrorampha rilana;379391;2;2;1
Dichrorampha sedatana;56238;73;87;3
Dichrorampha senectana;737055;1;3;0
Dichrorampha sequana;255608;11;11;1
Dichrorampha simpliciana;183514;35;40;6
Dichrorampha sylvicolana;286333;6;7;1
Dichrorampha tarmanni;272800;7;7;1
Dichrorampha teichiana;388346;0;3;0
Dichrorampha thomanni;886858;1;1;1
Dichrorampha vancouverana;183515;53;57;1
Dichrorampha gueneeana;255589;2;3;1
Dichrorampha velata;1136595;20;20;1
Ditula angustiorana;91885;108;110;1
Doloploca punctulana;224860;22;26;1
Eana argentana;77248;126;137;3
Eana canescana;224861;33;34;4
Eana derivana;279590;33;34;1
Eana incanana;198109;37;43;1
Eana nervana;493011;5;6;2
Eana nevadana;981214;0;1;0
Eana osseana;124782;262;266;4
Eana penziana;246291;53;53;2
Enarmonia formosana;91877;47;49;1
Endothenia ericetana;198088;20;24;1
Endothenia gentianaeana;197992;37;42;2
Endothenia hebesana;16607;305;317;4
Endothenia lapideana;379419;9;9;1
Endothenia marginana;198046;54;59;2
Endothenia nigricostana;224865;34;38;1
Endothenia oblongana;198008;58;63;2
Endothenia pauperculana;254991;1;4;1
Endothenia pullana;224864;5;8;1
Endothenia quadrimaculana;183414;31;36;1
Endothenia sororiana;641401;6;8;1
Endothenia ustulana;198001;23;25;1
Epagoge grotiana;179159;51;65;1
Epiblema bonifaciensis;971956;1;1;1
Epiblema cirsiana;198015;24;29;1
Epiblema cirsianum;295218;1;1;1
Epiblema cnicicolana;402873;5;5;1
Epiblema costipunctana;205722;10;12;1
Epiblema foenella;183471;86;87;2
Epiblema grandaevana;255568;16;25;3
Epiblema graphana;261759;37;43;3
Epiblema hepaticana;224919;27;31;1
Epiblema inulivora;370711;30;32;1
Epiblema junctana;354194;3;4;1
Epiblema scutulana;197864;66;67;2
Epiblema scutulanum;295221;2;2;1
Epiblema similana;255732;10;10;1
Epiblema simploniana;275498;14;15;3
Epiblema sticticana;197987;39;40;2
Epiblema turbidana;468565;4;9;1
Epiblema tussilaginana;764089;31;33;1
Epichoristodes acerbella;201771;16;16;1
Epinotia abbreviana;197994;47;54;2
Epinotia bilunana;198013;30;32;1
Epinotia brunnichana;198098;27;36;3
Epinotia caprana;344541;6;9;1
Epinotia cedricida;258881;2;4;1
Epinotia crenana;50163;11;12;2
Epinotia cruciana;197830;189;201;3
Epinotia dalmatana;894274;4;4;1
Epinotia demarniana;198129;25;28;1
Epinotia festivana;352302;16;17;1
Epinotia fraternana;183430;20;22;1
Epinotia gimmerthaliana;286040;8;10;1
Epinotia granitana;224874;20;25;1
Epinotia immundana;198122;94;108;3
Epinotia indecorana;179188;17;21;1
Epinotia kochiana;258129;3;5;2
Epinotia maculana;212403;18;23;1
Epinotia mercuriana;246292;30;38;2
Epinotia nanana;18894;127;135;3
Epinotia nemorivaga;255598;10;12;1
Epinotia nigricana;183429;18;23;1
Epinotia nisella;47817;151;169;3
Epinotia cinereana;255599;37;46;3
Epinotia palmqvisti;774738;0;1;0
Epinotia pusillana;255678;8;9;1
Epinotia pygmaeana;224912;19;25;1
Epinotia ramella;197842;53;58;5
Epinotia rubiginosana;224914;37;44;1
Epinotia signatana;224875;18;23;1
Epinotia slovacica;700822;1;1;1
Epinotia solandriana;50149;183;205;1
Epinotia sordidana;258119;7;15;1
Epinotia subocellana;126008;31;37;2
Epinotia subsequana;224913;3;5;1
Epinotia subuculana;508710;4;4;1
Epinotia tedella;179051;88;95;2
Epinotia tenerana;197843;75;83;1
Epinotia tetraquetrana;86660;53;55;2
Epinotia thapsiana;258882;25;29;1
Epinotia trigonella;50165;81;91;3
Epiphyas postvittana;33424;1622;1663;1
Eriopsela fenestrellensis;886857;2;2;1
Eriopsela klimeschi;800951;0;4;0
Eriopsela quadrana;205700;24;27;4
Eucosma abacana;754961;2;2;1
Eucosma aemulana;224916;31;33;1
Eucosma albidulana;362421;16;19;2
Eucosma albuneana;254992;2;3;2
Eucosma aspidiscana;198069;42;47;6
Eucosma balatonana;255708;40;46;2
Eucosma bimaculatana;971944;1;1;1
Eucosma caliacrana;481039;1;3;1
Eucosma campoliliana;254993;25;27;2
Eucosma cana;197901;95;108;2
Eucosma clarescens;379427;5;5;1
Eucosma conformana;379426;7;8;2
Eucosma conterminana;205637;48;50;2
Eucosma culmana;1138978;4;4;1
Eucosma cumulana;733452;2;3;1
Eucosma flavispecula;286150;8;9;2
Eucosma fulvana;179134;37;43;1
Eucosma gonzalezalvarezi;1136994;4;5;1
Eucosma gustavelsneri;892032;1;1;1
Eucosma hypochoeriana;254807;1;1;1
Eucosma incinerana;998836;0;3;0
Eucosma krygeri;354193;2;2;1
Eucosma lacteana;286341;7;9;1
Eucosma luciana;481050;0;4;0
Eucosma messingiana;299012;3;3;1
Eucosma metzneriana;224917;23;28;2
Eucosma obumbratana;179113;47;64;3
Eucosma parvulana;363386;16;17;1
Eucosma pupillana;344542;14;19;1
Eucosma rubescana;560341;1;1;1
Eucosma catoptrana;517530;2;2;1
Eucosma saussureana;286371;3;3;1
Eucosma scorzonerana;237393;7;17;1
Eucosma suomiana;183524;9;9;1
Eucosma tripoliana;205677;15;16;1
Eucosma tundrana;760876;3;3;1
Eucosma urbana;981273;0;1;0
Eucosma wimmerana;388343;9;9;1
Eucosmomorpha albersana;183407;18;26;2
Eudemis porphyrana;179162;32;39;1
Eudemis profundana;183478;86;96;2
Eugnosta lathoniana;285543;6;8;1
Eugnosta magnificana;285541;35;43;3
Eulia ministrana;8242;88;95;1
Eupoecilia ambiguella;183405;33;38;1
Eupoecilia angustana;183495;45;55;2
Eupoecilia sanguisorbana;224900;13;13;1
Exapate bicuspidella;402876;0;1;0
Exapate congelatella;198112;16;18;1
Exapate duratella;362468;12;13;1
Falseuncaria degreyana;183512;17;18;1
Falseuncaria ruficiliana;205706;60;75;1
Fulvoclysia nerminae;299004;6;7;1
Gibberifera simplana;183505;10;14;1
Grapholita andabatana;598662;12;15;2
Grapholita aureolana;270701;66;78;1
Grapholita caecana;246294;21;21;1
Grapholita compositella;183436;22;25;1
Grapholita coronillana;379428;10;10;1
Grapholita cotoneastri;754107;7;7;2
Grapholita delineana;155898;22;32;2
Grapholita discretana;344510;11;13;1
Grapholita fissana;471655;16;16;1
Grapholita funebrana;179112;92;107;2
Grapholita gemmiferana;379429;23;23;5
Grapholita janthinana;198090;38;43;1
Grapholita jungiella;198059;17;23;1
Grapholita larseni;641405;2;3;1
Grapholita lathyrana;379430;3;3;1
Grapholita lobarzewskii;200716;21;21;1
Grapholita lunulana;179052;15;16;5
Grapholita molesta;18860;142;218;2
Grapholita nebritana;379431;3;5;1
Grapholita orobana;179063;9;9;1
Grapholita pallifrontana;179143;17;20;2
Grapholita pyrivora;985626;0;1;0
Grapholita tenebrosana;286061;59;65;5
Gravitarmata margarotana;388345;14;16;2
Gynnidomorpha alismana;286479;23;27;2
Gynnidomorpha luridana;295280;8;8;1
Gynnidomorpha manniana;286339;0;1;0
Gynnidomorpha minimana;286296;13;13;1
Gynnidomorpha permixtana;255668;35;38;1
Gynnidomorpha rubricana;1138332;2;2;1
Gynnidomorpha vectisana;286300;13;13;1
Gypsonoma aceriana;197839;89;96;1
Gypsonoma dealbana;179149;70;73;2
Gypsonoma imparana;275507;6;6;1
Gypsonoma minutana;286210;20;28;3
Gypsonoma nitidulana;179078;26;31;1
Gypsonoma obraztsovi;730509;1;2;1
Gypsonoma oppressana;224918;11;23;1
Gypsonoma parryana;100112;24;26;1
Gypsonoma sociana;198089;38;45;1
Hedya dimidiana;162698;10;12;2
Hedya nubiferana;8176;170;183;2
Hedya ochroleucana;161372;72;73;3
Hedya pruniana;179129;52;57;1
Hedya salicella;224868;37;46;1
Hysterophora maculosana;677321;3;5;2
Isotrias cuencana;254995;5;5;1
Isotrias hybridana;379439;13;14;3
Isotrias penedana;793377;6;6;1
Isotrias rectifasciana;198065;45;47;1
Isotrias stramentana;258883;7;9;1
Lathronympha strigana;179147;106;115;6
Lepteucosma huebneriana;493008;10;11;1
Lobesia abscisana;197947;15;19;1
Lobesia andereggiana;379420;2;4;1
Lobesia artemisiana;379421;14;14;1
Lobesia arzilae;1138995;2;3;0
Lobesia bicinctana;50157;25;28;2
Lobesia botrana;469214;93;102;1
Lobesia cinerariae;517550;1;1;1
Lobesia helychrysana;517549;3;3;1
Lobesia indusiana;379422;4;4;1
Lobesia limoniana;362414;6;6;1
Lobesia littoralis;354192;10;12;1
Lobesia neptunia;1141939;1;1;1
Lobesia porrectana;913890;2;4;1
Lobesia quaggana;800950;0;6;0
Lobesia reliquana;183420;39;54;1
Lobesia virulenta;286075;36;46;3
