Eylais canariensis;Eylais planipons
Frontipodopsis reticulatifrons;Frontipodopsis reticulatifrons
Parathyas rarus;Parathyas palustris
Atractides maderensis;Torrenticola maderensis
Atractides similis;Torrenticola similis
Lethaxona pygmaea;Lethaxona pygmaea
Acercopsis pistillifer;Acercopsis pistillifer
Limnolegeria longiseta ;Limnolegeria longiseta 
Torrenticola maderensis;Torrenticola maderensis
Pyropteron nigrobarbata;Pyropteron minianiformis
Synanthedon herzi;Synanthedon formicaeformis
Euxoa emolliens;Euxoa christophi
Sympistis lapponica;Pararctia lapponica
Chaetocladius guisseti;Chaetocladius (Chaetocladius) guisseti
Virgatanytarsus rossaroi;Tanytarsus rossaroi
Otiorhynchus lugdunensis;Otiorhynchus tenebricosus;
Otiorhynchus obsoletus;Dodecastichus obsoletus;
Otiorhynchus scaber;Provadilus rugifrons;FE
Otiorhynchus squamosus;Laparocerus squamosus;
Otiorhynchus tristis;Otiorhynchus stierlini;FE
Otocolobus manul;Felis manul;
Oulobophora externata;Oulobophora externaria;
Oxybelus haemorrhoidalis;Oxybelus haemorrhoidalis;HySI
Oxybelus latidens;Oxybelus subspinosus;
Oxybelus latro;Oxybelus latro;HySI
Oxybelus mandibularis;Oxybelus variegatus;HySI
Oxybelus mucronatus;Oxybelus subulatus;HySI
Oxybelus trispinosus;Oxybelus trispinosus;HySI
Oxybelus uniglumis;Oxybelus uniglumis;HySI
Oxycarenus fasciata;Macroplax fasciata;
Oxycarenus lavaterae;Oxycarenus (Oxycarenus) lavaterae;FE
Oxycarenus modestus;Oxycarenus (Pseudoxycarenus) modestus;FE
Oxycarenus pallens;Oxycarenus (Euoxycarenus) pallens;
Oxycera centralis;Oxycera centralis;ITIS
Oxylaemus cylindricus;Oxylaemus americanus;FE
Oxypsila abdominalis;Oxypsila abdominalis;FD
Oxyptilus adamczewskii;Crombrugghia distans;
Oxyptilus parvidactylus;Oxyptilus parvidactyla;
Pachycnemia pravieli;Pachycnemia tibiaria;
Pachypanchax playfairii;Pachypanchax sakaramyi;WORMS
Pachythelia villosella;Pachytelia villosella;FE
Pagellus bellottii;Pagellus natalensis;WORMS
Palaemon antennarius;Palaemonetes antennarius;
Palaemon varians;Palaemonetes varians;
Palaeocrocota ostrogovichi;Isturgia roraria;FE
Palarus variegatus;Palarus variegatus;HySI
Palorus ratzeburgii;Palorus ratzeburgi;
Palpiphitime lobifera;Ophryotrocha lobifera;
Palpomyia pubescens;Palpomyia spinipes;FE
Panemeria jocosa;Panemeria tenebrata;
Panorpa alpina;Aulops alpina;
Panorpa vulgaris;Panorpa communis;FE
Panthera uncia;Uncia uncia;
Pantilius tunicatus;Pantilius (Pantilius) tunicatus;FE
Parabeckerias obtusinervis;Cephalops (Parabeckerias) obtusinervis;FE
Parachipteria bella;Campachipteria bella;FE
Paracladopelma nigritulum;Paracladopelma (Cryptochironomus) nigritulum;FE
Paracoenia fumosa;Paracoenia (Paracoenia) fumosa;FE
Paracraspedothrix montivaga;Chaetostigmoptera montivaga;
Paradelphomyia fuscula;Paradelphomyia (Oxyrhiza) fuscula;
Paradelphomyia nigrina;Paradelphomyia (Oxyrhiza) nigrina;
Paradelphomyia senilis;Paradelphomyia (Oxyrhiza) senilis;
Paradiarsia glareosa;Eugnorisma glareosa;
Paradoneis eliasoni;Cirrophorus eliasoni;
Paradrina rebeliAz;Caradrina rebeli;
Paradrina rebeliGom;Caradrina rebeli;
Paragus albifrons;Paragus (Paragus) albifrons;FE
Paragus antoinettae;Paragus (Paragus) antoinettae;
Paragus ascoensis;Paragus (Pandasyopthalmus) ascoensis;
Paragus bicolor;Paragus (Paragus) bicolor;FE
Paragus bradescui;Paragus (Paragus) antoinettae;
Paragus constrictus;Paragus (Paragus) constrictus;
Paragus finitimus;Paragus (Paragus) finitimus;
Paragus haemorrhous;Paragus (Pandasyopthalmus) haemorrhous;ITIS
Paragus hermomensis;Paragus (Paragus) hermonensis;BEL
Paragus hyalopteri;Paragus (Paragus) hyalopteri;
Paragus majoranae;Paragus (Paragus) majoranae;FE
Paragus pecchiolii;Paragus (Paragus) pecchiolii;
Paragus punctulatus;Paragus (Paragus) punctulatus;
Paragus quadrifasciatus;Spilomyia sayi;
Paragus romanicus;Paragus (Paragus) romanicus;
Paragus sexarcuatus;Paragus (Paragus) sexarcuatus;
Paragus strigatus;Paragus (Paragus) strigatus;
Paragus tibialis;Paragus (Pandasyopthalmus) tibialis;FE
Paragus vandergooti;Paragus (Paragus) vandergooti;
Parajungiella longicornis;Jungiella (Parajungiella) longicornis;FE
Parajungiella pseudolongicornis;Jungiella (Parajungiella) pseudolongicornis;
Paralipsa gularis;Aphomia gularis;FE
Parallelomma paridis;Americina vittata;
Parapsallus vitellinus;Plagiognathus vitellinus;CoPH
Pararctia lapponica;Arctia lapponica;BT
Parasemia plantaginis;Arctia plantaginis;FE
Parastichtis ypsillon;Apterogenum ypsillon;
Paraswammerdamia lutarea;Paraswammerdamia nebulella;
Parasyrphus lineola;Parasyrphus lineolus;
Paratanytarsus brevicalcar;Paratanytarsus (Tanytarsus) brevicalcar;FE
Parathyas thoracata;Thyas thoracata;FE
Paratrygon ajereba;Paratrygon aiereba;
Pardalisca cuspidata;Pardalisca abyssi;
Pardosa tatarica;Pardosa atomaria;
Parerythrops obesa;Parerythrops obesus;
Parnassius phoebus;Parnassius sacerdos;FE
Parochthiphila coronata;Parochthiphila (Euestelia) coronata;
Parochthiphila spectabilis;Parochthiphila (Parochthiphila) spectabilis;FE
Parornix leucostola;Parornix alpicola;
Parornix szoecsi;Parornix szocsi;
Parorthocladius korneyevi;Hydrobaenus korneyevi;
Parydra aquila;Parydra (Parydra) aquila;ITIS
Parydra coarctata;Parydra (Parydra) coarctata;FE
Parydra danensis;Parydra (Chaetoapnaea) danensis;
Parydra fossarum;Parydra (Chaetoapnaea) fossarum;
Parydra hecate;Parydra (Chaetoapnaea) hecate;
Parydra littoralis;Parydra (Parydra) littoralis;FE
Parydra mitis;Parydra (Chaetoapnaea) mitis;
Parydra nigritarsis;Parydra (Parydra) nigritarsis;
Parydra nubecula;Parydra (Parydra) nubecula;
Parydra pusilla;Parydra (Chaetoapnaea) pusilla;
Parydra quadripunctata;Parydra (Parydra) quadripunctata;
Parydra quinquemaculata;Parydra (Parydra) quinquemaculata;
Passaloecus corniger;Passaloecus gracilis;HySI
Passaloecus gracilis;Passaloecus singularis;HySI
Passaloecus insignis;Passaloecus gracilis;HySI
Passaloecus monilicornis;Passaloecus gracilis;HySI
Passaloecus singularis;Passaloecus mongolicus;HySI
Patrobus australis;Patrobus septentrionis;
Paucgraphia erythrina;Lycophotia erythrina;
Pechipogo plumigeralis;Polypogon plumigeralis;FE
Pectinaria hyperborea;Cistenides hyperborea;
Pediacus dermestoides;Pediacus fuscus;ITIS
Pedicia apusenica;Pedicia (Crunobia) apusenica;
Pedicia littoralis;Pedicia (Crunobia) littoralis;
Pedicia lobifera;Pedicia (Crunobia) lobifera;
Pedicia nielseni;Pedicia (Crunobia) nielseni;
Pedicia occulta;Pedicia (Amalopis) occulta;
Pedicia riedeli;Pedicia (Crunobia) riedeli;
Pedicia rivosa;Pedicia (Pedicia) rivosa;FE
Pedicia spinifera;Pedicia (Crunobia) spinifera;
Pedicia staryi;Pedicia (Crunobia) staryi;
Pedicia straminea;Pedicia (Crunobia) straminea;
Pedicia zangheriana;Pedicia (Crunobia) zangheriana;
Pedicia zernyi;Pedicia (Crunobia) zernyi;FE
Pegusa impar;Pegusa nasuta;WORMS
Pelecocera caledonicus;Pelecocera caledonica;
Pelecocera hederae;Pelecocera (Chamaesyrphus) hederae;
Pelecocera lusitanica;Chamaesyrphus lusitanicus;
Pelecocera lusitanicus;Chamaesyrphus lugubris;
Pelecocera nigricornis;Chamaesyrphus nigrifacies;
Pelecocera pruinosomaculata;Chamaesyrphus pruinosomaculata;
Pelecocera pruinosomaculatus;Chamaesyrphus pruinosomaculata;
Pelecocera scaevoides;Chamaesyrphus scaevoides;
Peleteria aenea;Peleteria (Peleteria) aenea;ITIS
Pelomyiella cinerella;Pelomyiella (Leptomyza) cinerella;FE
Pempelia amoenella;Oncocera amoenella;FE
Pemphredon clypealis;Pemphredon morio;
Pemphredon lethifer;Pemphredon lethifer;HySI
Pemphredon littoralis;Pemphredon lethifer;
Pemphredon lugubris;Pemphredon lugens;HySI
Pemphredon montanus;Pemphredon lugens;
Pemphredon morio;Pemphredon lugens;HySI
Pemphredon podagrica;Pemphredon lugens;HySI
Pemphredon rugifer;Pemphredon rugifera;ITIS
Pemphredon wesmaeli;Pemphredon rugifera;HySI
Penaeus vannamei;Litopenaeus vannamei;
Pentatoma rufipes;Pentatoma (Pentatoma) rufipes;FE
Perca fluviatilis;Perca flavescens;WORMS
Peribalus strictus;Peribalus (Peribalus) strictus;FE
Peribatodes abstersaria;Peribatodes perversaria;FE
Peribatodes buxicolaria;Peribatodes perversaria;FE
Peribatodes subflavaria;Peribatodes perversaria;FE
Pericallia matronula;Arctia matronula;FE
Pericoma barbarica;Pericoma (Pericoma) barbarica;
Pericoma blandula;Pericoma (Pachypericoma) blandula;
Pericoma diversa;Pericoma (Pericoma) diversa;
Pericoma fallax;Pericoma (Pachypericoma) fallax;
Pericoma pseudoexquisita;Pericoma (Pericoma) pseudexquisita;FE
Pericoma trifasciata;Pericoma (Pericoma) trifasciata;FE
Periscelis nigra;Periscelis (Periscelis) nigra;SyDip
Periscelis winnertzii;Periscelis (Periscelis) winnertzii;
Periscepsia carbonaria;Periscepsia (Periscepsia) carbonaria;FE
Periscepsia prunaria;Periscepsia (Ramonda) prunaria;
Periscepsia ringdahli;Periscepsia (Ramonda) ringdahli;
Periscepsia spathulata;Periscepsia (Ramonda) spathulata;
Periscepsia stylata;Periscepsia (Petinarctia) stylata;ITIS
Peritelus leucogrammus;Centricnemus leucogrammus;
Perizoma didymata;Mesotype didymata;
Perizoma parallelolineata;Mesotype parallelolineata;
Peromyia brevispina;Peromyia fungicola;
Pestarella tyrrhena;Gilvossius tyrrhenus;
Petromyzon marinus;Lethenteron camtschaticum;WORMS
Petrophora convergata;Perigune convergata;FE
Petrophora narbonea;Perigune narbonea;FE
Peyerimhoffia quadrifera;Alpinosciara quadrifera;
Peyerimhoffia sepei;Alpinosciara sepei;
Peyerimhoffia vagabunda;Cratyna (Peyerimhoffia) vagabunda;FE
Phaeogenes nigridens;Tycherus nigridens;
Phakellia ventilabrum;Cladocroce ventilabrum;
Phalacropterix apiformis;Phalacropterix restonicae;FE
Phalacropterix praecellens;Phalacropterix calberlae;FE
Phalacrotophora berolinensis;Phalacrotophora (Omapanta) berolinensis;
Phalacrotophora fasciata;Phalacrotophora (Omapanta) fasciata;FE
Phalacrus caricis;Phalacrus nigrinus;
Phallocryptus spinosa;Phallocryptus spinosus;
Phaonia laeta;Phaonia (Phaonia) laeta;ITIS
Phascolion tuberculosum;Phascolion (Isomya) tuberculosum;ITIS
Phauloppia pilosa;Astegistes pilosus;FE
Pherbellia albocostata;Pherbellia (Chetocera) albocostata;ITIS
Pherbellia brunnipes;Pherbellia (Oxytaenia) brunnipes;ITIS
Pherbellia dorsata;Pherbellia (Chetocera) dorsata;FE
Pherbellia griseola;Pherbellia (Chetocera) griseola;ITIS
Pherbellia obscura;Pherbellia (Chetocera) obscura;ITIS
Pherbellia ventralis;Pherbellia (Chetocera) ventralis;ITIS
Phigaliohybernia marginaria;Agriopis marginaria;
Philanthus coronatus;Philanthus coronatus;HySI
Philanthus pulchellus;Philanthus politus;HySI
Philanthus triangulum;Philanthus triangulum;HySI
Philanthus venustus;Philanthus venustus;HySI
Philine aperta;Philine quadripartita;
Philine pruinosa;Laona pruinosa;
Philine ventricosa;Laona ventricosa;
Philomyrmex insignis;Pilophorus perplexus;CoPH
Philonthus intermedius;Philonthus alcyoneus;FE
Philonthus puella;Bisnius puella;
Philonthus rubripennis;Gabrius lividipes;FE
Philonthus sparsus;Bisnius sparsus;
Philonthus spermophili;Bisnius spermophili;
Philopotamus variegatus;Neureclipsis bimaculata;FE
Philosepedon balkanicus;Philosepedon balkanica;
Philosepedon pyrenaicus;Philosepedon pyrenaica;
Phimodera lapponica;Phimodera lapponica;CoPH
Phlebotomus alexandri;Phlebotomus (Paraphlebotomus) alexandri;
Phlebotomus ariasi;Phlebotomus (Larroussius) ariasi;
Phlebotomus balcanicus;Phlebotomus (Adlerius) balcanicus;
Phlebotomus galilaeus;Phlebotomus (Larroussius) galilaeus;
Phlebotomus mascittii;Phlebotomus (Larroussius) mascittii;
Phlebotomus neglectus;Phlebotomus (Larroussius) neglectus;
Phlebotomus papatasi;Phlebotomus (Phlebotomus) papatasi;FE
Phlebotomus perfiliewi;Phlebotomus (Larroussius) perfiliewi;
Phlebotomus perniciosus;Phlebotomus (Larroussius) perniciosus;
Phlebotomus sergenti;Phlebotomus (Paraphlebotomus) sergenti;
Phlebotomus simici;Phlebotomus (Adlerius) simici;
Phlebotomus tobbi;Phlebotomus (Larroussius) tobbi;
Phloeophagus lignarius;Phloeophagus turbatus;FE
Phlogophora jarmilae;Phlogophora interrupta;
Phloiotrya rufipes;Phloiotrya tenuis;FE
Phloiotrya vaudoueri;Phloiotrya tenuis;
Phoca groenlandica;Pagophilus groenlandicus;
Phoenicopterus roseus;Phoenicopterus ruber;
Phora atra;Diplonevra funebris;ITIS
Phorocera grandis;Austrophorocera grandis;SyDip
Phortica semivirgo;Phortica (Phortica) semivirgo;FE
Phortica variegata;Phortica (Phortica) variegata;FE
Photedes pygmina;Denticucullus pygmina;
Phoxinus lumaireul;Phoxinus ujmonensis;FE
Phoxinus marsilii;Phoxinus phoxinus;
Phoxinus phoxinus;Phoxinus ujmonensis;WORMS
Phragmatobia luctifera;Epatolmis luctifera;FE
Phronia basalis;Phronia tenuis;SyDip
Phronia flavicollis;Phronia flavicollis;SyDip
Phronia humeralis;Phronia insularis;SyDip
Phronia signata;Phronia austriaca;FE
Phronia strenua;Phronia flavicollis;FE
Phtheochroa ocralana;Phtheochroa ochralana;
Phthiracarus anonymus;Archiphthiracarus anonymus;ITIS
Phthiracarus clavatus;Phthiracarus bryobius;
Phthiracarus italicus;Phthiracarus ferrugineus;FE
Phthitia empirica;Phthitia (Alimosina) empirica;
Phthitia plumosula;Phthitia (Kimosina) plumosula;
Phylidorea abdominalis;Phylidorea (Phylidorea) abdominalis;FE
Phylidorea bicolor;Phylidorea (Phylidorea) bicolor;FE
Phylidorea ferruginea;Phylidorea (Phylidorea) ferruginea;FE
Phylidorea fulvonervosa;Phylidorea (Paraphylidorea) fulvonervosa;
Phylidorea heterogyna;Phylidorea (Phylidorea) heterogyna;FE
Phylidorea longicornis;Phylidorea (Phylidorea) longicornis;FE
Phylidorea nervosa;Phylidorea (Phylidorea) nervosa;FE
Phylidorea nigronotata;Phylidorea (Macrolabina) nigronotata;FE
Phylidorea squalens;Phylidorea (Phylidorea) squalens;FE
Phylidorea umbrarum;Phylidorea (Phylidorea) umbrarum;FE
Phyllobius contemptus;Pterygorrhynchus contemptus;
Phyllodoce groenlandica;Anaitides groenlandica;
Phyllodoce longipes;Anaitides longipes;
Phyllodoce maculata;Anaitides maculata;
Phyllodoce madeirensis;Anaitides madeirensis;
Phyllodoce mucosa;Anaitides mucosa;
Phyllonorycter emberizaepennella;Phyllonorycter emberizaepenella;
Phyllonorycter helianthemella;Triberta helianthemella;FE
Phyllonorycter platanoidella;Phyllonorycter joannisi;
Phyllonorycter robiniella;Macrosaccus robiniella;FE
Phyllonorycter scorpius;Phyllonorycter echinosparti;
Phylloscopus sibilatrix;Phylloscopus sibillatrix;FE
Phyllotreta aerea;Phyllotreta punctulata;
Phylo norvegicus;Phylo norvegica;
Phylus coryli;Phylus (Phylus) coryli;ITIS
Phylus melanocephalus;Phylus (Phylus) melanocephalus;FE
Phylus plagiatus;Phylus (Teratoscopus) plagiatus;
Phymata crassipes;Phymata (Phymata) crassipes;ITIS
Physeter catodon;Physeter macrocephalus;
Phytocoris austriacus;Phytocoris (Ktenocoris) austriacus;
Phytocoris dimidiatus;Phytocoris (Phytocoris) dimidiatus;
Phytocoris hirsutulus;Phytocoris (Phytocoris) hirsutulus;
Phytocoris insignis;Phytocoris (Ktenocoris) insignis;
Phytocoris intricatus;Phytocoris (Phytocoris) intricatus;
Phytocoris longipennis;Phytocoris (Phytocoris) longipennis;
Phytocoris pini;Phytocoris (Phytocoris) pini;
Phytocoris populi;Phytocoris (Phytocoris) populi;ITIS
Phytocoris reuteri;Phytocoris (Phytocoris) reuteri;
Phytocoris tiliae;Phytocoris (Phytocoris) tiliae;FE
Phytocoris ulmi;Phytocoris (Ktenocoris) ulmi;
Phytocoris varipes;Phytocoris (Ktenocoris) varipes;
Phytoecia uncinata;Opsilia uncinata;
Phytomyptera vaccinii;Phytomyptera nigrina;FE
Phytomyza aegopodii;Phytomyza angelicae;
Phytomyza aprilina;Phytomyza lonicerae;SyDip
Phytomyza autumnalis;Phytomyza spinaciae;FE
Phytomyza ciliata;Chromatomyia ciliata;
Phytomyza elegans;Napomyza elegans;
Phytomyza erigerontophaga;Chromatomyia erigerontophaga;
Phytomyza evanescens;Napomyza evanescens;FE
Phytomyza farfarella;Chromatomyia farfarella;
Phytomyza fuscula;Chromatomyia fuscula;SyDip
Phytomyza glabra;Napomyza glabra;
Phytomyza hendeli;Phytomyza solidaginis;
Phytomyza hirticornis;Napomyza hirticornis;
Phytomyza horticola;Chromatomyia horticola;SyDip
Phytomyza ilicis;Phytomyza ilicicola;SyDip
Phytomyza isicae;Chromatomyia isicae;
Phytomyza lateralis;Napomyza lateralis;
Phytomyza lonicerae;Aulagromyza (Phytagromyza) lonicerae;SyDip
Phytomyza luzulae;Chromatomyia luzulae;
Phytomyza marginalis;Napomyza nigritula;
Phytomyza milii;Chromatomyia milii;SyDip
Phytomyza minuscula;Phytomyza ancholiae;ITIS
Phytomyza nigra;Chromatomyia nigra;SyDip
Phytomyza nigritula;Napomyza nigritula;FE
Phytomyza norwegica;Chromatomyia norwegica;
Phytomyza opacella;Chromatomyia opacella;SyDip
Phytomyza periclymeni;Chromatomyia periclymeni;
Phytomyza primulae;Chromatomyia primulae;
Phytomyza puccinelliae;Chromatomyia puccinelliae;
Phytomyza ramosa;Phytomyza nigritella;
Phytomyza ranunculi;Phytomyza ranunculi;ITIS
Phytomyza scolopendri;Chromatomyia scolopendri;SyDip
Phytomyza tetrasticha;Phytomyza obscura;
Phytomyza tripolii;Aulagromyza tripolii;
Phytosciara furtiva;Phytosciara (Prosciara) furtiva;
Phytosciara halterata;Phytosciara (Phytosciara) halterata;FE
Phytosciara macrotricha;Phytosciara (Phytosciara) macrotricha;FE
Phytosciara mima;Phytosciara (Prosciara) mima;
Phytosciara nigrovittata;Phytosciara (Prosciara) nigrovittata;
Phytosciara plusiochaeta;Phytosciara (Prosciara) plusiochaeta;
Phytosciara porrecta;Phytosciara (Prosciara) porrecta;
Phytosciara producta;Phytosciara (Prosciara) producta;
Phytosciara saetosa;Phytosciara (Dolichosciara) saetosa;
Pieris napi;Pieris balcana;FE
Piezura pardalina;Piezura graminicola;
Pimpla aquilonia;Pimpla insignatoria;
Pimpla sodalis;Pimpla nigrohirsuta;FE
Pimpla strigipleuris;Pimpla spuria;
Pionacercus vatrax;Pionacercopsis vatrax;FE
Pionosyllis enigmatica;Pionosyllis nidrosiensis;
Piophila casei;Piophila (Piophila) casei;ITIS
Pipiza austriaca;Pipiza festiva;
Pipizella certa;Pipizella brevis;
Piscicola respirans;Cystobranchus respirans;
Pisidia longicornis;Porcellana longicornis;
Pisidium milium;Pisidium pseudosphaerium;FE
Pisidium pulchellum;Pisidium casertanum;
Plagiolepis schmitzii;Plagiolepis schmitzi;
Plagiolepis vindobonensis;Plagiolepis tauricus;
Plagiotremus laudandus;Plagiotremus flavus;WORMS
Platybelone argalus;Platybelone lovii;WORMS
Platycheirus carinata;Platycheirus carinatus;ITIS
Platycheirus granditarsis;Platycheirus granditarsus;ITIS
Platycheirus holarcticus;Platycheirus naso;ITIS
Platycheirus monticolus;Platycheirus monticola;
Platylabus sternoleucus;Asthenolabus sternoleucus;
Platynereis dumerili;Platynereis dumerilii;
Platynochaetus setosus;Merodon (Platynochaetus) setosus;FE
Platynothrus peltifer;Heminothrus peltifer;
Platynothrus punctatus;Heminothrus punctatus;
Platypalpus politus;Platypalpus politellus;SyDip
Platyperigea kadenii;Caradrina kadenii;
Platyptilia tetradactyla;Gillmeria ochrodactyla;
Platyura marginata;Orfelia limbata;SyDip
Plea minutissima;Plea minutissima ;
Plebejidea loewi;Plebejidea loewii;
Plebejus agestis;Aricia agestis;
Plebejus aquilo;Plebejus glandon;
Plebejus glandon;Plebejus glandon;ITIS
Plebejus maracandicus;Plebejus maracandica;
Plebejus nicias;Aricia nicias;
Plebejus orbitulus;Agriades orbitulus;
Plebejus psylorita;Kretania psylorita;
Plebejus pyrenaica;Agriades pyrenaica;
Plectorhinchus pictus;Diagramma pictum;FB
Pleuroptya balteata;Patania balteata;FE
Pleuroptya crocealis;Patania balteata;FE
Pleurota bitrabicella;Pleurota aristella;
Pleurota candia;Pleurota pyropella;
Pleurota cyrniella;Pleurota aristella;
Pleurota iberica;Pleurota proteella;
Pleurota idalia;Pleurota pyropella;
Pleurota malatya;Pleurota proteella;
Pleurota schlaegeriella;Pleurota aristella;
Pleurota semicanella;Pleurota pyropella;
Pleuroxus laevis;Picripleuroxus laevis;
Plinthisus brevipennis;Plinthisus (Plinthisus) brevipennis;ITIS
Plinthisus pusillus;Plinthisus (Plinthisomus) pusillus;
Plinthus findeli;Plinthus findelii;
Plusia chrysitis;Diachrysia chrysitis;
Plusia stenochrysis;Diachrysia stenochrysis;
Plutella megapterella;Plutella xylostella;
Podocoryna carnea;Hydractinia carnea;
Podops curvidens;Podops (Opocrates) curvidens;
Podops inunctus;Podops (Podops) inunctus;FE
Poecilagenia rubricans;Poecilagenia sculpturata;HySI
Poecilimon klisuriensis;Poecilimon ebneri;
Poecilobothrus nobilitatus;Poecilobothrus (Poecilobothrus) nobilitatus;FE
Poecilobothrus regalis;Poecilobothrus (Poecilobothrus) regalis;FE
Poecilus cupreus;Poecilus versicolor;FE
Polia conspicua;Polia vesperugo;
Polinices polianus;Euspira nitida;
Pollenia vagabunda;Pollenia intermedia;ITIS
Polycentropus irroratus;Polycentropus flavomaculatus;
Polycera capitata;Polycera norvegica;
Polydesmus dismilus;Propolydesmus dismilus;
Polydesmus gallicus;Polydesmus coriaceus;
Polydesmus hessei;Polydesmus fanzagoi;
Polydesmus tridentinus;Polydesmus fanzagoi;
Polymerus asperulae;Polymerus (Poeciloscytus) asperulae;
Polymerus brevicornis;Polymerus (Poeciloscytus) brevicornis;
Polymerus cognatus;Polymerus (Poeciloscytus) cognatus;
Polymerus holosericeus;Polymerus (Polymerus) holosericeus;
Polymerus lammesi;Polymerus (Poeciloscytus) lammesi;
Polymerus microphthalmus;Polymerus (Poeciloscytus) microphthalmus;
Polymerus nigrita;Polymerus (Pachycentrum) nigrita;FE
Polymerus palustris;Polymerus (Poeciloscytus) palustris;
Polymerus tepastus;Polymerus (Poeciloscytus) tepastus;
Polymerus unifasciatus;Polymerus (Poeciloscytus) unifasciatus;
Polymerus vulneratus;Polymerus (Poeciloscytus) vulneratus;
Polymixis canescens;Aporophyla canescens;
Polymona lapidicola;Ocneria lapidicola;
Polyommatus abdon;Polyommatus icarus;
Polyommatus ainsae;Polyommatus fulgens;
Polyommatus andronicus;Polyommatus icarus;
Polyommatus bellargus;Lysandra bellargus;
Polyommatus elenae;Polyommatus elena;
Polyommatus pljushtchi;Polyommatus damone;
Polyommatus sagratrox;Polyommatus golgus;
Polyommatus semiargus;Cyaniris semiargus;
Polypedilum acutum;Polypedilum (Polypedilum) acutum;
Polypedilum aegyptium;Polypedilum (Tripodura) aegyptium;
Polypedilum albicorne;Polypedilum (Polypedilum) albicorne;FE
Polypedilum albinodus;Polypedilum (Tripodura) albinodus;
Polypedilum amoenum;Polypedilum (Polypedilum) amoenum;
Polypedilum asoprimum;Polypedilum (Tripodura) asoprimum;
Polypedilum bicrenatum;Polypedilum (Tripodura) bicrenatum;
Polypedilum convictum;Polypedilum (Polypedilum) convictum;ITIS
Polypedilum cultellatum;Polypedilum (Polypedilum) cultellatum;
Polypedilum laetum;Polypedilum (Polypedilum) laetum;ITIS
Polypedilum nubeculosum;Polypedilum (Polypedilum) nubeculosum;ITIS
Polypedilum nubens;Nubensia nubens;
Polypedilum pullum;Polypedilum (Tripodura) pullum;
Polypedilum quadriguttatum;Polypedilum (Tripodura) quadriguttatum;
Polypedilum scalaenum;Polypedilum (Tripodura) scalaenum;ITIS
Polypedilum simulans;Polypedilum (Tripodura) simulans;
Polypedilum sordens;Polypedilum (Pentapedilum) sordens;ITIS
Polypedilum tetracrenatum;Polypedilum (Tripodura) tetracrenatum;
Polypedilum tridens;Polypedilum (Polypedilum) tridens;
Polypedilum tritum;Polypedilum (Pentapedilum) tritum;ITIS
Polypedilum tuberculum;Polypedilum (Polypedilum) tuberculum;
Polypedilum uncinatum;Polypedilum (Pentapedilum) uncinatum;
Polyphaenis xanthochloris;Olivenebula xanthochloris;
Polypterus bichir;Polypterus congicus;FB
Polytrichophora graeca;Polytrichophora (Sklodowskopa) graeca;
Pomacea bridgesi;Pomacea bridgesii;
Pomachromis fuscidorsalis;Pomachromis fuscidorsalis;FB
Pomatias elegans;Cochlostoma elegans;FE
Pomatoceros triqueter;Spirobranchus triqueter;ITIS
Pomatoschistus microps;Pomatoschistus marmoratus;WORMS
Pompilus cinereus;Pompilus cinereus;HySI
Ponometia candefacta;Acontia candefacta;
Ponticola kessleri;Ponticola kessleri;FB
Porania antarctica;Glabraster antarctica;
Porcellio lamellatus;Proporcellio lamellatus;
Porella concinna;Hippodiplosia obesa;
Porolohmanella violacea;Porolohmannella violacea;FE
Porricondyla lata;Porricondyla dilatata;
Porricondyla photophila;Plakidasia photophila;
Portlandia intermedia;Yoldiella intermedia;
Portunus latipes;Portumnus latipes;
Postsolenobia banatica;Dahlica banatica;FE
Postsolenobia juliella;Dahlica juliella;FE
Postsolenobia nanosella;Dahlica juliella;
Postsolenobia thomanni;Dahlica thomanni;FE
Powellia vitreoradiata;Trioza vitreoradiata;
Praesolenobia clathrella;Dahlica clathrella;
Priocnemis agilis;Priocnemis agilis;HySI
Priocnemis cordivalvata;Priocnemis cordivalvata;HySI
Priocnemis coriacea;Priocnemis coriacea;HySI
Priocnemis enslini;Priocnemis enslini;HySI
Priocnemis exaltata;Priocnemis exaltata;HySI
Priocnemis hyalinata;Priocnemis hyalinata;HySI
Priocnemis levantinus;Priocnemis minuta;
Priocnemis minuta;Priocnemis minuta;HySI
Priocnemis parvula;Priocnemis perraudini;HySI
Priocnemis perturbator;Priocnemis perturbator;HySI
Priocnemis pusilla;Priocnemis pusilla;HySI
Priocnemis rugosa;Priocnemis coriacea;
Priocnemis schioedtei;Priocnemis schioedtei;HySI
Priocnemis susterai;Cryptocheilus variipennis;
Priocnemis vulgaris;Priocnemis vulgaris;HySI
Prionospio cirrifera;Minuspio cirrifera;
Proacrisis acutus;Acrisis acutus;
Proacrisis rarus;Acrisis rarus;
Proales daphnicola;Pleurotrocha daphnicola;FE
Procapperia maculata;Procapperia maculatus;
Procladius appropinquatus;Procladius (Holotanypus) appropinquatus;
Procladius barbatus;Procladius (Holotanypus) pectinatus;
Procladius choreus;Procladius (Holotanypus) choreus;
Procladius culiciformis;Procladius (Holotanypus) culiciformis;ITIS
Procladius dentus;Procladius (Holotanypus) dentus;
Procladius ferrugineus;Procladius (Holotanypus) ferrugineus;
Procladius flavifrons;Procladius (Psilotanypus) flavifrons;
Procladius frigidus;Procladius (Holotanypus) frigidus;
