species;Phylum;Class;Order;Family;source;speciemens barcoded;speciemens;public BINs;verified by;status;BOLD taxid
Margaritifera auricularia;Mollusca;Bivalvia;Unionida;Margaritiferidae;BOLD,FE;24;24;1;ITIS;;28161
Pinctada margaritifera;Mollusca;Bivalvia;Unionida;Margaritiferidae;BOLD,FE,iNat;52;64;1;WORMS;;85111;25090
