species;Phylum;Class;Order;Family;source;speciemens barcoded;speciemens;public BINs;verified by;status;BOLD taxid
Astiotrema emydis;Platyhelminthes;Trematoda;Plagiorchiida;Plagiorchiidae;FE;;;;;gap;
Astiotrema monticelli;Platyhelminthes;Trematoda;Plagiorchiida;Plagiorchiidae;FE;;;;;gap;
Astiotrema trituri;Platyhelminthes;Trematoda;Plagiorchiida;Plagiorchiidae;FE;;;;;gap;
Encyclometra caudata;Platyhelminthes;Trematoda;Plagiorchiida;Plagiorchiidae;FE;;;;FE;gap;
Encyclometra colubrimurorum;Platyhelminthes;Trematoda;Plagiorchiida;Plagiorchiidae;FE;;;;FE;gap;
Enodiotrema carettae;Platyhelminthes;Trematoda;Plagiorchiida;Plagiorchiidae;WORMS;;;;;gap;
Enodiotrema instar;Platyhelminthes;Trematoda;Plagiorchiida;Plagiorchiidae;WORMS;;;;;gap;
Enodiotrema megachondrus;Platyhelminthes;Trematoda;Plagiorchiida;Plagiorchiidae;WORMS;;;;WORMS;gap;
Haematoloechus abbreviatus;Platyhelminthes;Trematoda;Plagiorchiida;Plagiorchiidae;FE;;;;FE;gap;
Haematoloechus asper;Platyhelminthes;Trematoda;Plagiorchiida;Plagiorchiidae;FE;;;;;gap;
Haematoloechus bombynae;Platyhelminthes;Trematoda;Plagiorchiida;Plagiorchiidae;FE;;;;FE;gap;
Haematoloechus carbonelli;Platyhelminthes;Trematoda;Plagiorchiida;Plagiorchiidae;FE;;;;;gap;
Haematoloechus mazurmovici;Platyhelminthes;Trematoda;Plagiorchiida;Plagiorchiidae;FE;;;;;gap;
Haematoloechus medioplexus;Platyhelminthes;Trematoda;Plagiorchiida;Plagiorchiidae;FE;2;5;0;;;171023
Haematoloechus odeningi;Platyhelminthes;Trematoda;Plagiorchiida;Plagiorchiidae;FE;;;;;gap;
Haematoloechus pyrenaicus;Platyhelminthes;Trematoda;Plagiorchiida;Plagiorchiidae;FE;;;;;gap;
Haematoloechus schultzei;Platyhelminthes;Trematoda;Plagiorchiida;Plagiorchiidae;FE;;;;FE;gap;
Haematoloechus similis;Platyhelminthes;Trematoda;Plagiorchiida;Plagiorchiidae;FE;;;;;gap;
Haematoloechus variegatus;Platyhelminthes;Trematoda;Plagiorchiida;Plagiorchiidae;BOLD,FE;0;5;0;FE;gap;704918
Haematoloechus vojtkovae;Platyhelminthes;Trematoda;Plagiorchiida;Plagiorchiidae;FE;;;;;gap;
Haplometra brevicaeca;Platyhelminthes;Trematoda;Plagiorchiida;Plagiorchiidae;FE;;;;;gap;
Haplometra cylindracea;Platyhelminthes;Trematoda;Plagiorchiida;Plagiorchiidae;FE;;;;FE;gap;
Leptophallus nigrovenosus;Platyhelminthes;Trematoda;Plagiorchiida;Plagiorchiidae;FE;;;;FE;gap;
Manodistomum signatum;Platyhelminthes;Trematoda;Plagiorchiida;Plagiorchiidae;FE;;;;FE;gap;
Metaleptophallus gracillimus;Platyhelminthes;Trematoda;Plagiorchiida;Plagiorchiidae;FE;;;;FE;gap;
Metaplagiorchis lacertae;Platyhelminthes;Trematoda;Plagiorchiida;Plagiorchiidae;FE;;;;FE;gap;
Neoglyphe locellus;Platyhelminthes;Trematoda;Plagiorchiida;Plagiorchiidae;FE;;;;FE;gap;
Neoglyphe sobolevi;Platyhelminthes;Trematoda;Plagiorchiida;Plagiorchiidae;FE;;;;FE;gap;
Ochetosoma inerme;Platyhelminthes;Trematoda;Plagiorchiida;Plagiorchiidae;FE;;;;FE;gap;
Ochetosoma sauromates;Platyhelminthes;Trematoda;Plagiorchiida;Plagiorchiidae;FE;;;;FE;gap;
Opisthioglyphe adulescens;Platyhelminthes;Trematoda;Plagiorchiida;Plagiorchiidae;FE;;;;;gap;
Opisthioglyphe jourdanei;Platyhelminthes;Trematoda;Plagiorchiida;Plagiorchiidae;FE;;;;;gap;
