species;Phylum;Class;Order;Family;source;speciemens barcoded;speciemens;public BINs;verified by;status;BOLD taxid
Dihemistephanus lydiae;Platyhelminthes;Trematoda;Plagiorchiida;Lepocreadiidae;WORMS;;;;WORMS;gap;
Echeneidocoelium indicum;Platyhelminthes;Trematoda;Plagiorchiida;Lepocreadiidae;WORMS;;;;WORMS;gap;
Lepocreadium album;Platyhelminthes;Trematoda;Plagiorchiida;Lepocreadiidae;WORMS;;;;WORMS;gap;
Lepocreadium floridanum;Platyhelminthes;Trematoda;Plagiorchiida;Lepocreadiidae;WORMS;;;;WORMS;gap;
Lepocreadium pegorchis;Platyhelminthes;Trematoda;Plagiorchiida;Lepocreadiidae;WORMS;;;;WORMS;gap;
Lepocreadium trullaforme;Platyhelminthes;Trematoda;Plagiorchiida;Lepocreadiidae;WORMS;;;;WORMS;gap;
Opechona bacillaris;Platyhelminthes;Trematoda;Plagiorchiida;Lepocreadiidae;WORMS;;;;WORMS;gap;
Prodistomum orientale;Platyhelminthes;Trematoda;Plagiorchiida;Lepocreadiidae;WORMS;;;;WORMS;gap;
Prodistomum polonii;Platyhelminthes;Trematoda;Plagiorchiida;Lepocreadiidae;WORMS;;;;WORMS;gap;
Prodistomum priedei;Platyhelminthes;Trematoda;Plagiorchiida;Lepocreadiidae;WORMS;;;;;gap;
