species;Phylum;Class;Order;Family;source;speciemens barcoded;speciemens;public BINs;verified by;status;BOLD taxid
Physalia physalis;Cnidaria;Hydrozoa;Siphonophorae;Physaliidae;BOLD,WORMS;12;22;2;WORMS;;24318;345054
