species;Phylum;Class;Order;Family;source;speciemens barcoded;speciemens;public BINs;verified by;status;BOLD taxid
Symphalangus syndactylus;Chordata;Mammalia;Primates;Hylobatidae;BOLD;17;371;1;ITIS;;24408;12450
