species;Phylum;Class;Order;Family;source;speciemens barcoded;speciemens;public BINs;verified by;status;BOLD taxid
Stephanocoenia intersepta;Cnidaria;Anthozoa;Scleractinia;Astrocoeniidae;BOLD;3;5;1;WORMS;;390572;30055
