species;Phylum;Class;Order;Family;source;speciemens barcoded;speciemens;public BINs;verified by;status;BOLD taxid
Dyseriocrania subpurpurella;Arthropoda;Insecta;Lepidoptera;Eriocraniidae;BOLD,FE,LF,iNat;55;62;1;FD;;343570;205713
Eriocrania alpinella;Arthropoda;Insecta;Lepidoptera;Eriocraniidae;BOLD,FE,LF;1;2;1;;;519836
Eriocrania cicatricella;Arthropoda;Insecta;Lepidoptera;Eriocraniidae;BOLD,FE,LF;42;49;3;FE;;126649
Eriocrania salopiella;Arthropoda;Insecta;Lepidoptera;Eriocraniidae;BOLD,FE,LF;6;6;1;FE;;295256
Eriocrania sangii;Arthropoda;Insecta;Lepidoptera;Eriocraniidae;BOLD,FE,LF;131;144;2;FE;;205698
Eriocrania semipurpurella;Arthropoda;Insecta;Lepidoptera;Eriocraniidae;BOLD,FE,LF;485;535;5;BT;;86527
Eriocrania sparrmannella;Arthropoda;Insecta;Lepidoptera;Eriocraniidae;BOLD,FE,LF;13;18;1;FE;;224910
Heringocrania unimaculella;Arthropoda;Insecta;Lepidoptera;Eriocraniidae;BOLD,FE,LF,iNat;11;13;1;FD;;344841;224909
Paracrania chrysolepidella;Arthropoda;Insecta;Lepidoptera;Eriocraniidae;BOLD,FE,LF;13;16;1;FD;;363351;458004
