species;Phylum;Class;Order;Family;source;speciemens barcoded;speciemens;public BINs;verified by;status;BOLD taxid
Acantholipes regularis;Arthropoda;Insecta;Lepidoptera;Erebidae;FE,LF;2;7;1;FE;;503985
Albarracina warionis;Arthropoda;Insecta;Lepidoptera;Erebidae;BOLD,FE,LF;18;20;4;FE;;510777
Amata caspia;Arthropoda;Insecta;Lepidoptera;Erebidae;FE,LF;1;2;1;FE;;1079731
Amata marjana;Arthropoda;Insecta;Lepidoptera;Erebidae;BOLD,FE,LF;1;10;1;FD;;894276;288118
Amata nigricornis;Arthropoda;Insecta;Lepidoptera;Erebidae;FE,LF;1;1;1;FE;;1079732
Amata phegea;Arthropoda;Insecta;Lepidoptera;Erebidae;BOLD,FE,LF,iNat;;;;FE;gap;258065
Amata ragazzii;Arthropoda;Insecta;Lepidoptera;Erebidae;BOLD,FE,LF;2;10;1;FE;;288117
Amata transcaspica;Arthropoda;Insecta;Lepidoptera;Erebidae;FE,LF;;;;;gap;
Anumeta atrosignata;Arthropoda;Insecta;Lepidoptera;Erebidae;FE,LF;3;3;1;;;154916
Anumeta cestis;Arthropoda;Insecta;Lepidoptera;Erebidae;FE,LF;2;5;2;FE;;154913
Anumeta fractistrigata;Arthropoda;Insecta;Lepidoptera;Erebidae;LF;2;4;1;;;154915
Anumeta henkei;Arthropoda;Insecta;Lepidoptera;Erebidae;FE,LF;;;;FE;gap;
Anumeta spilota;Arthropoda;Insecta;Lepidoptera;Erebidae;FE,LF;1;1;1;FE;;316827
Apaidia barbarica;Arthropoda;Insecta;Lepidoptera;Erebidae;BOLD,FE;3;3;1;;;971169
Apaidia mesogona;Arthropoda;Insecta;Lepidoptera;Erebidae;BOLD,FE,LF;22;24;2;FE;;510770
Apaidia rufeola;Arthropoda;Insecta;Lepidoptera;Erebidae;BOLD,FE,LF;8;10;2;FE;;992719
Apantesis quenseli;Arthropoda;Insecta;Lepidoptera;Erebidae;BOLD,FE,LF;8;9;1;FD;;776586;51487
Apopestes spectrum;Arthropoda;Insecta;Lepidoptera;Erebidae;BOLD,FE,LF;8;11;2;BT;;282243
Araeopteron ecphaea;Arthropoda;Insecta;Lepidoptera;Erebidae;BOLD,FE,LF;23;23;2;;;645968
Arctia alpina;Arthropoda;Insecta;Lepidoptera;Erebidae;BOLD,FE,LF;6;6;1;FD;;784546;47794
Arctia angelica;Arthropoda;Insecta;Lepidoptera;Erebidae;LF;;;;;gap;
Arctia aulica;Arthropoda;Insecta;Lepidoptera;Erebidae;BOLD,FE,LF,iNat;7;7;1;FD;;768546;110625
Arctia caja;Arthropoda;Insecta;Lepidoptera;Erebidae;BOLD,FE,LF,iNat;96;115;1;FE;;22952
Arctia dejeani;Arthropoda;Insecta;Lepidoptera;Erebidae;BOLD,FE;;;;BT;gap;
Arctia dejeanii;Arthropoda;Insecta;Lepidoptera;Erebidae;LF;;;;;gap;
Arctia festiva;Arthropoda;Insecta;Lepidoptera;Erebidae;BOLD,FE,LF;10;15;2;FE;;288116
Arctia flavia;Arthropoda;Insecta;Lepidoptera;Erebidae;BOLD,FE,LF;15;16;1;FE;;369840
Arctia konewkaii;Arthropoda;Insecta;Lepidoptera;Erebidae;LF;;;;;gap;
Arctia lapponica;Arthropoda;Insecta;Lepidoptera;Erebidae;BOLD,FE,LF;6;7;1;BT;;743713
Arctia matronula;Arthropoda;Insecta;Lepidoptera;Erebidae;BOLD,FE,LF;13;13;1;FD;;768545;269019
Arctia menetriesii;Arthropoda;Insecta;Lepidoptera;Erebidae;BOLD,FE,LF;4;4;1;BT;;791599
Arctia ornata;Arthropoda;Insecta;Lepidoptera;Erebidae;LF;;;;;gap;
Arctia plantaginis;Arthropoda;Insecta;Lepidoptera;Erebidae;BOLD,FE,LF,iNat;10;10;1;FD;;776680;51477
