species;Phylum;Class;Order;Family;source;speciemens barcoded;speciemens;public BINs;verified by;status;BOLD taxid
Acossus terebra;Arthropoda;Insecta;Lepidoptera;Cossidae;BOLD,FE,LF;14;15;1;FE;;370717
Cossus cossus;Arthropoda;Insecta;Lepidoptera;Cossidae;BOLD,FE,LF,iNat;94;102;8;FE;;204466
Deserticossus arenicola;Arthropoda;Insecta;Lepidoptera;Cossidae;FE,LF;5;5;1;FE;;1162115
Deserticossus campicola;Arthropoda;Insecta;Lepidoptera;Cossidae;FE,LF;2;2;0;FE;;1162107
Deserticossus sareptensis;Arthropoda;Insecta;Lepidoptera;Cossidae;FE,LF;;;;FE;gap;
Deserticossus volgensis;Arthropoda;Insecta;Lepidoptera;Cossidae;FE,LF;1;1;0;FE;;1162106
Dyspessa aculeata;Arthropoda;Insecta;Lepidoptera;Cossidae;FE,LF;;;;;gap;
Dyspessa aphrodite;Arthropoda;Insecta;Lepidoptera;Cossidae;FE,LF;;;;;gap;
Dyspessa emilia;Arthropoda;Insecta;Lepidoptera;Cossidae;LF;;;;;gap;
Dyspessa infuscata;Arthropoda;Insecta;Lepidoptera;Cossidae;FE,LF;;;;FE;gap;
Dyspessa kostjuki;Arthropoda;Insecta;Lepidoptera;Cossidae;FE,LF;;;;;gap;
Dyspessa salicicola;Arthropoda;Insecta;Lepidoptera;Cossidae;FE,LF;8;8;3;FE;;907705
Dyspessa ulula;Arthropoda;Insecta;Lepidoptera;Cossidae;BOLD,FE,LF;53;60;12;BT;;266454
Dyspessa wagneri;Arthropoda;Insecta;Lepidoptera;Cossidae;FE,LF;;;;;gap;
Eremocossus almeriana;Arthropoda;Insecta;Lepidoptera;Cossidae;LF;;;;BT;gap;
Eremocossus foeda;Arthropoda;Insecta;Lepidoptera;Cossidae;FE;;;;FD;gap;
Hypopta sheljuzhkoi;Arthropoda;Insecta;Lepidoptera;Cossidae;BOLD;2;2;1;;;961172
Kotchevnik modestus;Arthropoda;Insecta;Lepidoptera;Cossidae;LF;3;3;0;;;1162109
Meharia scythica;Arthropoda;Insecta;Lepidoptera;Cossidae;FE,LF;;;;;gap;
Paracossulus thrips;Arthropoda;Insecta;Lepidoptera;Cossidae;BOLD,FE,LF;10;11;1;FE;;759833
Parahypopta caestrum;Arthropoda;Insecta;Lepidoptera;Cossidae;BOLD,FE,LF;11;11;3;FE;;519540
Parahypopta radoti;Arthropoda;Insecta;Lepidoptera;Cossidae;FE,LF;;;;FE;gap;
Paropta l-nigrum;Arthropoda;Insecta;Lepidoptera;Cossidae;FE,LF;;;;FE;gap;
Paropta paradoxus;Arthropoda;Insecta;Lepidoptera;Cossidae;FE,LF;1;1;0;FE;;961170
Phragmacossia albida;Arthropoda;Insecta;Lepidoptera;Cossidae;FE,LF;;;;FE;gap;
Phragmacossia minos;Arthropoda;Insecta;Lepidoptera;Cossidae;FE,LF;;;;;gap;
Phragmataecia castaneae;Arthropoda;Insecta;Lepidoptera;Cossidae;BOLD,FE,LF,iNat;33;36;2;FE;;197717
Stygia australis;Arthropoda;Insecta;Lepidoptera;Cossidae;BOLD,FE,LF;2;2;0;;;1068620
Stygia hades;Arthropoda;Insecta;Lepidoptera;Cossidae;FE;;;;;gap;
Stygia mosulensis;Arthropoda;Insecta;Lepidoptera;Cossidae;FE,LF;;;;;gap;
Stygioides colchica;Arthropoda;Insecta;Lepidoptera;Cossidae;FE,LF;;;;FD;gap;
Stygioides italica;Arthropoda;Insecta;Lepidoptera;Cossidae;LF;3;4;1;;;1162241
Stygioides persephone;Arthropoda;Insecta;Lepidoptera;Cossidae;FE,LF;;;;FD;gap;
Stygioides tricolor;Arthropoda;Insecta;Lepidoptera;Cossidae;FE,LF;;;;FD;gap;
Wiltshirocossus aries;Arthropoda;Insecta;Lepidoptera;Cossidae;FE,LF;;;;FE;gap;
Zeuzera pyrina;Arthropoda;Insecta;Lepidoptera;Cossidae;BOLD,FE,LF,iNat;81;92;7;FE;;179168
