species;Phylum;Class;Order;Family;source;speciemens barcoded;speciemens;public BINs;verified by;status;BOLD taxid
Haasea cyanopida;Arthropoda;Diplopoda;Chordeumatida;Haaseidae;FE;;;;FE;gap;
Haasea faucium;Arthropoda;Diplopoda;Chordeumatida;Haaseidae;FE;;;;FE;gap;
Haasea filicis;Arthropoda;Diplopoda;Chordeumatida;Haaseidae;FE;;;;FE;gap;
Haasea flavescens;Arthropoda;Diplopoda;Chordeumatida;Haaseidae;BOLD,FE;11;12;1;FE;;279552
Haasea fonticulorum;Arthropoda;Diplopoda;Chordeumatida;Haaseidae;FE;;;;FE;gap;
Haasea germanica;Arthropoda;Diplopoda;Chordeumatida;Haaseidae;BOLD,FE;9;11;1;FE;;279553
Haasea hungarica;Arthropoda;Diplopoda;Chordeumatida;Haaseidae;FE;;;;FE;gap;
Haasea inflata;Arthropoda;Diplopoda;Chordeumatida;Haaseidae;FE;;;;FE;gap;
Haasea lacusnigri;Arthropoda;Diplopoda;Chordeumatida;Haaseidae;FE;;;;FE;gap;
Haasea musimontium;Arthropoda;Diplopoda;Chordeumatida;Haaseidae;FE;;;;FE;gap;
Haasea norica;Arthropoda;Diplopoda;Chordeumatida;Haaseidae;BOLD,FE;2;3;1;FE;;279554
Haasea pinivaga;Arthropoda;Diplopoda;Chordeumatida;Haaseidae;FE;;;;FE;gap;
Haasea plasana;Arthropoda;Diplopoda;Chordeumatida;Haaseidae;FE;;;;FE;gap;
Haasea pretneri;Arthropoda;Diplopoda;Chordeumatida;Haaseidae;FE;;;;FE;gap;
Haasea vidinensis;Arthropoda;Diplopoda;Chordeumatida;Haaseidae;FE;;;;FE;gap;
Hylebainosoma nontronensis;Arthropoda;Diplopoda;Chordeumatida;Haaseidae;BOLD,FE;7;11;1;;;675622
Hylebainosoma tatranum;Arthropoda;Diplopoda;Chordeumatida;Haaseidae;FE;;;;FE;gap;
Romanosoma birtei;Arthropoda;Diplopoda;Chordeumatida;Haaseidae;FE;;;;;gap;
Romanosoma cavernicola;Arthropoda;Diplopoda;Chordeumatida;Haaseidae;FE;;;;;gap;
Romanosoma odici;Arthropoda;Diplopoda;Chordeumatida;Haaseidae;FE;;;;;gap;
Romanosoma oltenica;Arthropoda;Diplopoda;Chordeumatida;Haaseidae;FE;;;;;gap;
Xylophageuma vomrathi;Arthropoda;Diplopoda;Chordeumatida;Haaseidae;BOLD,FE;3;8;1;;;375993
Xylophageuma zschokkei;Arthropoda;Diplopoda;Chordeumatida;Haaseidae;BOLD,FE;4;8;1;;;375994
