species;Phylum;Class;Order;Family;source;speciemens barcoded;speciemens;public BINs;verified by;status;BOLD taxid
Cantabrosoma rogeri;Arthropoda;Diplopoda;Chordeumatida;Haplobainosomatidae;FE;;;;;gap;
Cantabrosoma serrai;Arthropoda;Diplopoda;Chordeumatida;Haplobainosomatidae;FE;;;;;gap;
Haplobainosoma lusitanum;Arthropoda;Diplopoda;Chordeumatida;Haplobainosomatidae;FE;;;;;gap;
Pyreneosoma barbieri;Arthropoda;Diplopoda;Chordeumatida;Haplobainosomatidae;FE;;;;FE;gap;
Pyreneosoma bessoni;Arthropoda;Diplopoda;Chordeumatida;Haplobainosomatidae;FE;;;;;gap;
Pyreneosoma digitatum;Arthropoda;Diplopoda;Chordeumatida;Haplobainosomatidae;FE;;;;;gap;
Pyreneosoma ribauti;Arthropoda;Diplopoda;Chordeumatida;Haplobainosomatidae;FE;;;;;gap;
Turdulisoma turdulorum;Arthropoda;Diplopoda;Chordeumatida;Haplobainosomatidae;FE;;;;;gap;
