species;Phylum;Class;Order;Family;source;speciemens barcoded;speciemens;public BINs;verified by;status;BOLD taxid
Amallothrix arcuata;Arthropoda;Hexanauplia;Calanoida;Scolecitrichidae;WORMS;;;;WORMS;gap;
Amallothrix falcifer;Arthropoda;Hexanauplia;Calanoida;Scolecitrichidae;WORMS;;;;WORMS;gap;
Amallothrix farrani;Arthropoda;Hexanauplia;Calanoida;Scolecitrichidae;WORMS;;;;WORMS;gap;
Amallothrix gracilis;Arthropoda;Hexanauplia;Calanoida;Scolecitrichidae;WORMS;;;;WORMS;gap;
Amallothrix paravalida;Arthropoda;Hexanauplia;Calanoida;Scolecitrichidae;WORMS;;;;WORMS;gap;
Amallothrix pseudoarcuata;Arthropoda;Hexanauplia;Calanoida;Scolecitrichidae;WORMS;;;;WORMS;gap;
Amallothrix robusta;Arthropoda;Hexanauplia;Calanoida;Scolecitrichidae;WORMS;;;;WORMS;gap;
Amallothrix sarsi;Arthropoda;Hexanauplia;Calanoida;Scolecitrichidae;WORMS;;;;WORMS;gap;
Archescolecithrix auropecten;Arthropoda;Hexanauplia;Calanoida;Scolecitrichidae;WORMS;;;;WORMS;gap;
Heteramalla sarsi;Arthropoda;Hexanauplia;Calanoida;Scolecitrichidae;WORMS;;;;;gap;
Landrumius insignis;Arthropoda;Hexanauplia;Calanoida;Scolecitrichidae;WORMS;;;;WORMS;gap;
Lophothrix frontalis;Arthropoda;Hexanauplia;Calanoida;Scolecitrichidae;WORMS;;;;WORMS;gap;
Lophothrix humilifrons;Arthropoda;Hexanauplia;Calanoida;Scolecitrichidae;WORMS;2;2;1;WORMS;;503319
Lophothrix latipes;Arthropoda;Hexanauplia;Calanoida;Scolecitrichidae;WORMS;;;;WORMS;gap;
Lophothrix quadrispinosa;Arthropoda;Hexanauplia;Calanoida;Scolecitrichidae;WORMS;;;;;gap;
Mixtocalanus alter;Arthropoda;Hexanauplia;Calanoida;Scolecitrichidae;WORMS;;;;WORMS;gap;
Pseudophaenna typica;Arthropoda;Hexanauplia;Calanoida;Scolecitrichidae;WORMS;;;;;gap;
Racovitzanus antarcticus;Arthropoda;Hexanauplia;Calanoida;Scolecitrichidae;WORMS;5;7;1;WORMS;;152194
Racovitzanus levis;Arthropoda;Hexanauplia;Calanoida;Scolecitrichidae;WORMS;;;;;gap;
Scaphocalanus affinis;Arthropoda;Hexanauplia;Calanoida;Scolecitrichidae;WORMS;;;;WORMS;gap;
Scaphocalanus amplius;Arthropoda;Hexanauplia;Calanoida;Scolecitrichidae;WORMS;;;;;gap;
Scaphocalanus brevicornis;Arthropoda;Hexanauplia;Calanoida;Scolecitrichidae;BOLD,WORMS;7;17;2;WORMS;;263611
Scaphocalanus brevirostris;Arthropoda;Hexanauplia;Calanoida;Scolecitrichidae;WORMS;1;1;1;;;503391
Scaphocalanus curtus;Arthropoda;Hexanauplia;Calanoida;Scolecitrichidae;WORMS;;;;WORMS;gap;
Scaphocalanus echinatus;Arthropoda;Hexanauplia;Calanoida;Scolecitrichidae;WORMS;;;;WORMS;gap;
Scaphocalanus elongatus;Arthropoda;Hexanauplia;Calanoida;Scolecitrichidae;WORMS;;;;;gap;
Scaphocalanus insignis;Arthropoda;Hexanauplia;Calanoida;Scolecitrichidae;WORMS;;;;;gap;
Scaphocalanus invalidus;Arthropoda;Hexanauplia;Calanoida;Scolecitrichidae;WORMS;;;;;gap;
Scaphocalanus magnus;Arthropoda;Hexanauplia;Calanoida;Scolecitrichidae;BOLD,WORMS;16;22;3;WORMS;;152175;263610
Scaphocalanus medius;Arthropoda;Hexanauplia;Calanoida;Scolecitrichidae;WORMS;;;;WORMS;gap;
Scaphocalanus pseudobrevirostris;Arthropoda;Hexanauplia;Calanoida;Scolecitrichidae;WORMS;;;;;gap;
Scaphocalanus subbrevicornis;Arthropoda;Hexanauplia;Calanoida;Scolecitrichidae;WORMS;;;;WORMS;gap;
Scaphocalanus subcurtus;Arthropoda;Hexanauplia;Calanoida;Scolecitrichidae;WORMS;;;;;gap;
Scolecithricella abyssalis;Arthropoda;Hexanauplia;Calanoida;Scolecitrichidae;WORMS;;;;WORMS;gap;
Scolecithricella dentata;Arthropoda;Hexanauplia;Calanoida;Scolecitrichidae;BOLD,WORMS;3;3;1;WORMS;;653827
Scolecithricella minor;Arthropoda;Hexanauplia;Calanoida;Scolecitrichidae;BOLD;29;33;2;;;91754
Scolecithricella orientalis;Arthropoda;Hexanauplia;Calanoida;Scolecitrichidae;WORMS;;;;;gap;
