species;Phylum;Class;Order;Family;source;speciemens barcoded;speciemens;public BINs;verified by;status;BOLD taxid
Plea minutissima ;Arthropoda;Insecta;Hemiptera;Pleidae;BOLD,FE,CoPH,iNat;;;;CoPH;gap;248160;248161
