species;Phylum;Class;Order;Family;source;speciemens barcoded;speciemens;public BINs;verified by;status;BOLD taxid
Arcynopteryx compacta;Arthropoda;Insecta;Plecoptera;Perlodidae;BOLD,FE;147;154;1;FE;;186678
Arcynopteryx dichroa;Arthropoda;Insecta;Plecoptera;Perlodidae;BOLD;26;30;1;;;482081
Besdolus bicolor;Arthropoda;Insecta;Plecoptera;Perlodidae;FE;3;3;2;FE;;186686
Besdolus imhoffi;Arthropoda;Insecta;Plecoptera;Perlodidae;BOLD,FE;6;6;2;FE;;186688
Besdolus ravizzarum;Arthropoda;Insecta;Plecoptera;Perlodidae;BOLD,FE;15;15;1;;;186689
Besdolus ventralis;Arthropoda;Insecta;Plecoptera;Perlodidae;FE;3;3;2;FE;;186690
Bulgaroperla mirabilis;Arthropoda;Insecta;Plecoptera;Perlodidae;FE;;;;;gap;
Dictyogenus alpinum;Arthropoda;Insecta;Plecoptera;Perlodidae;BOLD;8;14;2;;;255559
Dictyogenus alpinus;Arthropoda;Insecta;Plecoptera;Perlodidae;FE;;;;FE;gap;
Dictyogenus fontium;Arthropoda;Insecta;Plecoptera;Perlodidae;BOLD,FE;11;13;6;;;186708
Diura bicaudata;Arthropoda;Insecta;Plecoptera;Perlodidae;BOLD,FE;47;65;2;FE;;186714
Diura nanseni;Arthropoda;Insecta;Plecoptera;Perlodidae;BOLD,FE;52;53;1;FE;;186716
Guadalgenus franzi;Arthropoda;Insecta;Plecoptera;Perlodidae;BOLD,FE;3;3;1;FE;;186733
Hemimelaena flaviventris;Arthropoda;Insecta;Plecoptera;Perlodidae;BOLD,FE;3;3;1;FE;;186742
Isogenus nubecula;Arthropoda;Insecta;Plecoptera;Perlodidae;BOLD,FE;8;9;2;;;186757
Isoperla acicularis;Arthropoda;Insecta;Plecoptera;Perlodidae;FE;;;;FE;gap;
Isoperla albanica;Arthropoda;Insecta;Plecoptera;Perlodidae;BOLD,FE;2;4;1;;;186762
Isoperla ambigua;Arthropoda;Insecta;Plecoptera;Perlodidae;BOLD,FE;1;1;1;FE;;186765
Isoperla andreinii;Arthropoda;Insecta;Plecoptera;Perlodidae;FE;;;;FE;gap;
Isoperla auberti;Arthropoda;Insecta;Plecoptera;Perlodidae;FE;;;;;gap;
Isoperla belai;Arthropoda;Insecta;Plecoptera;Perlodidae;FE;;;;;gap;
Isoperla bipartita;Arthropoda;Insecta;Plecoptera;Perlodidae;BOLD,FE;3;3;1;;;186777
Isoperla bosnica;Arthropoda;Insecta;Plecoptera;Perlodidae;BOLD;5;5;1;;;186779
Isoperla breviptera;Arthropoda;Insecta;Plecoptera;Perlodidae;FE;;;;;gap;
Isoperla buresi;Arthropoda;Insecta;Plecoptera;Perlodidae;FE;;;;;gap;
Isoperla carbonaria;Arthropoda;Insecta;Plecoptera;Perlodidae;BOLD,FE;3;3;1;;;186783
Isoperla carpathica;Arthropoda;Insecta;Plecoptera;Perlodidae;FE;;;;;gap;
Isoperla chius;Arthropoda;Insecta;Plecoptera;Perlodidae;FE;;;;;gap;
Isoperla curtata;Arthropoda;Insecta;Plecoptera;Perlodidae;BOLD,FE;1;1;0;;;186791
Isoperla difformis;Arthropoda;Insecta;Plecoptera;Perlodidae;BOLD,FE;21;26;3;FE;;186798
