species;Phylum;Class;Order;Family;source;speciemens barcoded;speciemens;public BINs;verified by;status;BOLD taxid
Acopauropus asper;Arthropoda;Pauropoda;Tetramerocerata;Eurypauropodidae;FE;;;;ITIS;gap;
Acopauropus attemsi;Arthropoda;Pauropoda;Tetramerocerata;Eurypauropodidae;FE;;;;;gap;
Acopauropus consobrinus;Arthropoda;Pauropoda;Tetramerocerata;Eurypauropodidae;FE;;;;ITIS;gap;
Acopauropus deharvengi;Arthropoda;Pauropoda;Tetramerocerata;Eurypauropodidae;FE;;;;;gap;
Acopauropus eosus;Arthropoda;Pauropoda;Tetramerocerata;Eurypauropodidae;FE;;;;ITIS;gap;
Acopauropus hastatus;Arthropoda;Pauropoda;Tetramerocerata;Eurypauropodidae;FE;;;;ITIS;gap;
Acopauropus hispanicus;Arthropoda;Pauropoda;Tetramerocerata;Eurypauropodidae;FE;;;;ITIS;gap;
Acopauropus ornatus;Arthropoda;Pauropoda;Tetramerocerata;Eurypauropodidae;BOLD,FE;0;2;0;ITIS;gap;720052
Acopauropus otteri;Arthropoda;Pauropoda;Tetramerocerata;Eurypauropodidae;FE;;;;;gap;
Trachypauropus atticus;Arthropoda;Pauropoda;Tetramerocerata;Eurypauropodidae;FE;;;;ITIS;gap;
Trachypauropus britannicus;Arthropoda;Pauropoda;Tetramerocerata;Eurypauropodidae;FE;;;;;gap;
Trachypauropus cordatus;Arthropoda;Pauropoda;Tetramerocerata;Eurypauropodidae;BOLD,FE;0;1;0;ITIS;gap;720056
Trachypauropus glomerioides;Arthropoda;Pauropoda;Tetramerocerata;Eurypauropodidae;FE;;;;ITIS;gap;
Trachypauropus graecensis;Arthropoda;Pauropoda;Tetramerocerata;Eurypauropodidae;FE;;;;;gap;
Trachypauropus huetheri;Arthropoda;Pauropoda;Tetramerocerata;Eurypauropodidae;FE;;;;;gap;
Trachypauropus latzeli;Arthropoda;Pauropoda;Tetramerocerata;Eurypauropodidae;FE;;;;ITIS;gap;
Trachypauropus simonsbergeri;Arthropoda;Pauropoda;Tetramerocerata;Eurypauropodidae;FE;;;;;gap;
Trachypauropus styriacus;Arthropoda;Pauropoda;Tetramerocerata;Eurypauropodidae;FE;;;;;gap;
