species;Phylum;Class;Order;Family;source;speciemens barcoded;speciemens;public BINs;verified by;status;BOLD taxid
Mirandotanais vorax;Arthropoda;Malacostraca;Tanaidacea;Mirandotanaidae;WORMS;;;;WORMS;gap;
