species;Phylum;Class;Order;Family;source;speciemens barcoded;speciemens;public BINs;verified by;status;BOLD taxid
Absyrtus vernalis;Arthropoda;Insecta;Hymenoptera;Ichneumonidae;BOLD,FE,DTN;6;10;1;;;728376
Absyrtus vicinator;Arthropoda;Insecta;Hymenoptera;Ichneumonidae;BOLD,FE,DTN;7;15;2;FE;;213547
Absyrtus vicinus;Arthropoda;Insecta;Hymenoptera;Ichneumonidae;BOLD;0;2;0;;gap;527780
Acaenitus dubitator;Arthropoda;Insecta;Hymenoptera;Ichneumonidae;FE,DTN;;;;FE;gap;
Achaius margineguttatus;Arthropoda;Insecta;Hymenoptera;Ichneumonidae;BOLD,FE,DTN;3;3;1;FE;;890038
Achaius oratorius;Arthropoda;Insecta;Hymenoptera;Ichneumonidae;BOLD,FE,DTN;20;21;1;FE;;213664
Aclastus alacris;Arthropoda;Insecta;Hymenoptera;Ichneumonidae;FE;;;;FE;gap;
Aclastus borealis;Arthropoda;Insecta;Hymenoptera;Ichneumonidae;BOLD,FE;13;24;2;FE;;506908
Aclastus eugracilis;Arthropoda;Insecta;Hymenoptera;Ichneumonidae;BOLD,FE,DTN;1;2;2;;;506909
Aclastus flavipes;Arthropoda;Insecta;Hymenoptera;Ichneumonidae;FE,DTN;;;;;gap;
Aclastus glabriventris;Arthropoda;Insecta;Hymenoptera;Ichneumonidae;FE;;;;;gap;
Aclastus gracilis;Arthropoda;Insecta;Hymenoptera;Ichneumonidae;BOLD,FE,DTN;44;46;6;FE;;449180
Aclastus longicauda;Arthropoda;Insecta;Hymenoptera;Ichneumonidae;BOLD,FE;2;4;2;;;506910
Aclastus macrops;Arthropoda;Insecta;Hymenoptera;Ichneumonidae;FE;;;;;gap;
Aclastus micator;Arthropoda;Insecta;Hymenoptera;Ichneumonidae;BOLD,FE,DTN;28;30;3;FE;;506911
Aclastus minutus;Arthropoda;Insecta;Hymenoptera;Ichneumonidae;BOLD,FE,DTN;6;8;3;FE;;506912
Aclastus pilosus;Arthropoda;Insecta;Hymenoptera;Ichneumonidae;FE,DTN;;;;;gap;
Aclastus solitudinum;Arthropoda;Insecta;Hymenoptera;Ichneumonidae;FE;;;;;gap;
Aclastus solutus;Arthropoda;Insecta;Hymenoptera;Ichneumonidae;BOLD,FE,DTN;126;126;4;FE;;449181
Aclastus transversalis;Arthropoda;Insecta;Hymenoptera;Ichneumonidae;BOLD,FE;4;5;3;;;506913
Acolobus albimanus;Arthropoda;Insecta;Hymenoptera;Ichneumonidae;FE;;;;FE;gap;
Acolobus sericeus;Arthropoda;Insecta;Hymenoptera;Ichneumonidae;FE,DTN;;;;;gap;
Aconias tarsatus;Arthropoda;Insecta;Hymenoptera;Ichneumonidae;BOLD,FE,DTN;2;2;1;FE;;889915
Acrodactyla carinator;Arthropoda;Insecta;Hymenoptera;Ichneumonidae;BOLD,FE;7;7;2;FE;;608476
Acrodactyla degener;Arthropoda;Insecta;Hymenoptera;Ichneumonidae;BOLD,FE,DTN;47;60;4;FE;;449208
Acrodactyla madida;Arthropoda;Insecta;Hymenoptera;Ichneumonidae;BOLD,FE,DTN;0;1;0;FE;gap;458652
Acrodactyla polita;Arthropoda;Insecta;Hymenoptera;Ichneumonidae;BOLD,FE,DTN;0;1;0;FE;gap;396056
Acrodactyla quadrisculpta;Arthropoda;Insecta;Hymenoptera;Ichneumonidae;BOLD,FE,DTN;101;109;6;FE;;150402
Acrodactyla rufithorax;Arthropoda;Insecta;Hymenoptera;Ichneumonidae;FE;;;;FE;gap;
Acrodactyla rufotibiator;Arthropoda;Insecta;Hymenoptera;Ichneumonidae;FE;;;;;gap;
Acrolyta flagellator;Arthropoda;Insecta;Hymenoptera;Ichneumonidae;BOLD,FE;5;6;2;;;506889
Acrolyta glacialis;Arthropoda;Insecta;Hymenoptera;Ichneumonidae;BOLD;159;159;2;;;400353
Acrolyta marginata;Arthropoda;Insecta;Hymenoptera;Ichneumonidae;BOLD,FE,DTN;5;6;1;FE;;506890
Acrolyta mediovittata;Arthropoda;Insecta;Hymenoptera;Ichneumonidae;FE,DTN;;;;FE;gap;
Acrolyta nens;Arthropoda;Insecta;Hymenoptera;Ichneumonidae;BOLD,FE,DTN;21;28;4;FE;;449172
Acrolyta nigricolor;Arthropoda;Insecta;Hymenoptera;Ichneumonidae;FE;;;;FE;gap;
Acrolyta okadai;Arthropoda;Insecta;Hymenoptera;Ichneumonidae;FE;;;;FE;gap;
Acrolyta pseudonens;Arthropoda;Insecta;Hymenoptera;Ichneumonidae;BOLD,FE;4;4;1;;;899703
Acrolyta rufocincta;Arthropoda;Insecta;Hymenoptera;Ichneumonidae;BOLD,FE,DTN;48;51;1;FE;;407674
Acrolyta semistrigosa;Arthropoda;Insecta;Hymenoptera;Ichneumonidae;BOLD,FE,DTN;7;8;1;FE;;892484
Acropimpla didyma;Arthropoda;Insecta;Hymenoptera;Ichneumonidae;BOLD,FE,DTN;0;2;0;FE;gap;458640
Acropimpla pictipes;Arthropoda;Insecta;Hymenoptera;Ichneumonidae;BOLD,FE,DTN;3;10;1;FE;;458639
Acroricnus elegans;Arthropoda;Insecta;Hymenoptera;Ichneumonidae;FE;;;;FE;gap;
Acroricnus seductor;Arthropoda;Insecta;Hymenoptera;Ichneumonidae;BOLD,FE;5;5;1;FE;;541702
Acroricnus stylator;Arthropoda;Insecta;Hymenoptera;Ichneumonidae;BOLD,FE,DTN;7;8;2;FE;;774429
Acrotomus albidulus;Arthropoda;Insecta;Hymenoptera;Ichneumonidae;FE;;;;;gap;
Acrotomus angustatus;Arthropoda;Insecta;Hymenoptera;Ichneumonidae;FE;;;;;gap;
Acrotomus dioszeghyi;Arthropoda;Insecta;Hymenoptera;Ichneumonidae;FE;;;;FE;gap;
Acrotomus lucidulus;Arthropoda;Insecta;Hymenoptera;Ichneumonidae;BOLD,FE,DTN;45;50;2;FE;;389259
Acrotomus succinctus;Arthropoda;Insecta;Hymenoptera;Ichneumonidae;BOLD,FE,DTN;72;81;1;FE;;213490
Adelognathus acantholydae;Arthropoda;Insecta;Hymenoptera;Ichneumonidae;BOLD,FE;3;4;1;;;718322
Adelognathus aciculatus;Arthropoda;Insecta;Hymenoptera;Ichneumonidae;FE;;;;;gap;
Adelognathus brevicornis;Arthropoda;Insecta;Hymenoptera;Ichneumonidae;BOLD,FE,DTN;16;23;1;;;506915
Adelognathus brevis;Arthropoda;Insecta;Hymenoptera;Ichneumonidae;FE,DTN;;;;;gap;
Adelognathus britannicus;Arthropoda;Insecta;Hymenoptera;Ichneumonidae;FE,DTN;;;;;gap;
Adelognathus chelonus;Arthropoda;Insecta;Hymenoptera;Ichneumonidae;FE;;;;;gap;
Adelognathus chrysopygus;Arthropoda;Insecta;Hymenoptera;Ichneumonidae;BOLD,FE,DTN;15;21;2;FE;;718318
Adelognathus ctenonyx;Arthropoda;Insecta;Hymenoptera;Ichneumonidae;FE,DTN;;;;;gap;
Adelognathus cubiceps;Arthropoda;Insecta;Hymenoptera;Ichneumonidae;BOLD,FE;8;9;1;;;718317
Adelognathus dealbatus;Arthropoda;Insecta;Hymenoptera;Ichneumonidae;FE;;;;;gap;
Adelognathus difformis;Arthropoda;Insecta;Hymenoptera;Ichneumonidae;BOLD,FE;2;2;1;;;718315
Adelognathus dorsalis;Arthropoda;Insecta;Hymenoptera;Ichneumonidae;BOLD,FE,DTN;27;28;4;FE;;506916
Adelognathus elongator;Arthropoda;Insecta;Hymenoptera;Ichneumonidae;FE;;;;;gap;
Adelognathus eurus;Arthropoda;Insecta;Hymenoptera;Ichneumonidae;FE;;;;;gap;
Adelognathus facialis;Arthropoda;Insecta;Hymenoptera;Ichneumonidae;FE,DTN;;;;;gap;
Adelognathus frigidus;Arthropoda;Insecta;Hymenoptera;Ichneumonidae;FE;;;;;gap;
Adelognathus genator;Arthropoda;Insecta;Hymenoptera;Ichneumonidae;FE;;;;;gap;
Adelognathus laevicollis;Arthropoda;Insecta;Hymenoptera;Ichneumonidae;BOLD,FE,DTN;1;3;1;;;718316
Adelognathus longithorax;Arthropoda;Insecta;Hymenoptera;Ichneumonidae;FE;;;;;gap;
