species;Phylum;Class;Order;Family;source;speciemens barcoded;speciemens;public BINs;verified by;status;BOLD taxid
Cryptenoplus gerlachi;Nematoda;Enoplea;Enoplida;Thoracostomopsidae;WORMS;;;;;gap;
Enoploides amphioxi;Nematoda;Enoplea;Enoplida;Thoracostomopsidae;WORMS;;;;;gap;
Enoploides brunettii;Nematoda;Enoplea;Enoplida;Thoracostomopsidae;WORMS;;;;WORMS;gap;
Enoploides caspersi;Nematoda;Enoplea;Enoplida;Thoracostomopsidae;WORMS;;;;;gap;
Enoploides cephalophorus;Nematoda;Enoplea;Enoplida;Thoracostomopsidae;WORMS;;;;WORMS;gap;
Enoploides cirrhatus;Nematoda;Enoplea;Enoplida;Thoracostomopsidae;WORMS;;;;WORMS;gap;
Enoploides fluviatilis;Nematoda;Enoplea;Enoplida;Thoracostomopsidae;FE;;;;;gap;
Enoploides hirsutus;Nematoda;Enoplea;Enoplida;Thoracostomopsidae;WORMS;;;;;gap;
Enoploides labiatus;Nematoda;Enoplea;Enoplida;Thoracostomopsidae;WORMS;;;;WORMS;gap;
Enoploides labrostriatus;Nematoda;Enoplea;Enoplida;Thoracostomopsidae;WORMS;;;;WORMS;gap;
Enoploides longispiculosus;Nematoda;Enoplea;Enoplida;Thoracostomopsidae;BOLD,WORMS;0;4;0;;gap;232717
Enoploides spiculohamatus;Nematoda;Enoplea;Enoplida;Thoracostomopsidae;WORMS;;;;;gap;
Enoploides typicus;Nematoda;Enoplea;Enoplida;Thoracostomopsidae;WORMS;;;;;gap;
Enoploides tyrrhenicus;Nematoda;Enoplea;Enoplida;Thoracostomopsidae;WORMS;;;;;gap;
Enoplolaimus abnormis;Nematoda;Enoplea;Enoplida;Thoracostomopsidae;WORMS;;;;;gap;
Enoplolaimus attenuatus;Nematoda;Enoplea;Enoplida;Thoracostomopsidae;WORMS;0;2;0;;gap;232738
Enoplolaimus balgensis;Nematoda;Enoplea;Enoplida;Thoracostomopsidae;WORMS;;;;WORMS;gap;
Enoplolaimus conicollis;Nematoda;Enoplea;Enoplida;Thoracostomopsidae;WORMS;;;;;gap;
Enoplolaimus denticulatus;Nematoda;Enoplea;Enoplida;Thoracostomopsidae;WORMS;;;;;gap;
Enoplolaimus filiformis;Nematoda;Enoplea;Enoplida;Thoracostomopsidae;WORMS;;;;WORMS;gap;
Enoplolaimus glabrus;Nematoda;Enoplea;Enoplida;Thoracostomopsidae;WORMS;;;;;gap;
Enoplolaimus halophilus;Nematoda;Enoplea;Enoplida;Thoracostomopsidae;WORMS;;;;;gap;
Enoplolaimus litoralis;Nematoda;Enoplea;Enoplida;Thoracostomopsidae;WORMS;;;;;gap;
Enoplolaimus longicaudatus;Nematoda;Enoplea;Enoplida;Thoracostomopsidae;WORMS;;;;WORMS;gap;
Enoplolaimus parapropinquus;Nematoda;Enoplea;Enoplida;Thoracostomopsidae;WORMS;;;;;gap;
Enoplolaimus propinquus;Nematoda;Enoplea;Enoplida;Thoracostomopsidae;WORMS;;;;;gap;
Enoplolaimus psammae;Nematoda;Enoplea;Enoplida;Thoracostomopsidae;WORMS;;;;;gap;
Enoplolaimus regius;Nematoda;Enoplea;Enoplida;Thoracostomopsidae;WORMS;;;;;gap;
Enoplolaimus robustus;Nematoda;Enoplea;Enoplida;Thoracostomopsidae;WORMS;;;;;gap;
Enoplolaimus subterraneus;Nematoda;Enoplea;Enoplida;Thoracostomopsidae;WORMS;;;;;gap;
Enoplolaimus villosus;Nematoda;Enoplea;Enoplida;Thoracostomopsidae;WORMS;;;;;gap;
Enoplolaimus vulgaris;Nematoda;Enoplea;Enoplida;Thoracostomopsidae;WORMS;;;;;gap;
Enoplolaimus zosterae;Nematoda;Enoplea;Enoplida;Thoracostomopsidae;WORMS;;;;;gap;
Epacanthion buetschlii;Nematoda;Enoplea;Enoplida;Thoracostomopsidae;WORMS;;;;WORMS;gap;
