species;Phylum;Class;Order;Family;source;speciemens barcoded;speciemens;public BINs;verified by;status;BOLD taxid
Clypeaster subdepressus;Echinodermata;Echinoidea;Clypeasteroida;Clypeasteridae;BOLD;8;18;1;WORMS;;506586;222064
