species;Phylum;Class;Order;Family;source;speciemens barcoded;speciemens;public BINs;verified by;status;BOLD taxid
Bursa scrobilator;Mollusca;Gastropoda;Littorinimorpha;Bursidae;BOLD;23;23;1;;;999528;999529
