species;Phylum;Class;Order;Family;source;speciemens barcoded;speciemens;public BINs;verified by;status;BOLD taxid
Hybosorus roei;Arthropoda;Insecta;Coleoptera;Hybosoridae;BOLD,FE;6;8;1;ITIS;;853148;312808
