species;Phylum;Class;Order;Family;source;speciemens barcoded;speciemens;public BINs;verified by;status;BOLD taxid
Omalisus flavangulus;Arthropoda;Insecta;Coleoptera;Omalisidae;FE;;;;;gap;
Omalisus graecus;Arthropoda;Insecta;Coleoptera;Omalisidae;FE;;;;;gap;
Omalisus minutus;Arthropoda;Insecta;Coleoptera;Omalisidae;FE;;;;;gap;
Omalisus nicaeensis;Arthropoda;Insecta;Coleoptera;Omalisidae;FE;;;;;gap;
Omalisus nigricornis;Arthropoda;Insecta;Coleoptera;Omalisidae;FE;;;;;gap;
Omalisus sanguinipennis;Arthropoda;Insecta;Coleoptera;Omalisidae;FE;;;;;gap;
Omalisus taurinensis;Arthropoda;Insecta;Coleoptera;Omalisidae;FE;;;;;gap;
Omalisus unicolor;Arthropoda;Insecta;Coleoptera;Omalisidae;FE;;;;;gap;
Omalisus victoris;Arthropoda;Insecta;Coleoptera;Omalisidae;FE;;;;;gap;
Thilmanus longipennis;Arthropoda;Insecta;Coleoptera;Omalisidae;FE;;;;;gap;
Thilmanus obscurus;Arthropoda;Insecta;Coleoptera;Omalisidae;FE;0;1;0;FE;gap;997404
