species;Phylum;Class;Order;Family;source;speciemens barcoded;speciemens;public BINs;verified by;status;BOLD taxid
Ablattaria arenaria;Arthropoda;Insecta;Coleoptera;Silphidae;FE;;;;FE;gap;
Ablattaria laevigata;Arthropoda;Insecta;Coleoptera;Silphidae;BOLD,FE;;;;FE;gap;397947
Ablattaria subtriangula;Arthropoda;Insecta;Coleoptera;Silphidae;FE;;;;;gap;
Aclypea bicarinata;Arthropoda;Insecta;Coleoptera;Silphidae;FE;;;;FE;gap;
Aclypea opaca;Arthropoda;Insecta;Coleoptera;Silphidae;BOLD,FE;5;5;1;FE;;468232
Aclypea souverbii;Arthropoda;Insecta;Coleoptera;Silphidae;FE;;;;FE;gap;
Aclypea undata;Arthropoda;Insecta;Coleoptera;Silphidae;FE;;;;FE;gap;
Dendroxena quadrimaculata;Arthropoda;Insecta;Coleoptera;Silphidae;BOLD,FE,iNat;7;20;1;FE;;456844
Dendroxena quadripunctata;Arthropoda;Insecta;Coleoptera;Silphidae;BOLD;0;2;1;;gap;746987
Heterotemna britoi;Arthropoda;Insecta;Coleoptera;Silphidae;FE;;;;;gap;
Heterotemna figurata;Arthropoda;Insecta;Coleoptera;Silphidae;FE;;;;FE;gap;
Heterotemna tenuicornis;Arthropoda;Insecta;Coleoptera;Silphidae;FE;0;3;0;FE;gap;1153607
Necrodes littoralis;Arthropoda;Insecta;Coleoptera;Silphidae;BOLD,FE,iNat;54;67;1;FE;;330144
Nicrophorus antennatus;Arthropoda;Insecta;Coleoptera;Silphidae;FE;2;2;1;FE;;201069
Nicrophorus confusus;Arthropoda;Insecta;Coleoptera;Silphidae;FE;;;;;gap;
Nicrophorus germanicus;Arthropoda;Insecta;Coleoptera;Silphidae;BOLD,FE;2;2;1;FE;;201061
Nicrophorus humator;Arthropoda;Insecta;Coleoptera;Silphidae;BOLD,FE,iNat;25;32;1;FE;;167875
Nicrophorus interruptus;Arthropoda;Insecta;Coleoptera;Silphidae;BOLD,FE,iNat;19;35;1;FE;;109980
Nicrophorus investigator;Arthropoda;Insecta;Coleoptera;Silphidae;BOLD,FE,iNat;50;62;1;FE;;109981
Nicrophorus morio;Arthropoda;Insecta;Coleoptera;Silphidae;FE;2;2;1;FE;;201052
Nicrophorus satanas;Arthropoda;Insecta;Coleoptera;Silphidae;FE;;;;;gap;
Nicrophorus sepulchralis;Arthropoda;Insecta;Coleoptera;Silphidae;FE;;;;;gap;
Nicrophorus sepultor;Arthropoda;Insecta;Coleoptera;Silphidae;BOLD,FE;3;3;0;FE;;109987
Nicrophorus vespillo;Arthropoda;Insecta;Coleoptera;Silphidae;BOLD,FE,iNat;23;33;1;FE;;201040
Nicrophorus vespilloides;Arthropoda;Insecta;Coleoptera;Silphidae;BOLD,FE,iNat;49;61;1;FE;;109988
Nicrophorus vestigator;Arthropoda;Insecta;Coleoptera;Silphidae;BOLD,FE;1;3;1;FE;;718802
Oiceoptoma thoracicum;Arthropoda;Insecta;Coleoptera;Silphidae;BOLD,FE,iNat;31;50;1;FE;;454922
Phosphuga atrata;Arthropoda;Insecta;Coleoptera;Silphidae;BOLD,FE,iNat;2;6;1;FE;;309335;397929
Silpha alpestris;Arthropoda;Insecta;Coleoptera;Silphidae;FE;;;;FE;gap;
Silpha carinata;Arthropoda;Insecta;Coleoptera;Silphidae;BOLD,FE,iNat;15;29;1;FE;;247517
Silpha obscura;Arthropoda;Insecta;Coleoptera;Silphidae;BOLD,FE,iNat;20;23;4;FE;;501866
Silpha olivieri;Arthropoda;Insecta;Coleoptera;Silphidae;BOLD,FE;4;6;1;FE;;984953
Silpha puncticollis;Arthropoda;Insecta;Coleoptera;Silphidae;FE;;;;FE;gap;
Silpha tristis;Arthropoda;Insecta;Coleoptera;Silphidae;BOLD,FE,iNat;16;33;1;FE;;226205
Silpha tyrolensis;Arthropoda;Insecta;Coleoptera;Silphidae;BOLD,FE;29;30;1;FE;;403092
Thanatophilus dispar;Arthropoda;Insecta;Coleoptera;Silphidae;BOLD,FE;4;4;1;FE;;460681
Thanatophilus ferrugatus;Arthropoda;Insecta;Coleoptera;Silphidae;FE;;;;FE;gap;
Thanatophilus lapponicus;Arthropoda;Insecta;Coleoptera;Silphidae;BOLD,FE;109;115;3;FE;;216708
Thanatophilus ruficornis;Arthropoda;Insecta;Coleoptera;Silphidae;FE;;;;FE;gap;
Thanatophilus rugosus;Arthropoda;Insecta;Coleoptera;Silphidae;BOLD,FE,iNat;14;24;2;FE;;167874
Thanatophilus sinuatus;Arthropoda;Insecta;Coleoptera;Silphidae;BOLD,FE,iNat;38;48;1;FE;;226204
Thanatophilus terminatus;Arthropoda;Insecta;Coleoptera;Silphidae;FE;;;;FE;gap;
Thanatophilus trituberculatus;Arthropoda;Insecta;Coleoptera;Silphidae;FE;28;33;1;FE;;299830
Thanatophilus uralensis;Arthropoda;Insecta;Coleoptera;Silphidae;FE;;;;;gap;
