species;Phylum;Class;Order;Family;source;speciemens barcoded;speciemens;public BINs;verified by;status;BOLD taxid
Contacyphon coarctatus;Arthropoda;Insecta;Coleoptera;Scirtidae;BOLD,FE;37;46;2;ITIS;;889638
Contacyphon hilaris;Arthropoda;Insecta;Coleoptera;Scirtidae;BOLD;13;18;1;;;889641
Contacyphon kongsbergensis;Arthropoda;Insecta;Coleoptera;Scirtidae;BOLD;19;20;1;;;889642
Contacyphon laevipennis;Arthropoda;Insecta;Coleoptera;Scirtidae;BOLD;33;38;1;;;715449
Contacyphon ochraceus;Arthropoda;Insecta;Coleoptera;Scirtidae;BOLD;87;97;1;;;889647
Contacyphon padi;Arthropoda;Insecta;Coleoptera;Scirtidae;BOLD,FE;63;68;2;ITIS;;889648
Contacyphon palustris;Arthropoda;Insecta;Coleoptera;Scirtidae;BOLD;12;15;3;;;889649
Contacyphon pubescens;Arthropoda;Insecta;Coleoptera;Scirtidae;BOLD;19;29;1;;;889650
Contacyphon punctipennis;Arthropoda;Insecta;Coleoptera;Scirtidae;BOLD;10;14;2;;;889651
Contacyphon ruficeps;Arthropoda;Insecta;Coleoptera;Scirtidae;BOLD;9;9;1;;;889653
Contacyphon variabilis;Arthropoda;Insecta;Coleoptera;Scirtidae;BOLD,FE;1125;1148;4;ITIS;;889657
Cyphon albanicus;Arthropoda;Insecta;Coleoptera;Scirtidae;FE;;;;;gap;
Cyphon corsicus;Arthropoda;Insecta;Coleoptera;Scirtidae;FE;;;;;gap;
Cyphon derelictum;Arthropoda;Insecta;Coleoptera;Scirtidae;FE;;;;FE;gap;
Cyphon designandus;Arthropoda;Insecta;Coleoptera;Scirtidae;FE;;;;FE;gap;
Cyphon difficilis;Arthropoda;Insecta;Coleoptera;Scirtidae;FE;;;;;gap;
Cyphon furcillatus;Arthropoda;Insecta;Coleoptera;Scirtidae;FE;;;;;gap;
Cyphon gracilicornis;Arthropoda;Insecta;Coleoptera;Scirtidae;FE;;;;;gap;
Cyphon hilaris;Arthropoda;Insecta;Coleoptera;Scirtidae;FE;;;;;gap;
Cyphon iberus;Arthropoda;Insecta;Coleoptera;Scirtidae;FE;;;;;gap;
Cyphon kongsbergensis;Arthropoda;Insecta;Coleoptera;Scirtidae;FE;;;;;gap;
Cyphon laevipennis;Arthropoda;Insecta;Coleoptera;Scirtidae;FE;;;;FE;gap;
Cyphon lepidulus;Arthropoda;Insecta;Coleoptera;Scirtidae;FE;;;;;gap;
Cyphon longiusculus;Arthropoda;Insecta;Coleoptera;Scirtidae;FE;;;;;gap;
Cyphon macedonicus;Arthropoda;Insecta;Coleoptera;Scirtidae;FE;;;;FE;gap;
Cyphon ochraceus;Arthropoda;Insecta;Coleoptera;Scirtidae;FE;;;;;gap;
Cyphon palmi;Arthropoda;Insecta;Coleoptera;Scirtidae;FE;;;;;gap;
Cyphon pandellei;Arthropoda;Insecta;Coleoptera;Scirtidae;FE;;;;;gap;
Cyphon paykulli;Arthropoda;Insecta;Coleoptera;Scirtidae;FE;;;;;gap;
Cyphon poggi;Arthropoda;Insecta;Coleoptera;Scirtidae;FE;;;;;gap;
Cyphon pubescens;Arthropoda;Insecta;Coleoptera;Scirtidae;FE;;;;FE;gap;
Cyphon punctipennis;Arthropoda;Insecta;Coleoptera;Scirtidae;FE;;;;;gap;
Cyphon putonii;Arthropoda;Insecta;Coleoptera;Scirtidae;FE;;;;;gap;
Cyphon reitteri;Arthropoda;Insecta;Coleoptera;Scirtidae;FE;;;;;gap;
