species;Phylum;Class;Order;Family;source;speciemens barcoded;speciemens;public BINs;verified by;status;BOLD taxid
Amphicoma ciliata;Arthropoda;Insecta;Coleoptera;Glaphyridae;FE;;;;;gap;
Anthypna abdominalis;Arthropoda;Insecta;Coleoptera;Glaphyridae;FE;;;;FE;gap;
Anthypna carcelii;Arthropoda;Insecta;Coleoptera;Glaphyridae;FE;;;;;gap;
Anthypna iberica;Arthropoda;Insecta;Coleoptera;Glaphyridae;FE;;;;;gap;
Eulasia arctos;Arthropoda;Insecta;Coleoptera;Glaphyridae;FE;0;4;0;FE;gap;1003948
Eulasia bicolor;Arthropoda;Insecta;Coleoptera;Glaphyridae;FE;;;;FE;gap;
Eulasia bombyliformis;Arthropoda;Insecta;Coleoptera;Glaphyridae;FE;;;;FE;gap;
Eulasia bombylius;Arthropoda;Insecta;Coleoptera;Glaphyridae;FE;0;3;0;;gap;1003955
Eulasia goudoti;Arthropoda;Insecta;Coleoptera;Glaphyridae;FE;;;;;gap;
Eulasia papaveris;Arthropoda;Insecta;Coleoptera;Glaphyridae;FE;0;5;0;;gap;911306
Eulasia pareyssei;Arthropoda;Insecta;Coleoptera;Glaphyridae;FE;;;;;gap;
Eulasia vittata;Arthropoda;Insecta;Coleoptera;Glaphyridae;FE;0;7;0;FE;gap;650964
Glaphyrus modestus;Arthropoda;Insecta;Coleoptera;Glaphyridae;FE;;;;;gap;
Glaphyrus serratulae;Arthropoda;Insecta;Coleoptera;Glaphyridae;FE;0;1;0;FE;gap;1003973
Pygopleurus anemoninus;Arthropoda;Insecta;Coleoptera;Glaphyridae;FE;;;;FE;gap;
Pygopleurus apicalis;Arthropoda;Insecta;Coleoptera;Glaphyridae;FE;0;1;0;FE;gap;1003958
Pygopleurus diffusus;Arthropoda;Insecta;Coleoptera;Glaphyridae;FE;;;;FE;gap;
Pygopleurus foina;Arthropoda;Insecta;Coleoptera;Glaphyridae;FE;115;115;4;FE;;1153035
Pygopleurus hirsutus;Arthropoda;Insecta;Coleoptera;Glaphyridae;FE;0;1;0;FE;gap;1003957
Pygopleurus humeralis;Arthropoda;Insecta;Coleoptera;Glaphyridae;FE;;;;FE;gap;
Pygopleurus lucarellii;Arthropoda;Insecta;Coleoptera;Glaphyridae;FE;;;;FE;gap;
Pygopleurus scutellatus;Arthropoda;Insecta;Coleoptera;Glaphyridae;FE;0;1;0;FE;gap;1003959
Pygopleurus vulpes;Arthropoda;Insecta;Coleoptera;Glaphyridae;FE;8;8;2;FE;;1153039
