species;Phylum;Class;Order;Family;source;speciemens barcoded;speciemens;public BINs;verified by;status;BOLD taxid
Arctobyrrhus dovrensis;Arthropoda;Insecta;Coleoptera;Byrrhidae;BOLD,FE;5;5;1;FE;;643158
Byrrhus auromicans;Arthropoda;Insecta;Coleoptera;Byrrhidae;FE;0;1;0;;gap;911115
Byrrhus derrei;Arthropoda;Insecta;Coleoptera;Byrrhidae;FE;0;1;0;;gap;911116
Byrrhus espanoli;Arthropoda;Insecta;Coleoptera;Byrrhidae;FE;;;;;gap;
Byrrhus fasciatus;Arthropoda;Insecta;Coleoptera;Byrrhidae;FE;24;39;2;FE;;317886;468261
Byrrhus focarilei;Arthropoda;Insecta;Coleoptera;Byrrhidae;FE;0;5;0;;gap;911117
Byrrhus geminatus;Arthropoda;Insecta;Coleoptera;Byrrhidae;FE;2;6;2;FE;;490755
Byrrhus gigas;Arthropoda;Insecta;Coleoptera;Byrrhidae;BOLD,FE;3;9;0;;;559653
Byrrhus glabratus;Arthropoda;Insecta;Coleoptera;Byrrhidae;BOLD,FE;7;11;1;;;403101
Byrrhus lisellae;Arthropoda;Insecta;Coleoptera;Byrrhidae;FE;;;;;gap;
Byrrhus luniger;Arthropoda;Insecta;Coleoptera;Byrrhidae;BOLD,FE;2;2;0;;;641172
Byrrhus nicolasi;Arthropoda;Insecta;Coleoptera;Byrrhidae;FE;;;;;gap;
Byrrhus nigrosparsus;Arthropoda;Insecta;Coleoptera;Byrrhidae;FE;;;;;gap;
Byrrhus numidicus;Arthropoda;Insecta;Coleoptera;Byrrhidae;FE;0;2;0;FE;gap;911118
Byrrhus occidentalis;Arthropoda;Insecta;Coleoptera;Byrrhidae;FE;0;1;0;;gap;911119
Byrrhus pilosellus;Arthropoda;Insecta;Coleoptera;Byrrhidae;FE;;;;FE;gap;
Byrrhus pilula;Arthropoda;Insecta;Coleoptera;Byrrhidae;BOLD,FE,iNat;8;37;1;FE;;167227;771973
Byrrhus pustulatus;Arthropoda;Insecta;Coleoptera;Byrrhidae;BOLD,FE;6;12;1;FE;;468262
Byrrhus pyrenaeus;Arthropoda;Insecta;Coleoptera;Byrrhidae;FE;0;2;0;;gap;911121
Byrrhus signatus;Arthropoda;Insecta;Coleoptera;Byrrhidae;BOLD,FE;4;7;0;;;771972
Carpathobyrrhulus tatricus;Arthropoda;Insecta;Coleoptera;Byrrhidae;FE;;;;;gap;
Carpathobyrrhulus transsylvanicus;Arthropoda;Insecta;Coleoptera;Byrrhidae;FE;;;;FE;gap;
Chaetophora minuta;Arthropoda;Insecta;Coleoptera;Byrrhidae;FE;;;;FE;gap;
Chaetophora spinosa;Arthropoda;Insecta;Coleoptera;Byrrhidae;BOLD,FE,iNat;4;14;1;FE;;318331
Chrysobyrrhulus asturiensis;Arthropoda;Insecta;Coleoptera;Byrrhidae;FE;;;;;gap;
Chrysobyrrhulus metallicus;Arthropoda;Insecta;Coleoptera;Byrrhidae;FE;;;;FE;gap;
Chrysobyrrhulus moltonii;Arthropoda;Insecta;Coleoptera;Byrrhidae;FE;;;;;gap;
Chrysobyrrhulus triangularis;Arthropoda;Insecta;Coleoptera;Byrrhidae;FE;;;;;gap;
Curimopsis andalusiaca;Arthropoda;Insecta;Coleoptera;Byrrhidae;FE;;;;FE;gap;
Curimopsis austriaca;Arthropoda;Insecta;Coleoptera;Byrrhidae;FE;;;;FE;gap;
Curimopsis brancomontis;Arthropoda;Insecta;Coleoptera;Byrrhidae;FE;;;;;gap;
Curimopsis canariensis;Arthropoda;Insecta;Coleoptera;Byrrhidae;FE;;;;;gap;
Curimopsis capitata;Arthropoda;Insecta;Coleoptera;Byrrhidae;FE;;;;;gap;
Curimopsis carniolica;Arthropoda;Insecta;Coleoptera;Byrrhidae;FE;;;;FE;gap;
Curimopsis cyclolepidia;Arthropoda;Insecta;Coleoptera;Byrrhidae;BOLD,FE;7;7;1;FE;;658865
Curimopsis franzi;Arthropoda;Insecta;Coleoptera;Byrrhidae;FE;;;;;gap;
Curimopsis ganglbaueri;Arthropoda;Insecta;Coleoptera;Byrrhidae;FE;;;;FE;gap;
Curimopsis granulosa;Arthropoda;Insecta;Coleoptera;Byrrhidae;FE;;;;;gap;
Curimopsis horrida;Arthropoda;Insecta;Coleoptera;Byrrhidae;FE;;;;;gap;
Curimopsis incisa;Arthropoda;Insecta;Coleoptera;Byrrhidae;FE;;;;FE;gap;
Curimopsis integra;Arthropoda;Insecta;Coleoptera;Byrrhidae;FE;;;;;gap;
Curimopsis italica;Arthropoda;Insecta;Coleoptera;Byrrhidae;FE;;;;FE;gap;
Curimopsis jordai;Arthropoda;Insecta;Coleoptera;Byrrhidae;FE;;;;FE;gap;
Curimopsis maderiensis;Arthropoda;Insecta;Coleoptera;Byrrhidae;FE;;;;;gap;
Curimopsis maritima;Arthropoda;Insecta;Coleoptera;Byrrhidae;FE;;;;FE;gap;
Curimopsis monticola;Arthropoda;Insecta;Coleoptera;Byrrhidae;FE;;;;FE;gap;
Curimopsis moosilauke;Arthropoda;Insecta;Coleoptera;Byrrhidae;FE;2;12;1;FE;;723488
Curimopsis nigrita;Arthropoda;Insecta;Coleoptera;Byrrhidae;BOLD,FE;1;2;0;FE;;528732
Curimopsis ovuliformis;Arthropoda;Insecta;Coleoptera;Byrrhidae;FE;;;;;gap;
Curimopsis paleata;Arthropoda;Insecta;Coleoptera;Byrrhidae;BOLD,FE;3;8;1;FE;;471592
Curimopsis palmi;Arthropoda;Insecta;Coleoptera;Byrrhidae;FE;;;;FE;gap;
Curimopsis provencalis;Arthropoda;Insecta;Coleoptera;Byrrhidae;FE;;;;FE;gap;
Curimopsis senicis;Arthropoda;Insecta;Coleoptera;Byrrhidae;FE;;;;;gap;
Curimopsis setiger;Arthropoda;Insecta;Coleoptera;Byrrhidae;BOLD;1;3;0;;;725912
Curimopsis setigera;Arthropoda;Insecta;Coleoptera;Byrrhidae;FE;;;;FE;gap;
Curimopsis setosa;Arthropoda;Insecta;Coleoptera;Byrrhidae;BOLD,FE;2;6;0;FE;;558425
Curimopsis syriaca;Arthropoda;Insecta;Coleoptera;Byrrhidae;FE;;;;FE;gap;
Curimopsis tenerifensis;Arthropoda;Insecta;Coleoptera;Byrrhidae;FE;;;;;gap;
Curimopsis vicentina;Arthropoda;Insecta;Coleoptera;Byrrhidae;FE;;;;;gap;
Curimopsis wollastoni;Arthropoda;Insecta;Coleoptera;Byrrhidae;FE;;;;;gap;
Curimus abbreviatus;Arthropoda;Insecta;Coleoptera;Byrrhidae;FE;;;;;gap;
Curimus brenskei;Arthropoda;Insecta;Coleoptera;Byrrhidae;FE;;;;;gap;
Curimus decorus;Arthropoda;Insecta;Coleoptera;Byrrhidae;FE;;;;FE;gap;
Curimus erichsoni;Arthropoda;Insecta;Coleoptera;Byrrhidae;FE;0;1;0;;gap;911122
Curimus insignis;Arthropoda;Insecta;Coleoptera;Byrrhidae;FE;;;;FE;gap;
Curimus interstitialis;Arthropoda;Insecta;Coleoptera;Byrrhidae;FE;;;;;gap;
Curimus lariensis;Arthropoda;Insecta;Coleoptera;Byrrhidae;BOLD,FE;;;;FE;gap;785761
Curimus maglicensis;Arthropoda;Insecta;Coleoptera;Byrrhidae;FE;;;;;gap;
Curimus montenegrinus;Arthropoda;Insecta;Coleoptera;Byrrhidae;FE;;;;;gap;
Curimus petraeus;Arthropoda;Insecta;Coleoptera;Byrrhidae;FE;;;;FE;gap;
Curimus rudis;Arthropoda;Insecta;Coleoptera;Byrrhidae;FE;;;;FE;gap;
Curimus terminatus;Arthropoda;Insecta;Coleoptera;Byrrhidae;FE;;;;;gap;
Cytilus auricomus;Arthropoda;Insecta;Coleoptera;Byrrhidae;BOLD,FE;23;24;4;FE;;317883
Cytilus sericeus;Arthropoda;Insecta;Coleoptera;Byrrhidae;BOLD,FE,iNat;14;19;2;FE;;286702
Lamprobyrrhulus nitidus;Arthropoda;Insecta;Coleoptera;Byrrhidae;BOLD,FE,iNat;11;15;1;FE;;318338
Lasiomorychus apfelbecki;Arthropoda;Insecta;Coleoptera;Byrrhidae;FE;;;;FE;gap;
Morychus aeneus;Arthropoda;Insecta;Coleoptera;Byrrhidae;BOLD,FE;13;15;2;FE;;286616
Pedilophorus auratus;Arthropoda;Insecta;Coleoptera;Byrrhidae;BOLD,FE;5;6;1;FE;;771971
Pedilophorus colonnellii;Arthropoda;Insecta;Coleoptera;Byrrhidae;FE;;;;FE;gap;
Pedilophorus macedonicus;Arthropoda;Insecta;Coleoptera;Byrrhidae;FE;;;;FE;gap;
Pedilophorus monicae;Arthropoda;Insecta;Coleoptera;Byrrhidae;FE;;;;FE;gap;
Pedilophorus moraveci;Arthropoda;Insecta;Coleoptera;Byrrhidae;FE;;;;;gap;
Pedilophorus shqiperianus;Arthropoda;Insecta;Coleoptera;Byrrhidae;FE;;;;;gap;
Pedilophorus szeli;Arthropoda;Insecta;Coleoptera;Byrrhidae;FE;;;;;gap;
Pedilophorus zelenosivus;Arthropoda;Insecta;Coleoptera;Byrrhidae;FE;;;;;gap;
Pedilophorus zierisi;Arthropoda;Insecta;Coleoptera;Byrrhidae;FE;;;;;gap;
Porcinolus murinus;Arthropoda;Insecta;Coleoptera;Byrrhidae;BOLD,FE;3;6;0;FE;;535239
Seminolus alpinus;Arthropoda;Insecta;Coleoptera;Byrrhidae;BOLD;;;;FE;gap;559650
Simplocaria acuminata;Arthropoda;Insecta;Coleoptera;Byrrhidae;FE;;;;;gap;
Simplocaria arctica;Arthropoda;Insecta;Coleoptera;Byrrhidae;FE;;;;;gap;
Simplocaria brevistriata;Arthropoda;Insecta;Coleoptera;Byrrhidae;FE;;;;;gap;
Simplocaria carpathica;Arthropoda;Insecta;Coleoptera;Byrrhidae;FE;;;;;gap;
Simplocaria deubeli;Arthropoda;Insecta;Coleoptera;Byrrhidae;FE;;;;;gap;
Simplocaria elongata;Arthropoda;Insecta;Coleoptera;Byrrhidae;FE;1;3;0;FE;;490749
Simplocaria frigida;Arthropoda;Insecta;Coleoptera;Byrrhidae;BOLD,FE;2;8;1;;;1128337
Simplocaria macularis;Arthropoda;Insecta;Coleoptera;Byrrhidae;FE;;;;;gap;
Simplocaria metallica;Arthropoda;Insecta;Coleoptera;Byrrhidae;BOLD,FE;5;14;2;FE;;479175
Simplocaria montenegrina;Arthropoda;Insecta;Coleoptera;Byrrhidae;FE;;;;;gap;
Simplocaria nivalis;Arthropoda;Insecta;Coleoptera;Byrrhidae;FE;;;;;gap;
Simplocaria palmeni;Arthropoda;Insecta;Coleoptera;Byrrhidae;FE;;;;;gap;
Simplocaria semistriata;Arthropoda;Insecta;Coleoptera;Byrrhidae;BOLD,FE,iNat;25;38;1;FE;;350015;502380
Simplocaria striata;Arthropoda;Insecta;Coleoptera;Byrrhidae;FE;;;;;gap;
Trichobyrrhulus arragonicus;Arthropoda;Insecta;Coleoptera;Byrrhidae;FE;;;;FE;gap;
Trichobyrrhulus fabbrii;Arthropoda;Insecta;Coleoptera;Byrrhidae;FE;;;;;gap;
Trichobyrrhulus piochardi;Arthropoda;Insecta;Coleoptera;Byrrhidae;FE;;;;FE;gap;
Trichobyrrhulus puetzi;Arthropoda;Insecta;Coleoptera;Byrrhidae;FE;;;;;gap;
Trichobyrrhulus stierlini;Arthropoda;Insecta;Coleoptera;Byrrhidae;FE;;;;FE;gap;
Trichobyrrhulus variolosus;Arthropoda;Insecta;Coleoptera;Byrrhidae;FE;;;;FE;gap;
Trichobyrrhulus zercheorum;Arthropoda;Insecta;Coleoptera;Byrrhidae;FE;;;;;gap;
Trinaria carpathica;Arthropoda;Insecta;Coleoptera;Byrrhidae;FE;;;;FE;gap;
