species;Phylum;Class;Order;Family;source;speciemens barcoded;speciemens;public BINs;verified by;status;BOLD taxid
Ancyrona japonica;Arthropoda;Insecta;Coleoptera;Trogositidae;FE;;;;FE;gap;
Grynocharis pubescens;Arthropoda;Insecta;Coleoptera;Trogositidae;FE;;;;FE;gap;
Leipaspis caulicola;Arthropoda;Insecta;Coleoptera;Trogositidae;FE;;;;;gap;
Leipaspis lauricola;Arthropoda;Insecta;Coleoptera;Trogositidae;FE;;;;;gap;
Leipaspis pinicola;Arthropoda;Insecta;Coleoptera;Trogositidae;FE;;;;;gap;
Lophocateres pusillus;Arthropoda;Insecta;Coleoptera;Trogositidae;FE;3;8;0;FE;;726217
Nemozoma cornutum;Arthropoda;Insecta;Coleoptera;Trogositidae;FE;;;;;gap;
Ostoma ferruginea;Arthropoda;Insecta;Coleoptera;Trogositidae;FE;;;;FE;gap;
Parallelodera parallela;Arthropoda;Insecta;Coleoptera;Trogositidae;FE;;;;FE;gap;
Seidlitzella procera;Arthropoda;Insecta;Coleoptera;Trogositidae;FE;;;;FE;gap;
Temnochila caerulea;Arthropoda;Insecta;Coleoptera;Trogositidae;FE;;;;FE;gap;
Temnochila tristis;Arthropoda;Insecta;Coleoptera;Trogositidae;FE;;;;FE;gap;
Tenebroides latens;Arthropoda;Insecta;Coleoptera;Trogositidae;FE;;;;FE;gap;
Tenebroides maroccanus;Arthropoda;Insecta;Coleoptera;Trogositidae;FE;0;3;0;;gap;913267
Tenebroides rectus;Arthropoda;Insecta;Coleoptera;Trogositidae;FE;;;;FE;gap;
Thymalus subtilis;Arthropoda;Insecta;Coleoptera;Trogositidae;FE;;;;;gap;
