species;Phylum;Class;Order;Family;source;speciemens barcoded;speciemens;public BINs;verified by;status;BOLD taxid
Alloxantha fernandezi;Arthropoda;Insecta;Coleoptera;Oedemeridae;FE;;;;;gap;
Alloxantha fulva;Arthropoda;Insecta;Coleoptera;Oedemeridae;FE;;;;FE;gap;
Alloxantha lutea;Arthropoda;Insecta;Coleoptera;Oedemeridae;FE;;;;;gap;
Alloxantha novellae;Arthropoda;Insecta;Coleoptera;Oedemeridae;FE;;;;;gap;
Alloxantha ochracea;Arthropoda;Insecta;Coleoptera;Oedemeridae;FE;;;;;gap;
Alloxantha seidlitzi;Arthropoda;Insecta;Coleoptera;Oedemeridae;FE;;;;;gap;
Alloxantha wollastoni;Arthropoda;Insecta;Coleoptera;Oedemeridae;FE;;;;;gap;
Anogcodes coarctatus;Arthropoda;Insecta;Coleoptera;Oedemeridae;FE;;;;FE;gap;
Anogcodes dispar;Arthropoda;Insecta;Coleoptera;Oedemeridae;BOLD;1;3;0;;;559655
Anogcodes ferrugineus;Arthropoda;Insecta;Coleoptera;Oedemeridae;FE;;;;FE;gap;
Anogcodes fulvicollis;Arthropoda;Insecta;Coleoptera;Oedemeridae;BOLD,FE,iNat;6;7;1;FE;;545314;470522
Anogcodes geniculatus;Arthropoda;Insecta;Coleoptera;Oedemeridae;FE;;;;FE;gap;
Anogcodes ruficollis;Arthropoda;Insecta;Coleoptera;Oedemeridae;BOLD,FE;8;8;1;FE;;992663
Anogcodes rufiventris;Arthropoda;Insecta;Coleoptera;Oedemeridae;BOLD,FE,iNat;22;24;1;FE;;545312
Anogcodes schatzmayri;Arthropoda;Insecta;Coleoptera;Oedemeridae;FE;;;;FE;gap;
Anogcodes seladonius;Arthropoda;Insecta;Coleoptera;Oedemeridae;BOLD,FE;14;16;2;FE;;732850
Anogcodes ustulatus;Arthropoda;Insecta;Coleoptera;Oedemeridae;BOLD,FE,iNat;7;10;1;FE;;1079771
Anogcodes wartmanni;Arthropoda;Insecta;Coleoptera;Oedemeridae;FE;;;;FE;gap;
Calopus serraticornis;Arthropoda;Insecta;Coleoptera;Oedemeridae;BOLD,FE;8;9;1;FE;;286791
Chitona connexa;Arthropoda;Insecta;Coleoptera;Oedemeridae;FE;;;;FE;gap;
Chitona incana;Arthropoda;Insecta;Coleoptera;Oedemeridae;FE;;;;;gap;
Chitona suturalis;Arthropoda;Insecta;Coleoptera;Oedemeridae;FE;;;;FE;gap;
Chrysanthia cyprica;Arthropoda;Insecta;Coleoptera;Oedemeridae;FE;;;;;gap;
Chrysanthia flavipes;Arthropoda;Insecta;Coleoptera;Oedemeridae;FE;;;;;gap;
Chrysanthia geniculata;Arthropoda;Insecta;Coleoptera;Oedemeridae;BOLD,FE,iNat;43;48;4;FE;;456870;345996
Chrysanthia hamata;Arthropoda;Insecta;Coleoptera;Oedemeridae;FE;;;;;gap;
Chrysanthia reitteri;Arthropoda;Insecta;Coleoptera;Oedemeridae;FE;;;;;gap;
Chrysanthia superba;Arthropoda;Insecta;Coleoptera;Oedemeridae;FE;;;;;gap;
Chrysanthia varipes;Arthropoda;Insecta;Coleoptera;Oedemeridae;FE;;;;;gap;
Chrysanthia viridissima;Arthropoda;Insecta;Coleoptera;Oedemeridae;BOLD,FE,iNat;54;58;1;FE;;345997
Ditylus laevis;Arthropoda;Insecta;Coleoptera;Oedemeridae;BOLD,FE;0;1;0;FE;gap;785731
Ischnomera auripennis;Arthropoda;Insecta;Coleoptera;Oedemeridae;FE;;;;FE;gap;
Ischnomera caerulea;Arthropoda;Insecta;Coleoptera;Oedemeridae;BOLD,FE;6;9;2;FE;;534244
Ischnomera cinerascens;Arthropoda;Insecta;Coleoptera;Oedemeridae;BOLD,FE;5;6;1;FE;;501891
Ischnomera coerulea;Arthropoda;Insecta;Coleoptera;Oedemeridae;BOLD;;;;;gap;398252
Ischnomera cyanea;Arthropoda;Insecta;Coleoptera;Oedemeridae;BOLD,FE,iNat;17;25;2;FE;;312657
Ischnomera fulvicollis;Arthropoda;Insecta;Coleoptera;Oedemeridae;FE;;;;FE;gap;
Ischnomera haemorrhoidalis;Arthropoda;Insecta;Coleoptera;Oedemeridae;FE;;;;FE;gap;
Ischnomera sanguinicollis;Arthropoda;Insecta;Coleoptera;Oedemeridae;BOLD,FE,iNat;5;7;1;FE;;469758
Ischnomera xanthoderes;Arthropoda;Insecta;Coleoptera;Oedemeridae;BOLD,FE;1;2;1;FE;;766419
Nacerdes carniolica;Arthropoda;Insecta;Coleoptera;Oedemeridae;BOLD,FE,iNat;32;44;2;FE;;330180
Nacerdes ferruginea;Arthropoda;Insecta;Coleoptera;Oedemeridae;BOLD;2;2;0;;;772159
Nacerdes gracilis;Arthropoda;Insecta;Coleoptera;Oedemeridae;BOLD,FE;4;4;1;FE;;766420;1056835
Nacerdes hesperica;Arthropoda;Insecta;Coleoptera;Oedemeridae;FE;;;;;gap;
Nacerdes melanura;Arthropoda;Insecta;Coleoptera;Oedemeridae;BOLD,FE,iNat;23;27;1;FE;;237066
Nacerdes raymondi;Arthropoda;Insecta;Coleoptera;Oedemeridae;BOLD,FE;3;4;1;FE;;534245
Nacerdochroa concolor;Arthropoda;Insecta;Coleoptera;Oedemeridae;FE;;;;;gap;
