species;Phylum;Class;Order;Family;source;speciemens barcoded;speciemens;public BINs;verified by;status;BOLD taxid
Deroceras adolphi;Mollusca;Gastropoda;Stylommatophora;Agriolimacidae;FE;;;;;gap;
Deroceras agreste;Mollusca;Gastropoda;Stylommatophora;Agriolimacidae;BOLD,FE;28;32;7;FE;;312072
Deroceras altimirai;Mollusca;Gastropoda;Stylommatophora;Agriolimacidae;FE;;;;;gap;
Deroceras astypalaeensis;Mollusca;Gastropoda;Stylommatophora;Agriolimacidae;FE;;;;;gap;
Deroceras attemsi;Mollusca;Gastropoda;Stylommatophora;Agriolimacidae;FE;;;;FE;gap;
Deroceras bakurianum;Mollusca;Gastropoda;Stylommatophora;Agriolimacidae;FE;;;;;gap;
Deroceras bisacchianum;Mollusca;Gastropoda;Stylommatophora;Agriolimacidae;FE;;;;;gap;
Deroceras bistimulatum;Mollusca;Gastropoda;Stylommatophora;Agriolimacidae;FE;;;;;gap;
Deroceras boeoticum;Mollusca;Gastropoda;Stylommatophora;Agriolimacidae;FE;;;;;gap;
Deroceras boettgeri;Mollusca;Gastropoda;Stylommatophora;Agriolimacidae;FE;;;;FE;gap;
Deroceras bulgaricum;Mollusca;Gastropoda;Stylommatophora;Agriolimacidae;FE;;;;;gap;
Deroceras bureschi;Mollusca;Gastropoda;Stylommatophora;Agriolimacidae;FE;;;;;gap;
Deroceras caucasicum;Mollusca;Gastropoda;Stylommatophora;Agriolimacidae;FE;;;;;gap;
Deroceras cazioti;Mollusca;Gastropoda;Stylommatophora;Agriolimacidae;FE;;;;FE;gap;
Deroceras chevallieri;Mollusca;Gastropoda;Stylommatophora;Agriolimacidae;FE;;;;;gap;
Deroceras chrysorroyatissensis;Mollusca;Gastropoda;Stylommatophora;Agriolimacidae;FE;;;;;gap;
Deroceras corsicum;Mollusca;Gastropoda;Stylommatophora;Agriolimacidae;FE;;;;FE;gap;
Deroceras crimense;Mollusca;Gastropoda;Stylommatophora;Agriolimacidae;FE;;;;FE;gap;
Deroceras cycladicum;Mollusca;Gastropoda;Stylommatophora;Agriolimacidae;FE;;;;;gap;
Deroceras cyprium;Mollusca;Gastropoda;Stylommatophora;Agriolimacidae;FE;;;;FE;gap;
Deroceras dallaii;Mollusca;Gastropoda;Stylommatophora;Agriolimacidae;FE;;;;;gap;
Deroceras dewinteri;Mollusca;Gastropoda;Stylommatophora;Agriolimacidae;FE;;;;;gap;
Deroceras ercinae;Mollusca;Gastropoda;Stylommatophora;Agriolimacidae;FE;;;;;gap;
Deroceras famagustensis;Mollusca;Gastropoda;Stylommatophora;Agriolimacidae;FE;;;;;gap;
Deroceras gavdosensis;Mollusca;Gastropoda;Stylommatophora;Agriolimacidae;FE;;;;;gap;
Deroceras giustianum;Mollusca;Gastropoda;Stylommatophora;Agriolimacidae;FE;;;;;gap;
Deroceras golcheri;Mollusca;Gastropoda;Stylommatophora;Agriolimacidae;BOLD,FE;3;3;1;;;391671
Deroceras gorgonium;Mollusca;Gastropoda;Stylommatophora;Agriolimacidae;FE;;;;;gap;
Deroceras halieos;Mollusca;Gastropoda;Stylommatophora;Agriolimacidae;FE;;;;;gap;
Deroceras ikaria;Mollusca;Gastropoda;Stylommatophora;Agriolimacidae;FE;;;;;gap;
Deroceras invadens;Mollusca;Gastropoda;Stylommatophora;Agriolimacidae;BOLD,iNat;101;111;30;;;650613
Deroceras johannae;Mollusca;Gastropoda;Stylommatophora;Agriolimacidae;FE;;;;;gap;
Deroceras karnaniensis;Mollusca;Gastropoda;Stylommatophora;Agriolimacidae;FE;;;;;gap;
Deroceras kasium;Mollusca;Gastropoda;Stylommatophora;Agriolimacidae;FE;;;;;gap;
