species;Phylum;Class;Order;Family;source;speciemens barcoded;speciemens;public BINs;verified by;status;BOLD taxid
Milax aegaeicus;Mollusca;Gastropoda;Stylommatophora;Milacidae;FE;;;;;gap;
Milax altenai;Mollusca;Gastropoda;Stylommatophora;Milacidae;FE;;;;;gap;
Milax cyprius;Mollusca;Gastropoda;Stylommatophora;Milacidae;FE;;;;FE;gap;
Milax gagates;Mollusca;Gastropoda;Stylommatophora;Milacidae;BOLD,FE;8;9;1;FE;;592603
Milax nigricans;Mollusca;Gastropoda;Stylommatophora;Milacidae;BOLD,FE;3;4;1;FE;;965634
Milax ochraceus;Mollusca;Gastropoda;Stylommatophora;Milacidae;FE;;;;FE;gap;
Milax parvulus;Mollusca;Gastropoda;Stylommatophora;Milacidae;FE;;;;;gap;
Milax verrucosus;Mollusca;Gastropoda;Stylommatophora;Milacidae;FE;;;;;gap;
Tandonia albanica;Mollusca;Gastropoda;Stylommatophora;Milacidae;FE;;;;FE;gap;
Tandonia bosnensis;Mollusca;Gastropoda;Stylommatophora;Milacidae;FE;;;;;gap;
Tandonia budapestensis;Mollusca;Gastropoda;Stylommatophora;Milacidae;BOLD,FE;13;16;1;FE;;104921
Tandonia cavicola;Mollusca;Gastropoda;Stylommatophora;Milacidae;FE;;;;FE;gap;
Tandonia cretica;Mollusca;Gastropoda;Stylommatophora;Milacidae;FE;;;;FE;gap;
Tandonia cristata;Mollusca;Gastropoda;Stylommatophora;Milacidae;FE;;;;FE;gap;
Tandonia croatica;Mollusca;Gastropoda;Stylommatophora;Milacidae;FE;;;;FE;gap;
Tandonia dalmatina;Mollusca;Gastropoda;Stylommatophora;Milacidae;FE;;;;;gap;
Tandonia fejervaryi;Mollusca;Gastropoda;Stylommatophora;Milacidae;FE;;;;FE;gap;
Tandonia jablanacensis;Mollusca;Gastropoda;Stylommatophora;Milacidae;FE;;;;FE;gap;
Tandonia kusceri;Mollusca;Gastropoda;Stylommatophora;Milacidae;BOLD,FE;11;11;1;FE;;999660
Tandonia lagostana;Mollusca;Gastropoda;Stylommatophora;Milacidae;FE;;;;FE;gap;
Tandonia macedonica;Mollusca;Gastropoda;Stylommatophora;Milacidae;FE;;;;FE;gap;
Tandonia melanica;Mollusca;Gastropoda;Stylommatophora;Milacidae;FE;;;;;gap;
Tandonia nigra;Mollusca;Gastropoda;Stylommatophora;Milacidae;FE;;;;FE;gap;
Tandonia pageti;Mollusca;Gastropoda;Stylommatophora;Milacidae;FE;;;;FE;gap;
Tandonia pinteri;Mollusca;Gastropoda;Stylommatophora;Milacidae;FE;;;;FE;gap;
Tandonia piriniana;Mollusca;Gastropoda;Stylommatophora;Milacidae;FE;;;;;gap;
Tandonia rara;Mollusca;Gastropoda;Stylommatophora;Milacidae;FE;;;;;gap;
Tandonia retowskii;Mollusca;Gastropoda;Stylommatophora;Milacidae;FE;;;;FE;gap;
Tandonia reuleauxi;Mollusca;Gastropoda;Stylommatophora;Milacidae;FE;;;;FE;gap;
Tandonia robici;Mollusca;Gastropoda;Stylommatophora;Milacidae;FE;;;;FE;gap;
Tandonia rustica;Mollusca;Gastropoda;Stylommatophora;Milacidae;BOLD,FE,iNat;14;17;2;FE;;446943
Tandonia sapkarevi;Mollusca;Gastropoda;Stylommatophora;Milacidae;FE;;;;;gap;
Tandonia serbica;Mollusca;Gastropoda;Stylommatophora;Milacidae;FE;;;;FE;gap;
Tandonia simrothi;Mollusca;Gastropoda;Stylommatophora;Milacidae;BOLD,FE;1;1;0;FE;;856594
Tandonia sowerbyi;Mollusca;Gastropoda;Stylommatophora;Milacidae;BOLD,FE;8;9;1;FE;;654339
Tandonia totevi;Mollusca;Gastropoda;Stylommatophora;Milacidae;FE;;;;FE;gap;
