species;Phylum;Class;Order;Family;source;speciemens barcoded;speciemens;public BINs;verified by;status;BOLD taxid
Cerion uva;Mollusca;Gastropoda;Stylommatophora;Cerionidae;BOLD;65;66;2;;;277421;650024
