species;Phylum;Class;Order;Family;source;speciemens barcoded;speciemens;public BINs;verified by;status;BOLD taxid
Physeter macrocephalus;Chordata;Mammalia;Artiodactyla;Physeteridae;BOLD,WORMS;4;9;1;WORMS;;360977;747346
