species;Phylum;Class;Order;Family;source;speciemens barcoded;speciemens;public BINs;verified by;status;BOLD taxid
Chelonibia caretta;Arthropoda;Thecostraca;Balanomorpha;Chelonibiidae;WORMS;33;33;1;;;304551
Chelonibia testudinaria;Arthropoda;Thecostraca;Balanomorpha;Chelonibiidae;WORMS;327;327;3;WORMS;;14268;189386
