species;Phylum;Class;Order;Family;source;speciemens barcoded;speciemens;public BINs;verified by;status;BOLD taxid
Munidopsis abyssorum;Arthropoda;Malacostraca;Decapoda;Munidopsidae;WORMS;;;;;gap;
Munidopsis acuta;Arthropoda;Malacostraca;Decapoda;Munidopsidae;WORMS;;;;WORMS;gap;
Munidopsis acutispina;Arthropoda;Malacostraca;Decapoda;Munidopsidae;WORMS;;;;WORMS;gap;
Munidopsis allae;Arthropoda;Malacostraca;Decapoda;Munidopsidae;WORMS;;;;;gap;
Munidopsis antonii;Arthropoda;Malacostraca;Decapoda;Munidopsidae;WORMS;;;;WORMS;gap;
Munidopsis bairdii;Arthropoda;Malacostraca;Decapoda;Munidopsidae;WORMS;;;;WORMS;gap;
Munidopsis barbarae;Arthropoda;Malacostraca;Decapoda;Munidopsidae;BOLD;2;2;1;WORMS;;934534
Munidopsis bermudezi;Arthropoda;Malacostraca;Decapoda;Munidopsidae;WORMS;;;;;gap;
Munidopsis cornuata;Arthropoda;Malacostraca;Decapoda;Munidopsidae;BOLD;2;2;1;;;934535
Munidopsis crassa;Arthropoda;Malacostraca;Decapoda;Munidopsidae;WORMS;;;;;gap;
Munidopsis curvirostra;Arthropoda;Malacostraca;Decapoda;Munidopsidae;WORMS;;;;WORMS;gap;
Munidopsis granulens;Arthropoda;Malacostraca;Decapoda;Munidopsidae;BOLD;1;1;1;;;934536
Munidopsis livida;Arthropoda;Malacostraca;Decapoda;Munidopsidae;WORMS;;;;WORMS;gap;
Munidopsis marionis;Arthropoda;Malacostraca;Decapoda;Munidopsidae;WORMS;;;;WORMS;gap;
Munidopsis parfaiti;Arthropoda;Malacostraca;Decapoda;Munidopsidae;WORMS;;;;WORMS;gap;
Munidopsis polymorpha;Arthropoda;Malacostraca;Decapoda;Munidopsidae;WORMS;;;;;gap;
Munidopsis robusta;Arthropoda;Malacostraca;Decapoda;Munidopsidae;BOLD;4;4;1;WORMS;;934537
Munidopsis senticosa;Arthropoda;Malacostraca;Decapoda;Munidopsidae;BOLD;2;2;1;;;934538
Munidopsis serricornis;Arthropoda;Malacostraca;Decapoda;Munidopsidae;BOLD,WORMS;0;5;0;WORMS;gap;193311
Munidopsis similis;Arthropoda;Malacostraca;Decapoda;Munidopsidae;WORMS;;;;;gap;
Munidopsis subsquamosa;Arthropoda;Malacostraca;Decapoda;Munidopsidae;WORMS;;;;;gap;
Munidopsis thieli;Arthropoda;Malacostraca;Decapoda;Munidopsidae;WORMS;;;;;gap;
Munidopsis turgida;Arthropoda;Malacostraca;Decapoda;Munidopsidae;BOLD;1;1;1;;;934120
