species;Phylum;Class;Order;Family;source;speciemens barcoded;speciemens;public BINs;verified by;status;BOLD taxid
Mithraculus coryphe;Arthropoda;Malacostraca;Decapoda;Mithracidae;BOLD;21;27;3;WORMS;;149573;753991
