species;Phylum;Class;Order;Family;source;speciemens barcoded;speciemens;public BINs;verified by;status;BOLD taxid
Cymbasoma frondipes;Arthropoda;Hexanauplia;Monstrilloida;Monstrillidae;WORMS;;;;WORMS;gap;
Cymbasoma longispinosum;Arthropoda;Hexanauplia;Monstrilloida;Monstrillidae;WORMS;;;;WORMS;gap;
Cymbasoma malaquini;Arthropoda;Hexanauplia;Monstrilloida;Monstrillidae;WORMS;;;;WORMS;gap;
Cymbasoma pallidum;Arthropoda;Hexanauplia;Monstrilloida;Monstrillidae;WORMS;;;;WORMS;gap;
Cymbasoma reticulatum;Arthropoda;Hexanauplia;Monstrilloida;Monstrillidae;WORMS;2;2;1;WORMS;;935198
Cymbasoma rigidum;Arthropoda;Hexanauplia;Monstrilloida;Monstrillidae;BOLD,WORMS;;;;WORMS;gap;448329
Cymbasoma rostratum;Arthropoda;Hexanauplia;Monstrilloida;Monstrillidae;WORMS;;;;WORMS;gap;
Cymbasoma similirostratum;Arthropoda;Hexanauplia;Monstrilloida;Monstrillidae;WORMS;;;;WORMS;gap;
Cymbasoma striatum;Arthropoda;Hexanauplia;Monstrilloida;Monstrillidae;WORMS;;;;WORMS;gap;
Cymbasoma tenue;Arthropoda;Hexanauplia;Monstrilloida;Monstrillidae;WORMS;;;;WORMS;gap;
Cymbasoma tumorifrons;Arthropoda;Hexanauplia;Monstrilloida;Monstrillidae;WORMS;;;;WORMS;gap;
Cymbasoma zetlandicum;Arthropoda;Hexanauplia;Monstrilloida;Monstrillidae;WORMS;;;;WORMS;gap;
Monstrilla anglica;Arthropoda;Hexanauplia;Monstrilloida;Monstrillidae;WORMS;;;;;gap;
Monstrilla conjunctiva;Arthropoda;Hexanauplia;Monstrilloida;Monstrillidae;WORMS;;;;;gap;
Monstrilla filogranarum;Arthropoda;Hexanauplia;Monstrilloida;Monstrillidae;WORMS;0;1;0;WORMS;gap;708631
Monstrilla gracilicauda;Arthropoda;Hexanauplia;Monstrilloida;Monstrillidae;WORMS;;;;;gap;
Monstrilla grandis;Arthropoda;Hexanauplia;Monstrilloida;Monstrillidae;BOLD,WORMS;5;5;2;;;803872
Monstrilla helgolandica;Arthropoda;Hexanauplia;Monstrilloida;Monstrillidae;BOLD;8;10;1;;;448324
Monstrilla longicornis;Arthropoda;Hexanauplia;Monstrilloida;Monstrillidae;WORMS;;;;WORMS;gap;
Monstrilla longiremis;Arthropoda;Hexanauplia;Monstrilloida;Monstrillidae;WORMS;;;;;gap;
Monstrilla minuta;Arthropoda;Hexanauplia;Monstrilloida;Monstrillidae;WORMS;;;;;gap;
Monstrilla obesa;Arthropoda;Hexanauplia;Monstrilloida;Monstrillidae;WORMS;;;;;gap;
Monstrilla roscovita;Arthropoda;Hexanauplia;Monstrilloida;Monstrillidae;WORMS;;;;WORMS;gap;
Monstrillopsis dubia;Arthropoda;Hexanauplia;Monstrilloida;Monstrillidae;WORMS;;;;WORMS;gap;
Monstrillopsis sarsi;Arthropoda;Hexanauplia;Monstrilloida;Monstrillidae;WORMS;;;;;gap;
Monstrillopsis zernowi;Arthropoda;Hexanauplia;Monstrilloida;Monstrillidae;WORMS;;;;;gap;
