species;Phylum;Class;Order;Family;source;speciemens barcoded;speciemens;public BINs;verified by;status;BOLD taxid
Enterocola bilamellata;Arthropoda;Copepoda;Cyclopoida;Enteropsidae;WORMS;;;;;gap;
Enterocola brementi;Arthropoda;Copepoda;Cyclopoida;Enteropsidae;WORMS;;;;;gap;
Enterocola clavelinae;Arthropoda;Copepoda;Cyclopoida;Enteropsidae;WORMS;;;;WORMS;gap;
Enterocola fertilis;Arthropoda;Copepoda;Cyclopoida;Enteropsidae;WORMS;;;;;gap;
Enterocola fulgens;Arthropoda;Copepoda;Cyclopoida;Enteropsidae;WORMS;;;;WORMS;gap;
Enterocola gottoi;Arthropoda;Copepoda;Cyclopoida;Enteropsidae;WORMS;;;;;gap;
Enterocola hessei;Arthropoda;Copepoda;Cyclopoida;Enteropsidae;WORMS;;;;;gap;
Enterocola mammifera;Arthropoda;Copepoda;Cyclopoida;Enteropsidae;WORMS;;;;;gap;
Enterocola megalova;Arthropoda;Copepoda;Cyclopoida;Enteropsidae;WORMS;;;;WORMS;gap;
Enterocola petiti;Arthropoda;Copepoda;Cyclopoida;Enteropsidae;WORMS;;;;;gap;
Enterocola precaria;Arthropoda;Copepoda;Cyclopoida;Enteropsidae;WORMS;;;;;gap;
Enterocola pterophora;Arthropoda;Copepoda;Cyclopoida;Enteropsidae;WORMS;;;;;gap;
Enterocola sydnii;Arthropoda;Copepoda;Cyclopoida;Enteropsidae;WORMS;;;;;gap;
Enterocolides ecaudatus;Arthropoda;Copepoda;Cyclopoida;Enteropsidae;WORMS;;;;;gap;
Enteropsis chattoni;Arthropoda;Copepoda;Cyclopoida;Enteropsidae;WORMS;;;;;gap;
Enteropsis roscoffensis;Arthropoda;Copepoda;Cyclopoida;Enteropsidae;WORMS;;;;;gap;
Lequerrea canui;Arthropoda;Copepoda;Cyclopoida;Enteropsidae;WORMS;;;;;gap;
Lequerrea perezi;Arthropoda;Copepoda;Cyclopoida;Enteropsidae;WORMS;;;;;gap;
Mychophilus palmatus;Arthropoda;Copepoda;Cyclopoida;Enteropsidae;WORMS;;;;;gap;
Mychophilus roseus;Arthropoda;Copepoda;Cyclopoida;Enteropsidae;WORMS;;;;WORMS;gap;
