species;Phylum;Class;Order;Family;source;speciemens barcoded;speciemens;public BINs;verified by;status;BOLD taxid
Adenolaimus orthus;Nematoda;Adenophorea;Dorylaimida;Mydonomidae;FE;;;;FE;gap;
Calolaimus ditlevseni;Nematoda;Adenophorea;Dorylaimida;Mydonomidae;FE;;;;FE;gap;
Calolaimus papillatus;Nematoda;Adenophorea;Dorylaimida;Mydonomidae;FE;;;;;gap;
Dorylaimoides arcuatus;Nematoda;Adenophorea;Dorylaimida;Mydonomidae;FE;;;;;gap;
Dorylaimoides ariasae;Nematoda;Adenophorea;Dorylaimida;Mydonomidae;FE;;;;;gap;
Dorylaimoides baeticus;Nematoda;Adenophorea;Dorylaimida;Mydonomidae;FE;;;;;gap;
Dorylaimoides bulbosus;Nematoda;Adenophorea;Dorylaimida;Mydonomidae;FE;;;;;gap;
Dorylaimoides confusus;Nematoda;Adenophorea;Dorylaimida;Mydonomidae;FE;;;;;gap;
Dorylaimoides cylindricaudatus;Nematoda;Adenophorea;Dorylaimida;Mydonomidae;FE;;;;;gap;
Dorylaimoides elegans;Nematoda;Adenophorea;Dorylaimida;Mydonomidae;FE;;;;FE;gap;
Dorylaimoides grandis;Nematoda;Adenophorea;Dorylaimida;Mydonomidae;FE;;;;;gap;
Dorylaimoides hispanicus;Nematoda;Adenophorea;Dorylaimida;Mydonomidae;FE;;;;;gap;
Dorylaimoides limnophilus;Nematoda;Adenophorea;Dorylaimida;Mydonomidae;FE;;;;FE;gap;
Dorylaimoides longicaudatus;Nematoda;Adenophorea;Dorylaimida;Mydonomidae;FE;;;;FE;gap;
Dorylaimoides micoletzkyi;Nematoda;Adenophorea;Dorylaimida;Mydonomidae;FE;;;;FE;gap;
Dorylaimoides ornatus;Nematoda;Adenophorea;Dorylaimida;Mydonomidae;FE;;;;;gap;
Dorylaimoides paesleri;Nematoda;Adenophorea;Dorylaimida;Mydonomidae;FE;;;;;gap;
Dorylaimoides paraconfusus;Nematoda;Adenophorea;Dorylaimida;Mydonomidae;FE;;;;;gap;
Dorylaimoides rorundicephalus;Nematoda;Adenophorea;Dorylaimida;Mydonomidae;FE;;;;;gap;
Dorylaimoides stenodorus;Nematoda;Adenophorea;Dorylaimida;Mydonomidae;FE;;;;;gap;
Dorylaimoides striatus;Nematoda;Adenophorea;Dorylaimida;Mydonomidae;FE;;;;;gap;
Dorylaimoides teres;Nematoda;Adenophorea;Dorylaimida;Mydonomidae;FE;;;;;gap;
Dorylaimoides venustus;Nematoda;Adenophorea;Dorylaimida;Mydonomidae;FE;;;;;gap;
Miranema gracile;Nematoda;Adenophorea;Dorylaimida;Mydonomidae;FE;;;;;gap;
Morasia postmontana;Nematoda;Adenophorea;Dorylaimida;Mydonomidae;FE;;;;;gap;
